template_name,split,record_id,num_chars,num_tokens,token_count_method,truncated,label_5
A0_answer_only,train,d0227768197b29e1099c6e0836b9827ec27b85e8,1958,490,approx_char_div4,False,4
A0_answer_only,train,0575632a8d01ebe516fabf0f509b77b2a8f1a5b2,1958,490,approx_char_div4,False,4
A0_answer_only,train,fe19436d900d8b1c0aa4e9fd38405b0ba83ac358,1958,490,approx_char_div4,False,4
A0_answer_only,train,381c1561829c0ca1e85c97e4f4ddaf9b8b9a9af3,2137,535,approx_char_div4,False,5
A0_answer_only,train,52fe2ddd3f0de180f118658a1307ea966b4fa1d6,1864,466,approx_char_div4,False,4
A0_answer_only,train,dad353af0c9f2d64222cbd99f626f49968148547,1864,466,approx_char_div4,False,4
A0_answer_only,train,1e7d19b1218c2098913d92ed59c0901244042551,2390,598,approx_char_div4,False,4
A0_answer_only,train,327d944b5588223ee01f87fed218bbe0c40c9818,2390,598,approx_char_div4,False,4
A0_answer_only,train,2be84a232220ef5bbc0fdb71879b2e84fdfcaaf2,2106,527,approx_char_div4,False,4
A0_answer_only,train,ece46fd7a503f922ad07bf9a2a19bf90ac8d1286,2106,527,approx_char_div4,False,4
A0_answer_only,train,ef502614a2e376d5cdab1eb11d34195ce4c2b3c7,1856,464,approx_char_div4,False,4
A0_answer_only,train,3c11d42525a74938618e1f6803e62c961a766dd0,1856,464,approx_char_div4,False,4
A0_answer_only,train,6d0e3fade89ad7d83f9e22afa027e68a61a3122c,3343,836,approx_char_div4,False,4
A0_answer_only,train,a43ab8e62bbbe94573e686077790997e40134423,3343,836,approx_char_div4,False,4
A0_answer_only,train,782057f8ff32a09cc88426c644a4eddaafbeb027,2216,554,approx_char_div4,False,4
A0_answer_only,train,c54968846ebdc39afca78b0761e80832937eccec,2216,554,approx_char_div4,False,4
A0_answer_only,train,20d35eb477b521921e71f5a8edba8024a500af6c,2322,581,approx_char_div4,False,4
A0_answer_only,train,7dbeb448571253eeaeeda2ec68f8d2cc870ec3dd,2342,586,approx_char_div4,False,5
A0_answer_only,train,36b7456a8780fed1fbcc8cfff7a6868ddbcb9054,1901,476,approx_char_div4,False,5
A0_answer_only,train,5f7cc781f63751977be92751240ab8201c2a6281,1901,476,approx_char_div4,False,5
A0_answer_only,train,f16aebdc05a7b0477abba49c6a64aa2d3d2c0f4c,3254,814,approx_char_div4,False,4
A0_answer_only,train,078b8c4d733a930290b1c2286d3283ea8b99c4ab,3861,966,approx_char_div4,False,5
A0_answer_only,train,1623887f0eb40734d42f245583fc35bc36352750,3861,966,approx_char_div4,False,5
A0_answer_only,train,9306b32e3ea963962744cb05c3778035c45e4150,2531,633,approx_char_div4,False,4
A0_answer_only,train,7171275475208319103ef42e50addcac18a31e09,2531,633,approx_char_div4,False,4
A0_answer_only,train,dec4c6c783f75c657018bc38f0bff5780f56135a,2896,724,approx_char_div4,False,4
A0_answer_only,train,2b72717b2e4e665a25965708b7a306fb978e9c04,2896,724,approx_char_div4,False,4
A0_answer_only,train,7be7e467acc637c7b34fb287e7d6f0afd421b4c5,1781,446,approx_char_div4,False,3
A0_answer_only,train,7e2ae90d53f6e3687fbbba1e3b958b61b374423d,1781,446,approx_char_div4,False,4
A0_answer_only,train,3769d73767b20049216c6a533b1c67b2a3e182e0,1781,446,approx_char_div4,False,4
A0_answer_only,train,5b798542cd62f8944d6dd0fbf1e0926a43a31d34,2058,515,approx_char_div4,False,4
A0_answer_only,train,c45aa36bb96459cc0cdb9cb763c0b819e564695e,2058,515,approx_char_div4,False,3
A0_answer_only,train,6bc36b99f77c520d1812a8ede03437e7a66317eb,1616,404,approx_char_div4,False,4
A0_answer_only,train,cc4861163d50151009c996d725a43d9f19c6f2f7,3407,852,approx_char_div4,False,5
A0_answer_only,train,990ddbba7fe61d1068eb3af204f620b9fb7a5bf0,3407,852,approx_char_div4,False,5
A0_answer_only,train,1e9af7fb370b2ded3bcf9ec5e6d172dd06b0a853,3049,763,approx_char_div4,False,5
A0_answer_only,train,a2b39793b8060f92014d8342c83bb8293779a974,3049,763,approx_char_div4,False,5
A0_answer_only,train,5c0d7ba4414f162998a714b1efd8a7b03ddc7421,2409,603,approx_char_div4,False,5
A0_answer_only,train,2675a883ab4340dc6002f5f547bef8717c83e070,2319,580,approx_char_div4,False,5
A0_answer_only,train,9e592401cd8550fb24ba8ec35365c90dedf6544e,2319,580,approx_char_div4,False,5
A0_answer_only,train,dfda9e1632f8d3d7bd2b01936d848f8351d80f65,2204,551,approx_char_div4,False,4
A0_answer_only,train,f7acf7c70b462d13e2ccb01c1be8041f0b0238c4,2204,551,approx_char_div4,False,4
A0_answer_only,train,4c646c69440f2582b479b0a5eafd80a31a54ae7e,1371,343,approx_char_div4,False,5
A0_answer_only,train,309dbcee61fbb30c0b749345e67ff54f7f3b4a42,1371,343,approx_char_div4,False,4
A0_answer_only,train,f8996cb3f1b29c051e2822c915df9efabcd21119,1371,343,approx_char_div4,False,4
A0_answer_only,train,b2b682464598204658497cbb4877832f2addee19,1817,455,approx_char_div4,False,5
A0_answer_only,train,4b0efbe2f74795973e022ddabdc3358368101cc9,1817,455,approx_char_div4,False,4
A0_answer_only,train,f387f23333caf5e5037345abafba0d986beac283,2825,707,approx_char_div4,False,5
A0_answer_only,train,9fbf7dbec19da5f6f5f0e760e181c7e23fbd80ae,2825,707,approx_char_div4,False,4
A0_answer_only,train,0e54ffac34fa7f91e6f677878bf2da9c344ba8ed,1843,461,approx_char_div4,False,5
A0_answer_only,train,33d42d9c6d79c6370c06ea92d1b865c586ab91ec,1843,461,approx_char_div4,False,4
A0_answer_only,train,71b469efb8ab7f3123f2562e5d6781e58ed1172c,1843,461,approx_char_div4,False,4
A0_answer_only,train,b0c597dbb5aaf4151a322e1428520fb6c998cd4a,1843,461,approx_char_div4,False,3
A0_answer_only,train,7c716be03cf9cf46f20d1d10c090bfc01367c259,3340,835,approx_char_div4,False,5
A0_answer_only,train,3460f3e8bca3efe9b185114ebe11e37178d17617,2253,564,approx_char_div4,False,5
A0_answer_only,train,8e724171acf99bd945ca009472494c436ed8a85c,1964,491,approx_char_div4,False,5
A0_answer_only,train,41f6f52edd1473f3cc3cde8e6923d1e09fa429d5,1964,491,approx_char_div4,False,4
A0_answer_only,train,52c007fafe18ddccafe1125ba38c1240dbad1413,3241,811,approx_char_div4,False,4
A0_answer_only,train,f953bed6fad3a062089c98d4d4f523b8e6f22104,3241,811,approx_char_div4,False,3
A0_answer_only,train,4dae68eec2954a26d0633f29635baf0027a759a1,3241,811,approx_char_div4,False,4
A0_answer_only,train,75077596e274ffc21186e7cb30eefece28d48574,3241,811,approx_char_div4,False,4
A0_answer_only,train,127ac6d8a189355aa2451eaddcd32e8d32cee0c1,3462,866,approx_char_div4,False,5
A0_answer_only,train,c36f42b5e02b15aa25ffd76544c3a62564e45215,3101,776,approx_char_div4,False,5
A0_answer_only,train,5e21d131a92ff092aa054488ce8c85638904335f,3101,776,approx_char_div4,False,5
A0_answer_only,train,e9145f13a2d7884f86ff16cd4ce3a146853591d2,2072,518,approx_char_div4,False,5
A0_answer_only,train,1e74f853fe7c30e4846473b3f9fb848763ceda29,2072,518,approx_char_div4,False,5
A0_answer_only,train,6d3bf89865dddddc9f005194c830e21f70ed590d,2072,518,approx_char_div4,False,5
A0_answer_only,train,e7ed9361a2d3ef289d7d3a885154d36fd3400e7c,2700,675,approx_char_div4,False,5
A0_answer_only,train,8f48af3a376474983aa51aff04369b480c51d089,2700,675,approx_char_div4,False,5
A0_answer_only,train,eeeb649e091d72f7374ea2a2b461b8de949691c0,2700,675,approx_char_div4,False,5
A0_answer_only,train,5edcd514e905a2d8bdb693b9877d6db68362c3c6,2700,675,approx_char_div4,False,5
A0_answer_only,train,ccc3cb559df9ddd31e167ccb8bbd83c6c3154e13,1412,353,approx_char_div4,False,5
A0_answer_only,train,cf8dd549abf162038eb3c28c5ca63728033c408b,1412,353,approx_char_div4,False,4
A0_answer_only,train,fbe7aa6e72d224d67f2e93dd045287a117283fd0,2657,665,approx_char_div4,False,5
A0_answer_only,train,7023b6e6a13670710feb642a8d4467fdb4aabe77,2772,693,approx_char_div4,False,5
A0_answer_only,train,4c536b78c14e58b06b44b7cb1af405183cb6072e,2772,693,approx_char_div4,False,5
A0_answer_only,train,2b5d6b8e980e52f5fffe0dfbd34963e32a0b7c30,2143,536,approx_char_div4,False,5
A0_answer_only,train,5c7ec4813f8df520597726af0695b816ba4850e5,2245,562,approx_char_div4,False,5
A0_answer_only,train,a131305ca30b6feb6781bc33fcfb74b3878753e2,2428,607,approx_char_div4,False,5
A0_answer_only,train,ba7b570ac1e1c9a88025a5727e0a7d0fefd42249,2428,607,approx_char_div4,False,5
A0_answer_only,train,8a9287ce0b662a5aecb93854576d3c2c92ae4449,2428,607,approx_char_div4,False,4
A0_answer_only,train,6b6efec7495e2a188ca768c14aec100d56f87f32,2823,706,approx_char_div4,False,5
A0_answer_only,train,2c6508ccfea0433dbd440f372f5f6a907b47f2c4,1533,384,approx_char_div4,False,4
A0_answer_only,train,a66f0d9262590243b179e74ad011958d3c4696c5,1533,384,approx_char_div4,False,4
A0_answer_only,train,b964c643ca86d6b40fdfa27d27cebca463b607e4,1533,384,approx_char_div4,False,3
A0_answer_only,train,dc44881fb2ce7f4ed004d1431046ac0180af9a0b,1901,476,approx_char_div4,False,4
A0_answer_only,train,38d70b6e4574e86f730b29404adbf643018d7ab1,1901,476,approx_char_div4,False,3
A0_answer_only,train,da58b3f4a39062cf7c44b466b552d68bce879b8c,3392,848,approx_char_div4,False,5
A0_answer_only,train,af030e7c32c27df620c364d13e519b0ec11d302c,3392,848,approx_char_div4,False,5
A0_answer_only,train,bffed78fd170c0878afb6b8d0dee003f855dd924,1501,376,approx_char_div4,False,4
A0_answer_only,train,6093f8b841baad5d4b8765f948bf290b2ef95e8c,1501,376,approx_char_div4,False,4
A0_answer_only,train,c5579563452b2230f960b1d480aab652bdfbd2ab,3328,832,approx_char_div4,False,5
A0_answer_only,train,db58c2b281136c3481b06e0d2c10ca9fab903b13,2879,720,approx_char_div4,False,5
A0_answer_only,train,01ffcbf103c1dce7417ed4518a50fc19a77d1ee9,3513,879,approx_char_div4,False,5
A0_answer_only,train,a4d0ae0d36f99a1180d7f56d3135efe6cd559ffa,3513,879,approx_char_div4,False,5
A0_answer_only,train,3e886322f21e407e4b3452cb665b4735d89912b2,3893,974,approx_char_div4,False,4
A0_answer_only,train,ac419329b41875a1a1479b00514997e6147228fe,3893,974,approx_char_div4,False,4
A0_answer_only,train,270134347e26def037f794824be5a922a7e62e86,2376,594,approx_char_div4,False,4
A0_answer_only,train,73d7f7bac1ca01853869efe76727d8a445b32a92,2376,594,approx_char_div4,False,4
A0_answer_only,train,9288b079e2f0b3b0f60741c88fee643c9aa92776,1864,466,approx_char_div4,False,4
A0_answer_only,train,71bbe496949221e291fec4b3e8718ac8348f2f23,1864,466,approx_char_div4,False,4
A0_answer_only,train,f8790d86d1a22156c67321eaff85fb489fa9b226,4040,1010,approx_char_div4,False,5
A0_answer_only,train,53d4ecc9789fee71e233f3dc79ed3c570cb15ffd,4040,1010,approx_char_div4,False,5
A0_answer_only,train,149042d0e9daa885208abd9cfee6669849e776ee,2706,677,approx_char_div4,False,5
A0_answer_only,train,8a5e797f78a38f6c092021696dcb25aa8c3e3f08,2706,677,approx_char_div4,False,5
A0_answer_only,train,22ca3600122d22430deaf80de38b4c2144cd004c,2706,677,approx_char_div4,False,5
A0_answer_only,train,d89ca421c1f14e3dad81e1bea3e0b1d973f83eed,2706,677,approx_char_div4,False,5
A0_answer_only,train,81d1a54396e957138bd34f865560606b2cc10a88,1226,307,approx_char_div4,False,4
A0_answer_only,train,713ed03067a96a256882d8d3300edfdc371e9b32,1226,307,approx_char_div4,False,4
A0_answer_only,train,4ba54fbfa460cde28741c21ec8b05fbb2e191376,1226,307,approx_char_div4,False,4
A0_answer_only,train,8a61472168f00a3f54f2cb63d372aeed8902f469,2253,564,approx_char_div4,False,5
A0_answer_only,train,9e7a13a7d03b21cdfb44917fdaafd7137dd1c7f7,2253,564,approx_char_div4,False,5
A0_answer_only,train,996947257b8dd730b64898e3de4ac96ce6bf2bc6,2253,564,approx_char_div4,False,5
A0_answer_only,train,ae0daa8f1a22591ee054c662d9cb8e58c39a8e35,2646,662,approx_char_div4,False,4
A0_answer_only,train,9a2a89b50ed401519f72dff896015626d67166ac,2540,635,approx_char_div4,False,5
A0_answer_only,train,784407cc07fd42f70902d5ea9b79d29c74bd2f0d,2540,635,approx_char_div4,False,5
A0_answer_only,train,0dbe176b0f01e3d10e38c6b7bc013d53579a4416,2540,635,approx_char_div4,False,5
A0_answer_only,train,09bda9e251bb85ffe968f63e24305e35669887f8,3334,834,approx_char_div4,False,5
A0_answer_only,train,1635c38594f892a587564cc33f944325faa2fb17,3334,834,approx_char_div4,False,5
A0_answer_only,train,e3327b95e4f9fc521ff3732c717c9af5be3f052a,2021,506,approx_char_div4,False,5
A0_answer_only,train,6e8585a14c5550830fc6c17733ef08dc99be6e3f,1451,363,approx_char_div4,False,4
A0_answer_only,train,49027d59786dbce8b7c095f0b31ee149e496a1a0,1451,363,approx_char_div4,False,4
A0_answer_only,train,360455e8767307329feaafbc43ecbceb7ddd92a9,1451,363,approx_char_div4,False,4
A0_answer_only,train,12bcd4b81301c8060ad287927889a9a1b7c967ea,2168,542,approx_char_div4,False,4
A0_answer_only,train,b1d868af417a0ddfa44b01acfe45c2d0e82ca4d6,2168,542,approx_char_div4,False,4
A0_answer_only,train,f1c07460268899ed81858d4e07cc193756c7e002,1719,430,approx_char_div4,False,4
A0_answer_only,train,0d40c4e038dc7d5a21771c0a4bb6822f5ed5cb86,1719,430,approx_char_div4,False,4
A0_answer_only,train,03a0da37856d7f5174ddbd5db28290e222c32335,2394,599,approx_char_div4,False,5
A0_answer_only,train,83f392c23a425eb68ae94e2a3ab603cbf9f7b1a0,2394,599,approx_char_div4,False,5
A0_answer_only,train,3b83318676be87a02a8ee7db952868ae6e7e52be,1902,476,approx_char_div4,False,4
A0_answer_only,train,3f61af329a1dd6863f10138761a3bc3ad01a5a82,1902,476,approx_char_div4,False,4
A0_answer_only,train,2ed19d70a0cc14f967441a4ab808d206d476aedd,1902,476,approx_char_div4,False,4
A0_answer_only,train,bef113dd7f9c15d02ef1a6d6e18956de9c4cf8b6,3488,872,approx_char_div4,False,5
A0_answer_only,train,badb8b4fcac1c1880fdab0cd16df838cc28ca238,1819,455,approx_char_div4,False,3
A0_answer_only,train,4de4f09d8ef24b58efc3a813f1732cce515b5f81,1819,455,approx_char_div4,False,3
A0_answer_only,train,435780115596dad3fd133fd68773a38f115da4d2,2408,602,approx_char_div4,False,5
A0_answer_only,train,df2d80aef14398fd110c4caaeb36dac01df1fee6,2408,602,approx_char_div4,False,5
A0_answer_only,train,5ebf07fc43aedf8ef292e8e461309e7989e87ef2,2881,721,approx_char_div4,False,5
A0_answer_only,train,a4331e4309568a52cbe30ad73bf71667922bd197,2881,721,approx_char_div4,False,4
A0_answer_only,train,dfdf41ab0a8e7f1fe1e278283e903e6b7e13bc11,2881,721,approx_char_div4,False,4
A0_answer_only,train,6a0dbf8e98cacb4ad363744bb721b5e391b6b6c9,2881,721,approx_char_div4,False,4
A0_answer_only,train,cefc3b28c1e9b3ba02ca11c478f52ba01bd1b7d5,508,127,approx_char_div4,False,5
A0_answer_only,train,daca188a992cdea92dbb0bf3a259addd67c69e1f,508,127,approx_char_div4,False,5
A0_answer_only,train,6d3c359010a9cee9b0ede96fcda05fd3a977fe0b,508,127,approx_char_div4,False,5
A0_answer_only,train,126326f70e5a81482328ac0006e1bf2f318d6492,508,127,approx_char_div4,False,4
A0_answer_only,train,0db22f9ff4b37eb84b81be16d449e2d06bdc8f39,3653,914,approx_char_div4,False,5
A0_answer_only,train,72d9f60e87b74354a687dcab67f1da99f4d2d163,3653,914,approx_char_div4,False,5
A0_answer_only,train,b229a9127206617486d10308d17d5ab7a5ce538f,3653,914,approx_char_div4,False,5
A0_answer_only,train,17e492c615479bbfa03f2a9550e443b0015cb28f,4372,1093,approx_char_div4,False,5
A0_answer_only,train,677a8fd2bb8a2672146cf3f6b083c02386bf357a,2707,677,approx_char_div4,False,5
A0_answer_only,train,feb264ddac17c9751a33220eb63b789a9d9b6678,2707,677,approx_char_div4,False,4
A0_answer_only,train,8e9f7e1cc67ef67d22ac3f4cea0be6aa5306927d,1836,459,approx_char_div4,False,4
A0_answer_only,train,5415fa4c9c2b0c79b670c2a86769206409816558,1836,459,approx_char_div4,False,5
A0_answer_only,train,8191df49884552ee2a983c084f5d63f5f3c4cee1,3117,780,approx_char_div4,False,5
A0_answer_only,train,4cdc8dc800a6fd2c1d841df736835acda9fb1ed3,3117,780,approx_char_div4,False,5
A0_answer_only,train,8e068efec60220e2373adb4de434e5114b181788,457,115,approx_char_div4,False,3
A0_answer_only,train,d5fb8e76a8484bc022ace8794eb2bc301bcc2a07,3018,755,approx_char_div4,False,5
A0_answer_only,train,079ea342cccf68aed2ef06f1585d82aab1079558,507,127,approx_char_div4,False,5
A0_answer_only,train,e843b080b93452ab33172197cf1f7cfbe107404a,507,127,approx_char_div4,False,4
A0_answer_only,train,b18a1f1d23d987ec094dbecacc97dd5632f7900d,507,127,approx_char_div4,False,5
A0_answer_only,train,89790e6344a0762a5402a95789244565e99e1042,507,127,approx_char_div4,False,4
A0_answer_only,train,d6d3449c13e9e176096a76f13c0b6fb5f3007be2,507,127,approx_char_div4,False,3
A0_answer_only,train,62b2cc4828c16383397c0f6eba7db729544d5d77,665,167,approx_char_div4,False,5
A0_answer_only,train,481a6029a5a087a62f6996ee074229fc2cd1c2f8,665,167,approx_char_div4,False,5
A0_answer_only,train,0786532c4978fd30afcfa51102d5f96fd2d16425,665,167,approx_char_div4,False,5
A0_answer_only,train,10c69dd1e604977b423b722728a48a4f826a5590,665,167,approx_char_div4,False,5
A0_answer_only,train,6dec1a92a9ebf7f0f48c0f9c9d7494f77cbe2611,3671,918,approx_char_div4,False,5
A0_answer_only,train,46507abd3cb4ffd4f2043c012eaa49e1e558bffb,3671,918,approx_char_div4,False,5
A0_answer_only,train,72cc52f1ee43184f2932c65ea12a7cb92a227334,3671,918,approx_char_div4,False,4
A0_answer_only,train,79f2577664431c1521fb39b31d7f80587cf19f04,2949,738,approx_char_div4,False,5
A0_answer_only,train,70a733411695e9e73b436f685baf9abdbe6688aa,2949,738,approx_char_div4,False,5
A0_answer_only,train,8f45503d48fa73ac1a5eb12edd1b546dbe1b82a9,594,149,approx_char_div4,False,5
A0_answer_only,train,cbca1c1a8940ea5eb31fd9f6247d941f2515d894,594,149,approx_char_div4,False,4
A0_answer_only,train,923abedbf2e960d24e6149a76efeb744b4fa21db,594,149,approx_char_div4,False,4
A0_answer_only,train,b35164feee7ca33d667104dc2618142463a5c7f5,594,149,approx_char_div4,False,3
A0_answer_only,train,8b395963b57d41fa3a1b69091cddda07eebec7a0,2918,730,approx_char_div4,False,5
A0_answer_only,train,ce05a8d38d1e7a487b55377b9a4fcdf2e9042ff3,2918,730,approx_char_div4,False,5
A0_answer_only,train,153a4b8462651307f2ce3e7e1c711c6b567062cb,440,110,approx_char_div4,False,4
A0_answer_only,train,dc527d0535973541ede5794711ce6792d8ea0269,598,150,approx_char_div4,False,4
A0_answer_only,train,1e7ba6c46901544f873313cfbb5a871b34c1e010,598,150,approx_char_div4,False,5
A0_answer_only,train,341ec752bc9edf871dcaf9a387af619b1e7ccb82,598,150,approx_char_div4,False,5
A0_answer_only,train,51cdc783564b9edeea010683219cdc6276aaa2f8,598,150,approx_char_div4,False,3
A0_answer_only,train,9f39b4d5de96caf591f2bd1df4031c2c1c94225b,503,126,approx_char_div4,False,5
A0_answer_only,train,2f0f9cbfc1d6155a52851fb6fa12ca67ae1f69e7,503,126,approx_char_div4,False,5
A0_answer_only,train,7624dd006b974e06ee3840a6b8133da5b657dc3e,503,126,approx_char_div4,False,5
A0_answer_only,train,00fef00f81de8268fe9d85ce832c800520cf1aa0,503,126,approx_char_div4,False,4
A0_answer_only,train,be1321d38b36c49839edea52e657a1b0dabcf94a,678,170,approx_char_div4,False,3
A0_answer_only,train,6315a1b25d8d9b18cd9028878fcd897509359765,678,170,approx_char_div4,False,3
A0_answer_only,train,4153d3a9a2b62778bf32e38aa33be57d0215987d,678,170,approx_char_div4,False,2
A0_answer_only,train,8d3e3f58f3253f93e1c1e9a90e18fbdfb941b6ca,604,151,approx_char_div4,False,5
A0_answer_only,train,15db6e31d1124097d66ec9cd7a95a7d14ebfc139,604,151,approx_char_div4,False,5
A0_answer_only,train,79c93e933d6ec54be05b7d9732a0dd50971aac3b,604,151,approx_char_div4,False,5
A0_answer_only,train,fec243d0892771f4eb5fa6ad45e6db5046360180,604,151,approx_char_div4,False,5
A0_answer_only,train,1812ad100e2cded5a7c5746c09a6965a686e0e14,473,119,approx_char_div4,False,5
A0_answer_only,train,1e5d67eb09b01f0b61c52276e735e11d16c2d263,473,119,approx_char_div4,False,5
A0_answer_only,train,042b1de277caa909648c04be2131a99e62c6b1fb,473,119,approx_char_div4,False,5
A0_answer_only,train,a20cbb6d82e6c73d7016b88d420a8de9a8edb500,592,148,approx_char_div4,False,5
A0_answer_only,train,c20237b1d2adbf432f81b9e3e34904b0c94529ad,592,148,approx_char_div4,False,4
A0_answer_only,train,e10627e73b87465e0be19d5a7b665398f16a79fd,592,148,approx_char_div4,False,5
A0_answer_only,train,8f8e641739964bb19eb80e88977c4e9dc3c9c9e1,610,153,approx_char_div4,False,5
A0_answer_only,train,56cd7d501fa0da131b89c0094fd3a0e81eaf6ef3,610,153,approx_char_div4,False,5
A0_answer_only,train,2452ff7492aac4ffa1242727afb75520330e1f51,610,153,approx_char_div4,False,4
A0_answer_only,train,5024080b04317278763bd48e5dd0446471073041,488,122,approx_char_div4,False,4
A0_answer_only,train,e895726ce7e80dce6231ef1e70ecddc4dea5f37c,488,122,approx_char_div4,False,3
A0_answer_only,train,574212794931a862e5706314d6706ff53823a374,1292,323,approx_char_div4,False,4
A0_answer_only,train,d4ca700a5f3fd3f9c1585f284e585fc10ad528be,1292,323,approx_char_div4,False,5
A0_answer_only,train,c9fbcd909036ddcfd2d61ad98d877e1c7a7c14bd,494,124,approx_char_div4,False,5
A0_answer_only,train,2cb28347321982b3e1cad5a3c54121dc72207d25,494,124,approx_char_div4,False,5
A0_answer_only,train,93e5ca271c888625c2a19fe4df2b4cf6308ca2e9,494,124,approx_char_div4,False,5
A0_answer_only,train,75c3ff7c2c07e66d7af2fd88d328ddfc8a81c2d6,524,131,approx_char_div4,False,4
A0_answer_only,train,8422039528f37c3efb694251576e058d3a595278,524,131,approx_char_div4,False,5
A0_answer_only,train,575bfd846d972eafb1745ddb846bb9c945d1552f,524,131,approx_char_div4,False,4
A0_answer_only,train,96ee86f5c93db24e2db0a6a8e3cdc8e2fd93ffee,524,131,approx_char_div4,False,5
A0_answer_only,train,205aa23c7e5e3c5dfe78cc1368cbfb0aae2acf00,711,178,approx_char_div4,False,5
A0_answer_only,train,81b9936333ea88f9498bf8790faeda35a1eaa6c1,721,181,approx_char_div4,False,5
A0_answer_only,train,f1934d45b8c322c341b3a8762d0a6f6280196dec,721,181,approx_char_div4,False,5
A0_answer_only,train,c4adab09f5caa80f4b140136bbf5178f99468d26,721,181,approx_char_div4,False,4
A0_answer_only,train,bd4f785926cfe2f36f1081e1f0168c17702513e9,526,132,approx_char_div4,False,5
A0_answer_only,train,6d6f7be3fb57fe5e5321a97ebeb38411d25dc945,526,132,approx_char_div4,False,5
A0_answer_only,train,82cac9f370ab28df7be897bf0558d8996b6c9cee,630,158,approx_char_div4,False,5
A0_answer_only,train,c318bf116bc7fe0dc4e859730abc36513275c018,471,118,approx_char_div4,False,5
A0_answer_only,train,6f69d16a1bd5a87839aa89987dcb783548a5125d,471,118,approx_char_div4,False,5
