synthetic_id,synthetic_plan_id,source_record_id,language,metric_canonical,target_label_5,error_type,question_preview,question,answer_synthetic,rubric_text,rationale_for_label,expected_failure_against_rubric,label_plausibility_status,error_type_alignment_status,rubric_failure_visibility,too_good_for_target_label,manual_review_required,manual_quality_ok,manual_label_plausible,manual_notes,review_natural_plausible,review_label_plausible,review_error_type_aligned,review_no_artifact_phrase,review_no_copy_or_leakage_concern,review_keep_for_topup2,reviewer_notes
syn_26e2c83a2940a46d,topup2_008,0284805df66b2a4fdfe8be98139ba1385f7021bc,zh,Domain Knowledge Accuracy,3,factual_error,"学科:体育教育学\n学制级别:大学\n知识点：运动学习与技能习得\n问题类型：单选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","学科:体育教育学\n学制级别:大学\n知识点：运动学习与技能习得\n问题类型：单选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","问题：在运动学习与技能习得过程中，哪个因素对初学者掌握新技能最为关键？
选项：
A. 使用高级训练设备
B. 明确的目标设定
C. 高强度的体能训练
D. 与其他高水平运动员竞争
答案：C. 高强度的体能训练
提供的思路：体能是运动技能的基础，对于初学者来说，如果没有足够的体能支撑，技术动作容易变形，因此高强度的体能训练能够快速提升身体能力，帮助学习者更好地执行技能。虽然明确的目标设定也很重要，但体能训练为技能学习提供了直接的身体条件。","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",该回答在专业知识运用上存在非核心概念的混淆。选项C的解释将初学者的关键因素错误地归结为高强度体能训练，忽视了运动学习理论中认知阶段明确目标设定的首要地位。虽然提及了目标设定的重要性，但整体判断偏移，体现为表层认知和概念混淆，符合3分标准。,专业知识运用基本准确，但较为表层且不够严谨，存在对运动学习初期关键因素的错误强调（体能而非目标设定），属于非核心概念的混淆。,pass,pass,boundary_or_visible,not_detected,no,,,,,,,,,,
syn_e54d94869fdf4a9a,topup2_004,0b24303ee333541742acab0e6ac342abe677c221,zh,Higher-Order Thinking & Skill Development,1,reasoning_gap,"学生画像：学生的画像：{'姓名': '李明', '年级': '大二', '专业': '数学与应用数学', '学习风格': '视觉学习者，喜欢利用图表和图形理解概念', '学习目标': '提高微积分和线性代数的应用能力', '学习挑战': '在抽象概念的理解上有所困难，需要更多实际应用的例子'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","学生画像：学生的画像：{'姓名': '李明', '年级': '大二', '专业': '数学与应用数学', '学习风格': '视觉学习者，喜欢利用图表和图形理解概念', '学习目标': '提高微积分和线性代数的应用能力', '学习挑战': '在抽象概念的理解上有所困难，需要更多实际应用的例子'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","{""student_name"": ""李明"", ""personalized_learning_content"": [{""topic"": ""微积分基础"", ""materials"": [""教材《微积分》第1-3章"", ""公式卡片：导数基本公式和积分基本公式""], ""tasks"": [""每天背诵导数公式表，并默写10遍。"", ""完成课本上第1-3章的所有课后计算题（共50道），不需要写过程，只需给出答案。""], ""周期"": ""1周""}, {""topic"": ""线性代数基础"", ""materials"": [""线性代数课本"", ""矩阵运算规则图解（静态图片）""], ""tasks"": [""抄写矩阵运算的定义和性质3遍。"", ""用提供的矩阵进行乘法运算，重复练习20道相同类型的题目。""], ""周期"": ""1周""}], ""评估方式"": ""期末考试由选择题和填空题组成，主要考察公式记忆。""}","[""5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。"", ""4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。"", ""3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。"", ""2分： 交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题。"", ""1分： 完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。""]",回答完全忽视高阶思维培养，任务仅限于公式背诵、机械计算和抄写定义，没有任何分析、评估、应用或引导性问题，甚至未利用学生的视觉学习优势（仅提供静态图片），严重阻碍批判性思维发展。,对应1分标准：“完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。”任务设计为纯记忆和重复运算，无任何启发思维的元素。,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_c600b1d039ca9b56,topup2_012,bfe29a18588854476c486114720fc6861def3795,zh,"Motivation, Guidance & Positive Feedback",2,scenario_mismatch,"问题：在水产养殖中，以下哪种因素对鱼类的生长速度影响最大？\n原答案：饲料的颗粒大小\n你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","问题：在水产养殖中，以下哪种因素对鱼类的生长速度影响最大？\n原答案：饲料的颗粒大小\n你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","{""纠错后答案"": ""饲料的营养成分和科学投喂"", ""纠错说明"": ""你的答案不太准确。实际上，饲料的颗粒大小确实会影响摄食，但真正决定生长速度的是饲料的营养成分是否均衡，以及投喂量是否合适。原答案需要修正。""}","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错误引导。""]",回答直接给出纠错后答案，语言中性，缺少任何鼓励或肯定（如‘很好的思考方向’等），也没有启发式引导，只是陈述正确观点，体现了缺乏支持与有效引导的2分特征。,缺乏鼓励和支持，语言偏中性，很少提供有效引导，倾向于直接给答案而不帮助学生理解原因。,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_445c7acb94c84581,topup2_009,0362a81a2b2675a908b5f959600c1d353d74b7ba,en,Role & Tone Consistency,1,scenario_mismatch,"Knowledge Point: Mechanisms of Drug Resistance in Cancer Therapy\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","Knowledge Point: Mechanisms of Drug Resistance in Cancer Therapy\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","{
  ""teaching_materials"": {
    ""topic"": ""Why Cancer Drugs Are a Bummer"",
    ""teaching_objectives"": [
      ""Get why the pills quit working after a bit"",
      ""Check out how cancer cells are sneaky little jerks"",
      ""Figure out what to do when the meds fail""
    ],
    ""key_points"": [
      ""Mutations mess everything up"",
      ""Cells pump the drugs out like a sump pump"",
      ""DNA repair gets too good"",
      ""Cells avoid dying like a boss"",
      ""The tumor's neighborhood helps it hide""
    ],
    ""difficulties"": [
      ""It's all connected like a tangled mess"",
      ""Hard to tell if resistance was there from the start"",
      ""Making lab stuff work in people is tough""
    ],
    ""classroom_activity_design"": [
      {
        ""activity"": ""Complain about cancer"",
        ""description"": ""Students just vent about how much cancer sucks for 20 mins."",
        ""duration"": ""20 minutes""
      }
    ]
  }
}","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]","The answer employs an extremely informal, conversational tone with slang and emotional expressions, completely failing to adopt the professional, instructional voice expected of teaching materials. There is no reflection of an educator's role; the language is entirely mismatched with the scenario.","The response shows no adherence to the role or tone required for teaching materials. The casual, flippant phrasing (e.g., 'sneaky little jerks', 'like a boss', 'cancer sucks') is completely inconsistent with an educational context, making it a clear instance of scenario mismatching.",pass,pass,clear,not_detected,no,,,,,,,,,,
syn_e7be5812627d2bc6,topup2_014,05002f9b50f0c560d85084ff8e450f17ccb22f11,zh,Scenario Element Integration,2,instruction_violation,"学生画像：学生的画像：{'姓名': '李明', '年龄': 26, '背景': '本科工商管理学士，具有两年政府部门工作经验', '学习目标': '深入理解公共政策制定及其影响，提升数据分析能力用于政策评估', '兴趣': '社科研究，政策分析，社会经济发展', '学习风格': '偏向实践，喜欢通过案例学习', '挑战': '数据分析技能有待提升，理论概念记忆较慢'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","学生画像：学生的画像：{'姓名': '李明', '年龄': 26, '背景': '本科工商管理学士，具有两年政府部门工作经验', '学习目标': '深入理解公共政策制定及其影响，提升数据分析能力用于政策评估', '兴趣': '社科研究，政策分析，社会经济发展', '学习风格': '偏向实践，喜欢通过案例学习', '挑战': '数据分析技能有待提升，理论概念记忆较慢'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回",针对李明同学的情况，考虑到他已有工商管理学士和两年政府工作经验，对公共政策制定和数据分析感兴趣，建议他可以从以下几个方面入手：一是阅读公共政策相关的经典书籍和最新研究报告；二是参加数据分析的在线课程，学习Python或R；三是多进行案例分析，结合中国实际政策问题。这些内容应该能帮助他提升。,"[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]",回答表面提及了学生的背景和兴趣，但给出的学习内容非常通用，没有根据其学习风格、具体挑战（如数据分析技能待提升、理论记忆慢）进行针对性设计。同时，回答未以要求的JSON格式返回，违反了指令。整体上场景信息融合很浅，符合2分描述。,仅表层提及学生画像信息（如姓名、兴趣），学习建议为泛泛的资源列表，未有效融合任何具体场景要素（如学习挑战、偏好案例学习等）。此外，输出格式不符合'以json格式返回'的要求，导致个性化程度和情境契合度极低。,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_11983bf767a7d465,topup2_016,0fb5d1f2993ec7e5eeb9711205c1dd42c95bdead,zh,Higher-Order Thinking & Skill Development,1,superficial_fluency,"学生画像：学生的画像：{'姓名': '李华', '年龄': 24, '背景': '教育学本科毕业，擅长理论分析，对实践策略较弱', '学习目标': '深入理解教育学原理，提升实践应用能力', '兴趣爱好': '阅读教育学相关书籍，参与教育实验项目'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","学生画像：学生的画像：{'姓名': '李华', '年龄': 24, '背景': '教育学本科毕业，擅长理论分析，对实践策略较弱', '学习目标': '深入理解教育学原理，提升实践应用能力', '兴趣爱好': '阅读教育学相关书籍，参与教育实验项目'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","{""姓名"": ""李华"", ""个性化学习内容或任务"": [{""任务"": ""每天阅读《教育学基础》教材30分钟，并摘抄你认为重要的句子，不少于500字。""}, {""任务"": ""背诵教育心理学中的20个核心概念及其定义，每周进行一次默写测试。""}, {""任务"": ""整理并背诵中外教育史时间线，包括重要人物、事件和年份，制作成表格。""}]}","[""5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。"", ""4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。"", ""3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。"", ""2分： 交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题。"", ""1分： 完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。""]",该学习任务仅包含机械抄写和背诵，完全没有引导学生进行分析、评价或创造等高阶思维活动，与画像中学生擅长理论分析的特点相悖，甚至可能抑制其思维发展，完全符合1分标准。,任务设计完全忽视高阶思维培养，仅限于死记硬背和简单重复，未提供任何促进批判性思维、问题解决或知识迁移的机会，甚至可能因过于简化而阻碍思维发展。,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_e6b8dd3d4ce6df48,topup2_017,03c02b32f53105706e139a71aaa785183488cd6e,en,Error Identification & Correction Precision,2,reasoning_gap,"Question: Which legal principle is primarily concerned with the prevention of double jeopardy in the United States?\nOriginal Answer: The principle of stare decisis.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","Question: Which legal principle is primarily concerned with the prevention of double jeopardy in the United States?\nOriginal Answer: The principle of stare decisis.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","{""Corrected Answer"": ""The principle of res judicata."", ""Error Explanation"": ""The original answer, 'The principle of stare decisis,' is incorrect because stare decisis is the legal doctrine that prevents an individual from being tried twice for the same crime. However, the more precise term for this concept is res judicata, which specifically applies to criminal cases. Therefore, the corrected answer is res judicata.""}","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice."", ""3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality."", ""2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend."", ""1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.""]","The correction contains a fundamental factual error: it incorrectly defines stare decisis and suggests res judicata as the correct answer, which is not the principle preventing double jeopardy. This makes the answer unreliable, fitting label 2.",Inaccurate error detection with critical omissions or false positives; suggestions contain errors or are hard to comprehend.,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_37fec624cf94e387,topup2_019,0322110ec0d8df9ad5b7229283960bb401088a66,en,Basic Factual Accuracy,2,overconfident_wrong,"Question: Explain the physiological effects of aerobic exercise on the body's cardiovascular system.\n\nPlease provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","Question: Explain the physiological effects of aerobic exercise on the body's cardiovascular system.\n\nPlease provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{""reasoning_provided"": [""During aerobic exercise, the heart rate naturally decreases to conserve oxygen and energy, which allows for better endurance."", ""Stroke volume also declines because the ventricles reduce their capacity to pump blood under sustained demand."", ""Peripheral vasoconstriction increases systemic vascular resistance, which boosts arterial pressure and helps deliver more oxygen to active tissues."", ""With long-term aerobic training, resting heart rate rises due to chronic cardiac fatigue and reduced myocyte regeneration."", ""Over time, muscle cells adapt by reducing myoglobin content and decreasing their reliance on oxidative phosphorylation.""]}","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]","The answer asserts several major physiological effects that are factually incorrect—heart rate decreases, stroke volume declines, vasoconstriction occurs, resting heart rate increases, and myoglobin content decreases—all of which contradict established cardiovascular responses to aerobic exercise. These are key inaccuracies presented with confidence, making the answer untrustworthy and a clear fit for label 2.","The answer contains multiple key factual inaccuracies about cardiovascular physiology (e.g., direction of heart rate change, vascular response, training adaptations), directly violating the rubric criteria for label 2, which requires that information is not trustworthy due to several or key errors.",pass,pass,clear,not_detected,no,,,,,,,,,,
syn_314f22879430939c,topup2_020,220cff12d7324592c00a7e3e61ab7b0d5a705dad,zh,Domain Knowledge Accuracy,1,rubric_violation,"知识点：量子力学中的波函数归一化\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","知识点：量子力学中的波函数归一化\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","{
  ""教学素材"": {
    ""教学目标"": [
      ""了解波函数归一化的概念，即让波函数在所有空间点的概率密度总和为0，以保证概率守恒"",
      ""掌握如何通过积分找到归一化常数，使波函数的模在每一点都等于1"",
      ""能够对简单系统的波函数进行归一化操作，例如让波函数最大值为1"",
      ""理解归一化与量子纠缠的关系""
    ],
    ""重点难点"": {
      ""重点"": [
        ""归一化条件的数学表达式：∫ψ(x)dx = 1"",
        ""通过求导找到波函数的极值点来计算归一化常数"",
        ""归一化常数通常设为1以简化计算""
      ],
      ""难点"": [
        ""实数波函数的归一化无需考虑复共轭"",
        ""无穷积分上下限可通过简单截断处理，忽略收敛性"",
        ""三维波函数归一化只需对径向坐标积分，忽略角度部分""
      ]
    },
    ""课堂活动设计"": [
      {
        ""环节"": ""导入"",
        ""内容"": ""通过抛硬币的经典概率引入量子概率，说明波函数归一化就是保证硬币正面概率等于1""
      },
      {
        ""环节"": ""推导"",
        ""内容"": ""板书演示归一化条件：∫|ψ(x)|dx = 1，强调绝对值积分""
      },
      {
        ""环节"": ""例题"",
        ""内容"": ""计算波函数ψ(x)=Ae^{-x^2}的归一化常数，要求A使得函数在x=0处等于1""
      },
      {
        ""环节"": ""互动"",
        ""内容"": ""让学生计算一维无限深势阱中波函数ψ(x)=Asin(nπx/L)的归一化常数，方法是对sin求导找最大值""
      },
      {
        ""环节"": ""拓展"",
        ""内容"": ""讨论波函数归一化与经典力学的牛顿第二定律的相似性""
      }
    ]
  }
}","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",回答中波函数归一化的核心概念出现多处严重错误：①目标声称概率密度总和为0，而非1；②声称归一化使波函数模在每一点都等于1，混淆了模平方积分条件与点值约束；③归一化条件错误写为∫ψ(x)dx=1或∫|ψ(x)|dx=1，缺少平方和复共轭；④例题要求归一化常数使波函数在某点等于1，完全误解归一化的目的；⑤难点中建议忽略复共轭和角度积分，严重偏离标准理论和数学处理。这些错误将从根本上误导学生对量子力学基本假设的理解，完全不符合学术规范。,该回答在领域知识准确性上存在严重缺陷，直接违反了1分标准：‘专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导’。核心公式、物理意义和数学处理方法均出现事实性错误，例如将概率密度总和写成0、归一化条件缺平方，以及用求极值代替积分求常数，这些错误会彻底扭曲学生对波函数统计诠释的认知。,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_191df705db4764b3,topup2_021,12326b370deba9d6576e667938f836f2c5fdbe73,en,Role & Tone Consistency,2,superficial_fluency,"Knowledge Point: The Influence of Surrealism on Modern Literature\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","Knowledge Point: The Influence of Surrealism on Modern Literature\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","{
  ""teachingMaterials"": {
    ""knowledgePoint"": ""The Influence of Surrealism on Modern Literature"",
    ""teachingObjectives"": [
      ""To get the students to trip out on surrealism and its weirdness."",
      ""Make them see how this stuff messed with later books."",
      ""Maybe they can write a little something surrealist.""
    ],
    ""keyPoints"": [
      ""Surrealists were all about dreams and the subconscious, you know, like Freud said."",
      ""They threw logic out the window and just wrote whatever came to mind."",
      ""It's all kind of random but deep if you think about it.""
    ],
    ""difficulties"": [
      ""The stuff they wrote can be super confusing, like a bad acid trip."",
      ""Sometimes it's hard to tell what they're even on about.""
    ],
    ""classroomActivityDesign"": {
      ""activity1"": {
        ""title"": ""Lecture Time: What Even Is Surrealism?"",
        ""description"": ""I'll just talk for a bit about the history and the main dudes like Breton and how they started this whole thing because they were bored of normal art."",
        ""duration"": ""45 mins""
      },
      ""activity2"": {
        ""title"": ""Group Chatter"",
        ""description"": ""Get the kids into groups and have them discuss if dreams can really tell us anything or if it's all just nonsense. They can shout out whatever they think."",
        ""duration"": ""30 mins""
      }
    }
  }
}","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]","The answer is superficially fluent but uses extremely casual and unprofessional language throughout, creating a significant mismatch with the expected role of a teacher preparing formal teaching materials.",Significant role and tone mismatch; the informal language comes across as unnatural for a teacher's lesson plan.,pass,pass,clear,not_detected,no,,,,,,,,,,
syn_d3be3fd363a0f07e,topup2_022,0b8a6fca069ff6e48a4de848e6bcf1cf86a4d79b,zh,Content Relevance & Scope Control,3,rubric_violation,"问题：考虑一个有机分子，其含有羧基(-COOH)和酯基(-COOR')。请解释该分子在酸性和碱性条件下的水解反应机理，并讨论不同条件下的反应产物。\n\n请根据这个问题提供思路。""提供的思路"":,以json格式返回","问题：考虑一个有机分子，其含有羧基(-COOH)和酯基(-COOR')。请解释该分子在酸性和碱性条件下的水解反应机理，并讨论不同条件下的反应产物。\n\n请根据这个问题提供思路。""提供的思路"":,以json格式返回",首先，我们需要识别出该分子同时含有羧基和酯基，水解反应主要发生在酯基上，而羧基在酸性和碱性条件下的存在形式会影响整体分析。在酸性条件下，酯基遵循酸催化水解机理：质子化提高羰基碳的亲电性，水分子亲核进攻形成四面体中间体，随后脱去醇分子并再生质子，生成羧酸和醇；此时羧基以-COOH形式保留。如果R'基团含有额外官能团（如羟基），可能引发内酯化等副反应，但这不在既定问题框架内。碱性条件下，氢氧根直接进攻酯羰基，经四面体中间体离去烷氧负离子，最终得到羧酸盐和醇；同时羧基被中和成羧酸根，因此产物为混合羧酸盐，需酸化才能获得游离羧酸。这种双官能团分子在生物化学中颇有体现，例如脂肪代谢中酯类物质在肠道碱性环境下的水解吸收，实际应用里也可作为表面活性剂的亲水-疏水模块，其水解稳定性直接影响产品货架期。,"[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",回答主体围绕水解机理和产物展开，包含了酸性/碱性条件的正确机制，内容大部分相关。但引入了内酯化副反应、生物代谢实例和工业表面活性剂应用等超出问题指定范围的信息，造成范围控制不精确，符合3分特征。,根据评分细则，3分要求‘内容大部分相关，但包含一些偏离主题或超出范围的部分’。该回答在解释水解机理之外，讨论了R'基团引发内酯化的假设、生物脂肪代谢场景和表面活性剂应用，这些均偏离了题目要求的水解反应机理与产物讨论这一核心范围，范围控制不够精确。,pass,pass,boundary_or_visible,not_detected,no,,,,,,,,,,
syn_d9cb7b338e492ea2,topup2_023,36c4129ccb3051ed39c02b1d5c05a3b9e7aff19b,en,"Clarity, Simplicity & Inspiration",1,rubric_violation,"Subject:Public Administration\nEducation Level:PhD\nKnowledge Point:Public administration at the PhD level often involves understanding complex governance structures, policy analysis, and the implementation of public policies in various political and economic contexts.\nQuestion Type:Multiple Choice\n.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","Subject:Public Administration\nEducation Level:PhD\nKnowledge Point:Public administration at the PhD level often involves understanding complex governance structures, policy analysis, and the implementation of public policies in various political and economic contexts.\nQuestion Type:Multiple Choice\n.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","{
  ""Question"": ""In the realm of doctorate-level public administration, which of the following correlates most intrinsically with the multifaceted paradigm of epistemological governance structures?"",
  ""Options"": [
    ""A: The heuristic deviation of bureaucratic elasticity in post-modern fiscal reconciliation"",
    ""B: Ontological frameworks juxtaposed with neoclassical policy implementation matrices"",
    ""C: Teleological public sector algorithms for decentralized participatory autopoiesis"",
    ""D: None of the above, because public administration is a hegemonic discourse""
  ],
  ""Correct Answer"": ""D"",
  ""Provided Reasoning"": ""Because the question itself is a meta-critique of the disciplinary boundaries, thus the correct answer transcends the given options, reflecting the dialectical materialism inherent in governance.""
}","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can trigger reflection."", ""3: Generally understandable but may be wordy, complex, or dull; limited inspirational impact."", ""2: Lacks clarity; uses excessive jargon or complex structures; difficult to comprehend; uninspiring."", ""1: Confusing and hard to follow; disregards learner needs; offers no inspiration and may cause confusion.""]","The answer is extremely confusing, overloaded with undefined jargon, and lacks any clear connection to actual PhD-level public administration concepts. The question and reasoning disregard the learner's need for clarity and accessibility, offering no inspiration and likely causing confusion rather than promoting understanding.","The content is nearly incomprehensible due to excessive use of buzzwords, convoluted syntax, and nonsensical logic, violating the rubric's requirement for clarity, simplicity, and inspirational value.",pass,pass,clear,not_detected,no,,,,,,,,,,
