split,variant,sample_id_hash,question_tokens,question_truncated,metric_tokens,metric_truncated,answer_tokens,answer_truncated,input_tokens,rubric_tokens,rubric_truncated,metadata_tokens,metadata_truncated
train,E0,d47718b34736aadbdac30d93e8c9e94646923063b47dd7f04fb6cfedd81fc653,107,False,3,False,784,False,909,0,False,0,False
train,E0,5f11402ec11356a6ce412d18a6475a1f940fe751297362b99de84093dcf59e9c,133,False,5,False,630,False,783,0,False,0,False
train,E0,2a10b77b19fd14723d1ac46a49b4c8f2553a524fad68453c50318346cdcfd727,107,False,5,False,437,False,564,0,False,0,False
train,E0,4612f3e8f89cfc51405e267c63fbe065ca49dfc763f45519fbe193c579af5be5,107,False,3,False,437,False,562,0,False,0,False
train,E0,2012a371ae7cd7ccc4db8ff98a23e99147f47d6e3f45257629ca81a6e5fcf31a,107,False,8,False,437,False,567,0,False,0,False
train,E0,0fbedf9e9da2a473de61049bbe5ec8956a0a2718024b52a545236076387da95a,89,False,8,False,674,False,786,0,False,0,False
train,E0,015f7848a93f7dbd7cca5773dfe8f857f0158569f7485abe6d69a96f70e5b39e,107,False,5,False,711,False,838,0,False,0,False
train,E0,8a6131e967b5eef7ac0529f3e84e6fd3ba1c6c6a6e0f4a33f4574a46b1305300,107,False,3,False,711,False,836,0,False,0,False
train,E0,18909f66ae88f3e50dd6092b253bc1a23036b291daeeeb48b1df00312e681063,107,False,8,False,711,False,841,0,False,0,False
train,E0,67047eee4c27a4dfab8f13dc356c6b1dbeced46dd491cc3b63d30b804945d8f5,133,False,5,False,718,False,871,0,False,0,False
train,E0,12237a6f008bdc6c636015a02b7c5db2fd1f84d99f40a06552cdaff527222954,89,False,3,False,784,False,891,0,False,0,False
train,E0,73102383735820c8699481578f040329c9c8c03f07c44c412a8b8c5a4a5b3e4d,89,False,8,False,784,False,896,0,False,0,False
train,E0,a5504d84d3508964ff37d82bd25ba68a65206b157c6dde3f687af846c107ff10,114,False,5,False,379,False,513,0,False,0,False
train,E0,b27d05f2897b4fe62d493b492be510a35109a0c5ca45cf53738c532dcc2796a8,114,False,3,False,379,False,511,0,False,0,False
train,E0,65548360e66e8eccee9b423ade77bce2ca2bdf96b7893402545a10ac0e9a6324,114,False,8,False,379,False,516,0,False,0,False
train,E0,8dcf401fd55d31ce9a02df1e605e143e03ea5dc7540a69d40744e8769db61e7f,113,False,8,False,449,False,585,0,False,0,False
train,E0,c8a63d5c18b4b266732a2fa6da23a6f01909e086a68de5b23f23cfaba79d9c2a,88,False,5,False,332,False,440,0,False,0,False
train,E0,4d5dd0a9cf0b71b24c2cc5847a27d55d48f92a61bfbc7685f3706190f1b077c7,88,False,8,False,332,False,443,0,False,0,False
train,E0,7ab7076d36ab342d59f89ddc808fba57c7c07fe155b08334a9c9f94b93331c7c,106,False,5,False,454,False,580,0,False,0,False
train,E0,b2619e669940d11afc5e9fd8e8b86344c41570ba399258aaa01c6852439b7dcd,106,False,3,False,454,False,578,0,False,0,False
train,E0,787b0446da9368d43c7ec991316478861af5588cdb98fff2da1b1b58f62eee92,106,False,5,False,382,False,508,0,False,0,False
train,E0,3358ecfe2b25a87cc6ff63b63c5866dbaa3293bc3f70cd068e7c1fa197f7da44,106,False,3,False,382,False,506,0,False,0,False
train,E0,a3953cb27a0f99751db26ac58e9cc52ab1332e0da049376f0c3990fa6a33eb83,99,False,5,False,351,False,470,0,False,0,False
train,E0,ce377ac6d8ccb1a9a9b2417cd2a8a296743b2ab36e6ecff51af8285e32b1f40c,99,False,8,False,351,False,473,0,False,0,False
train,E0,8eb3f38415b6b492c699323ec1fe22a49dd82afbdb7a43a8b45fbdf35d994cbb,106,False,5,False,652,False,778,0,False,0,False
train,E0,6b804a3e027a4f17c61ad1a19ac37cc7e97a3bf0e3885dfafbef3d9755dfd2b8,106,False,8,False,652,False,781,0,False,0,False
train,E0,76fa88b6b74bd4699f5768833d18ee995558293d883bffaa00df2491082ee1b6,88,False,3,False,448,False,554,0,False,0,False
train,E0,9aa3e170e4ba7292cb3e17047fa09b1b1c579353d670539de1f7994408101d12,88,False,8,False,448,False,559,0,False,0,False
train,E0,1878fedb2d1cec83f700e0a2a44ac826352cafc0f17f2cf6eaa7b9a1add18994,114,False,5,False,451,False,585,0,False,0,False
train,E0,43bd697caeb06a27c171e0317a16d88ffa6516a08996b55f335d8db4ced7b4b8,99,False,3,False,499,False,616,0,False,0,False
train,E0,4212dfb1e066e202bc261007b7863efc2c7d112c9b921c6b5d50c5b42ff87c59,88,False,5,False,381,False,489,0,False,0,False
train,E0,31d6c2b2280bb8472be68110b06d1a07256795e58df52f27e8859d79d09de020,88,False,8,False,381,False,492,0,False,0,False
train,E0,780960e18c3f46be6f03deec4ae1f86f76178546c1091fb2598a18a7e7aa99c0,106,False,3,False,662,False,786,0,False,0,False
train,E0,67f3aa2833ac3e63ad1199abba6f924f7c6807378a0ea51759c53d2bbedc3d30,106,False,5,False,796,False,922,0,False,0,False
train,E0,7aa8a70500edc7f24b9d626c269d0f5d18032c8d99e89a7de00b1b44f9ce5e71,106,False,8,False,796,False,925,0,False,0,False
train,E0,e2fce77aabb8863076c73015b22c085494b5663b245ca88d2f6edef08cbbc4f3,99,False,5,False,566,False,685,0,False,0,False
train,E0,cbbd96d3743aa541c52373454993721bceca39f2342d3533bca11284bf35694f,99,False,8,False,566,False,688,0,False,0,False
train,E0,45e13988fba01ba4d5dcbe49e3d9e797ea738d56e9e3b7e6882bc152c033cf43,114,False,3,False,558,False,690,0,False,0,False
train,E0,db6e4b91ed6e2f12cb6df8f3ebd95712d5d5404633dab8f495b478275f24c0d9,114,False,8,False,558,False,695,0,False,0,False
train,E0,8b4575197c9fd1a6021acb3a8afbf4633b8a8b444f306df5154641270be5cb23,88,False,5,False,346,False,454,0,False,0,False
train,E0,233e26639fcab158222bf8c26446562e94a6b03eb5b8e8bef5c8ee6199cb0cf7,88,False,3,False,346,False,452,0,False,0,False
train,E0,3d4c0707b6e84ba97856ce9189d44eb75261c1568cfca010193441ff4e741496,88,False,8,False,346,False,457,0,False,0,False
train,E0,0e0385183eb71b21d0f58908a6e47c6c04f8f53ed8b3e7e3c997d12f83298d03,106,False,5,False,398,False,524,0,False,0,False
train,E0,a62e65401b7f52a04ad52cc73ab677be29c33920159b2f5dd1c111cac2d19b42,106,False,8,False,398,False,527,0,False,0,False
train,E0,3ce3ddd10b851a600f5e7b23bac2835dcbe54b735e06e1dc07cbe4788aea545a,87,False,5,False,314,False,421,0,False,0,False
train,E0,1ac901e11d866ad85bc87386066e13c16297e0060839323ca4bfb154b22279fe,106,False,3,False,671,False,795,0,False,0,False
train,E0,7697585313505c441965023c69a6f347a5eb7f406566f430a7043bb85e8236bf,106,False,8,False,671,False,800,0,False,0,False
train,E0,b2625581b5a3c26dbe8f33233402e9dbc1e62eac110453381f4f2e870832734e,114,False,5,False,656,False,790,0,False,0,False
train,E0,8658152e7a8a8246fed5e974d90c26350c9ef353918e32c65020ee2d7f891f8d,114,False,3,False,656,False,788,0,False,0,False
train,E0,63a19b254ae89951d55b8658aff84d9f16b858d1abbbf83253e8689e4107f5e9,106,False,3,False,556,False,680,0,False,0,False
train,E0,b0a8f52f14205a6f0b00e147371fcebc61e04401d9d04d89c88193c9aa70d09b,99,False,3,False,521,False,638,0,False,0,False
train,E0,dd97e9bcbf5c7d371bb324ebc075530e3fd5ee2760d01bffc111a987595a4a8a,99,False,8,False,521,False,643,0,False,0,False
train,E0,236c9699b3b695d354132ae0d5186fd7ed6e458384481d246e3de423918f025c,106,False,5,False,411,False,537,0,False,0,False
train,E0,a8d9378d9e91701354efe4f68a0755447581140f071c2828a18d2f4dc38b7546,106,False,3,False,411,False,535,0,False,0,False
train,E0,d27df0ecb444ad5a036e5229811c70da6a3dbeb4ac7d09f90c996f91fae17634,87,False,5,False,256,False,363,0,False,0,False
train,E0,7a8713936bb6339d392c5ed18c630986951ec335d4d23ae3875474bdbd1e628e,87,False,3,False,256,False,361,0,False,0,False
train,E0,fa1a73d39e83da2c652cc0e8f1817920ae9aeb07b9489d93e37db192ab5c4fdb,87,False,8,False,256,False,366,0,False,0,False
train,E0,94b2a71aeeb9cde83e376ae8683128c3ef75db98855e47ac15045a342b38af45,106,False,5,False,319,False,445,0,False,0,False
train,E0,8e1a49e60b9427b59ad25433a4a67c55b11e8a259216af89ab7a8b3a8cb9f153,106,False,7,False,319,False,447,0,False,0,False
train,E0,24b4849b0fa2e13e0ae96aef9d4f77a6d441c325503a1db8b8334181166ca59e,107,False,6,False,539,False,667,0,False,0,False
train,E0,b3c49602caecfedec86e926407d9908e223f1f4418b653f01246c9fe3721914a,107,False,7,False,539,False,668,0,False,0,False
train,E0,d04776c78a0c81c6ef1d8b78e4a4d1d222441eb46cd11643b84766587eee4974,109,False,6,False,374,False,504,0,False,0,False
train,E0,2a13b8c7f179c88412b8182af9e762e2caa8832219276be173f9c803d91a0ceb,109,False,3,False,374,False,501,0,False,0,False
train,E0,1f59699dae04f7bde06589c694a2c0b50c221fe362bf930fbb6301de1bc80127,109,False,8,False,374,False,506,0,False,0,False
train,E0,e22feeb3e4c53f76394549ae14631f535a6745d3758645d4e20a406b286a68a6,109,False,7,False,374,False,505,0,False,0,False
train,E0,2f100ee24a18852da27eec27bc79d7565b2ce889d5b3d53d29efb4241f73fe3c,106,False,6,False,601,False,728,0,False,0,False
train,E0,d28bfdc7e9f70d6e12a04acd9408fc220e536fcdaa015a6143e307ad8704e473,87,False,8,False,489,False,599,0,False,0,False
train,E0,e001e8d68913c13193a5c0dd06bd659ff45cf8784be3edfae20a14e908a87e98,107,False,6,False,381,False,509,0,False,0,False
train,E0,8fa63f75e600d65fc7a7045ae11bf502d80853337b35af2ee476f973e97c5f9a,107,False,8,False,381,False,511,0,False,0,False
train,E0,8abceb50fccbd7bbd61f08c1fa708864cefb18570c0b4f804cc1c89bd6d6f629,109,False,5,False,636,False,765,0,False,0,False
train,E0,7c548de4edf57fd4d42f134f37c3c91a09fca34b64a5bc9109c3be2cba705807,109,False,6,False,636,False,766,0,False,0,False
train,E0,a6313f9b8618a3b3141ba331fc8c5681214141ecc4477e7065b28cc902dc9279,109,False,3,False,636,False,763,0,False,0,False
train,E0,c80b5812e19f300220fdc860d02ceb074344ad7f6818e8e9ed88077aaa731b88,109,False,7,False,636,False,767,0,False,0,False
train,E0,93029eaeff8b2028a9355a56aa43e747703fcb2d9bfe7e3a8cd54177784909f0,106,False,3,False,727,False,851,0,False,0,False
train,E0,644966f6703c669f18e869502e8911fe5827b3e987563d433fd9269815001eb3,87,False,3,False,607,False,712,0,False,0,False
train,E0,2cebc03e0c45c171f54b1c1083dd188158d23b1a196a6666b3d288c01f6e1cd7,87,False,8,False,607,False,717,0,False,0,False
train,E0,cbf1c70445fb7b0b244d0ada35abf9bca44deebd1d042bdddbaeecbdd836c30c,109,False,5,False,409,False,538,0,False,0,False
train,E0,65d55a65d8f64d4756fc56d23b0310b26fdec0774c56311b86aed433a180ebdd,109,False,3,False,409,False,536,0,False,0,False
train,E0,d5d55a8b36e0ef7861ecfdeabfc4bf15a2014a3dc26b0b61c8432b107c2ee462,109,False,8,False,409,False,541,0,False,0,False
train,E0,de96ba40379c8fe0ef70058668409249ba2f124bcf1482b91a563a1b4263b661,106,False,5,False,504,False,630,0,False,0,False
train,E0,9ee6bca493076f9fcc3b1ac81119a4c16c1ce4a45d3adfd6ecf18a44890a5eba,106,False,6,False,504,False,631,0,False,0,False
train,E0,572291f029b881d3f9a8cf9f734bd58566745323225f9db98d0da4df322174b9,106,False,3,False,504,False,628,0,False,0,False
train,E0,9d0cd6039ce7c12ef64b9ab1b90108d50c3eb3eedf71ada12c9f78ca26f2b401,106,False,8,False,504,False,633,0,False,0,False
train,E0,0a7e6b1235e7c951712558b44a217970e054961ecfa4a04527ba1124beecce4f,130,False,6,False,240,False,391,0,False,0,False
train,E0,c476a01ff9d0f89ac13cda5dda4479a3d4a8c9fe06962696d3e5160a8b2919b3,130,False,8,False,240,False,393,0,False,0,False
train,E0,6cc6bbc3e3580a9d717bdd68f5aa713846ff05785f1b80ed5a18c2af6369699a,107,False,7,False,501,False,630,0,False,0,False
train,E0,d5f6e667138f3227000fd10e8fb1b337f4c001d750d44ee1e4822559310d5580,109,False,6,False,633,False,763,0,False,0,False
train,E0,d10d14e1fe1b15bb3c6dbdd9a6483dbcad7863f1c2a306db53090e42525c293d,109,False,8,False,633,False,765,0,False,0,False
train,E0,c7d3db4e94184d6b163a01ad08d60fe8612ad87d0909e83bc37c7da7edefc724,87,False,5,False,478,False,585,0,False,0,False
train,E0,b23bcd0d9663ee4147602fd2b59e80574a97bbcf93c56ba508031934e76c19b3,92,False,6,False,417,False,530,0,False,0,False
train,E0,840837e535aa4c1e2eafe046163449448af82e00f4aeb13ced1c20c7e4b89bf2,109,False,6,False,468,False,598,0,False,0,False
train,E0,93c0924275af80ec30d4196e6e6950bfdcfed47f584b5a4bd016e4761d43fd74,109,False,3,False,468,False,595,0,False,0,False
train,E0,1030f3fe6dcaf814f444b944d45aabd79aa12bf193524484526dede7dfb713f9,109,False,7,False,468,False,599,0,False,0,False
train,E0,bb2833424438a770b4135711bf030511678479e26c07f787ace0978449d45048,130,False,3,False,521,False,669,0,False,0,False
train,E0,e8e8f2b540a108f6545c5f9b1bc0558fa69992dbe4eaafb2b3f140e62489a170,124,False,6,False,288,False,433,0,False,0,False
train,E0,43e4c56e80c1a953f03bab829bac2e6c21700817704004f39191c2d614b969cd,124,False,3,False,288,False,430,0,False,0,False
train,E0,baef7f0c116d37e9ace56fb83c067ea02d9ca0ff57a05ecafcdc0719f4fba73f,124,False,7,False,288,False,434,0,False,0,False
train,E0,5f78997a5627528ceefbe233a0ab04020e08eb8f143a6cbfdc1eb23df37e77b3,106,False,3,False,351,False,475,0,False,0,False
train,E0,f8c2541e8b2f46cf3c52e912a57e2456610f7770ba5167747b5ba2fa1eba0dc6,106,False,7,False,351,False,479,0,False,0,False
train,E0,2ed35c1ed06972e88583dd8dc061ea5a732f043530f515666ffc84642a3cc05f,92,False,5,False,676,False,788,0,False,0,False
train,E0,4f90683abdcd45b03d14a8873db5823582ee41ef07d423392bd7dbeea68d2130,92,False,6,False,676,False,789,0,False,0,False
train,E0,9ce37738b797a0494e5fd93e83e876f7a5cb0b688798bfbdfacd31e867f6298e,119,False,5,False,274,False,413,0,False,0,False
train,E0,8a602c8fe849ed01786859dcb60e87f031d9c910c0705339544ce8cbe108bf8c,119,False,8,False,274,False,416,0,False,0,False
train,E0,3a74b38b63e935b86fc266b7501daf01be1192c71ad9c74184ed4b571d29edc0,124,False,5,False,634,False,778,0,False,0,False
train,E0,e5e6d99eb4572bf79fb23b94e84f14e9a30df0f5672252fc0ba29cd426091f2e,130,False,5,False,517,False,667,0,False,0,False
train,E0,8143327b4e6bda0b1902e7a97ab5e7bf00c479a5782403fd6f01152f61179d57,106,False,8,False,709,False,838,0,False,0,False
train,E0,17bfdaf1a3c911fa1788199b89c100dce6c64f86b317dbd574b06d9821271b1b,106,False,7,False,709,False,837,0,False,0,False
train,E0,2d6f535174e6599861b2c57aecbddd2c8b93863151e17d863da6c4628e42a102,92,False,5,False,698,False,810,0,False,0,False
train,E0,f2e3796e6708579de0a9c87021767a7e8fb77c2f7cbe160886dd9da040071095,92,False,8,False,698,False,813,0,False,0,False
train,E0,64b34aa7d814a8095bf1695399ec7a8ca20e90cec0eeb6c2dc9327b816754d5b,119,False,5,False,475,False,614,0,False,0,False
train,E0,e8a13c60033848bb3dd7499f9d510f44e7a82f1bb451aade7edd0b4608608944,119,False,7,False,475,False,616,0,False,0,False
train,E0,7675169b640293c25a50469e70127d78924c2c7c7d479c8f9777cad58c21a445,119,False,5,False,401,False,540,0,False,0,False
train,E0,010c51aee9bf49ffdb9c0ef2759535dc1a8ce67b9c8ec12cd7d056989d85306d,119,False,8,False,401,False,543,0,False,0,False
train,E0,01c2fd9a806e4f07714bd1477773cc124673b5451260cc6bdeef469ece4032e8,124,False,3,False,783,False,925,0,False,0,False
train,E0,de3906d1ec41bd075d5b177ba6b37b450f35bf0c7562df49b37e420788231856,124,False,8,False,783,False,930,0,False,0,False
train,E0,ca8b738bba77de42aa8299be6a226870bce645553d2163e207ea07d6157dda75,130,False,5,False,583,False,733,0,False,0,False
train,E0,15f35d3aaacaf38be90c25d1326c623fba593e68e6843c5c0a65cbd7f87a50f4,130,False,6,False,583,False,734,0,False,0,False
train,E0,cd5020ec77ccebd77f48854c7d3ebe783484a6a560b06d1bc13aa7fee2c532f1,130,False,3,False,583,False,731,0,False,0,False
train,E0,25e36194e56ec24ca0ec2d73a9321e19182cb017d732fb7ec3f30a8d569a49cd,130,False,7,False,583,False,735,0,False,0,False
train,E0,875f3e6e6628d766e4867f1270802806682f4143290b05ef30e1b46c7691080f,92,False,5,False,247,False,359,0,False,0,False
train,E0,3513e9511df2a4f16b7e5f66755f67ef19b813e8577acdb3b7ab5ea52b0b22b5,92,False,3,False,247,False,357,0,False,0,False
train,E0,e703d8655ce1908e4ec536de838b1491909d293189fb4e84fd40a6d5327dfe9e,92,False,7,False,247,False,361,0,False,0,False
train,E0,b9e8ffc59f259bad48c6d0dcaf9845c9e61a26ed8dee9b48857502f239a13e77,130,False,5,False,422,False,572,0,False,0,False
train,E0,5e7862ed3374be4b4dc867c0d4d824bae1a7408c9adb4e8312933710763ea80c,130,False,6,False,422,False,573,0,False,0,False
train,E0,d00a1631f79b31bb853bf0bae8fbc8ac3c7202c5a4a7b160c8c49b00cd3cb295,130,False,3,False,422,False,570,0,False,0,False
train,E0,aacce1394ecb1b960033833025ed57692ea776498f4a4585cc498ad7e5fea4dd,119,False,7,False,537,False,678,0,False,0,False
train,E0,823791dffe1afd683c502c55d2366b1afdcaf2fd0eab2d5ba923015c1a49aeef,130,False,5,False,510,False,660,0,False,0,False
train,E0,7c4d83f61943f781851848243a329b774a7e60c84b475224aaa372449df0be70,130,False,8,False,510,False,663,0,False,0,False
train,E0,e5c7ff0d805b2ad9819eadaaf286da95a8b47a1d74cea965af192b91d50cb606,130,False,7,False,510,False,662,0,False,0,False
train,E0,5051b881caaa10bce087e9146390cfe4392cb3ec797a02f3398d70969d64079e,119,False,5,False,717,False,856,0,False,0,False
train,E0,9169bcad955ccf5f72b8e2452f1810ef35a1d2461540968930ac973d10677826,119,False,3,False,717,False,854,0,False,0,False
train,E0,a598670b26db526891b273d259f2f051aecab840a3cc9cfcf50a8ded33003d51,92,False,3,False,388,False,498,0,False,0,False
train,E0,f6890195229b9efade93db07b5e40e7ba2df91fc56356dc3b6069cdbf1e28ea2,124,False,5,False,297,False,441,0,False,0,False
train,E0,0a71863d654d44f8672daf60ee8454502e117c915ec1506563a69c83e6ba995a,124,False,3,False,297,False,439,0,False,0,False
train,E0,ca23fb02622cd03999a8b63dbd702446942a612b5a0a787fbb75f0a9101df75a,124,False,8,False,297,False,444,0,False,0,False
train,E0,30f5b67ac0bd2542270cddfd27373c4f88cb7cd94038cc32e1bdc93f06ce9d1d,130,False,3,False,400,False,548,0,False,0,False
train,E0,d50ea29022e8c0355356fe615168d44bdcb6e066c938a4fbc58163b66f2a7a59,130,False,8,False,400,False,553,0,False,0,False
train,E0,753d68d5b7754e23d4c123a5824a62dc2129349d99887c2990f2bd8b8114214a,103,False,5,False,334,False,457,0,False,0,False
train,E0,ce44cec36900b40290cfa616b71a0ed4dd169914ad40eab43c0d0d9892cddd2e,103,False,8,False,334,False,460,0,False,0,False
train,E0,6303ed42f9137aae57b2566f65d10aabf1490da26fd8df77f541ee53c779a9b8,121,False,6,False,430,False,572,0,False,0,False
train,E0,b0660ef1c59da312e67645e357a031deab4d769b19bcb53c763036026c145aa8,121,False,8,False,430,False,574,0,False,0,False
train,E0,0ea8d1f585e04701cc2779a6cc823d54350fe36abf8645450239a38ecc509236,110,False,5,False,318,False,448,0,False,0,False
train,E0,cc047149efbe554371179cab4495279000eda6608c8be7e613891a4cba692a1c,110,False,3,False,318,False,446,0,False,0,False
train,E0,767572b9a576a96bc3590b497a81635524525615687cefb4fedf89d788eb16e6,110,False,8,False,318,False,451,0,False,0,False
train,E0,e263e59760e3a21627df4953a99320bf56e0b69eaa7811b5dc24d1c80e82b85b,124,False,7,False,723,False,869,0,False,0,False
train,E0,2b09a3b3e8af75626f7768997d5485e039ad2750997ec834869f175b80faa443,130,False,3,False,320,False,468,0,False,0,False
train,E0,c7931ae61c57f324fec931e52393deb9d8a934d786cea75210fea27c2348a40f,130,False,7,False,320,False,472,0,False,0,False
train,E0,98c64d7b8411d98d2ada21319f4faaccb3a51fc693a7e94e640fa0c849524323,103,False,5,False,453,False,576,0,False,0,False
train,E0,304d8d344609fd11ca0f03cafa98fdc74fdf13fa23585d9622f3ab1fdb0cbf90,103,False,3,False,453,False,574,0,False,0,False
train,E0,5b9a3171530b8349a6c99b2d476c108664bba65192d8a46266bb386421e20970,110,False,5,False,515,False,645,0,False,0,False
train,E0,05e756558253a5906a5396cb0f6d951bcd8a80fa58ab2befced25f8888f5906d,110,False,3,False,515,False,643,0,False,0,False
train,E0,6270595f301f0b2548769bce1b8756e4b54d2bb74a4773f899695a0b755aa61c,110,False,8,False,515,False,648,0,False,0,False
train,E0,0272521b0a853552ad820662cbadfe5ba4fcb3e018171c858de5fd0c6fd0f168,110,False,7,False,515,False,647,0,False,0,False
train,E0,11eb045a38d6f2cc3a9e67bc5e2ed6d5629dd7234040c7f572508e337e648a56,62,False,5,False,87,False,169,0,False,0,False
train,E0,329b46cc0367ca263f2786f45509d0854be9481841d62398463042a81fc7423e,62,False,4,False,87,False,168,0,False,0,False
train,E0,e8a58f3acd5feb4c066f52d3dc79007d22be1f4dbaa2aa1ecca105eabe4b854b,62,False,5,False,87,False,169,0,False,0,False
train,E0,ba75a9d901cd745e439272f4b1ff6e6c636e7e0751a7a43ecb17f52517de1d9a,62,False,7,False,87,False,171,0,False,0,False
train,E0,d0b2fdf6086266a002b59de3cc0abf4d74e5b82050385d4c22b0eb1422b13a6c,121,False,6,False,655,False,797,0,False,0,False
train,E0,4955b6a7a934a4d63a8d1445897ff0d65de5fe09d62489c219e8a7732f75418b,121,False,3,False,655,False,794,0,False,0,False
train,E0,d0413922ca07871b6a38391d1b8db4db3ccd3fc17c26ee58dca21e72f0d55024,121,False,8,False,655,False,799,0,False,0,False
train,E0,07bfc30b2483bfb3f188b0dcd012501feba00375bcdb52b8d283d4af42b6bb97,103,False,7,False,789,False,914,0,False,0,False
train,E0,897f397fde26443aae6370c33e88b848d6feb22ef6b3abab75f58f7c9e87e548,121,False,3,False,545,False,684,0,False,0,False
train,E0,25cad157dc4f9c68af5c59b4486651e9ff10a19ac2c254e779c992b1a336008e,121,False,7,False,545,False,688,0,False,0,False
train,E0,bf6b066bba8bfb8c65813506b32ce79284a9034a0fe245c541a1bb754fa31f0e,110,False,5,False,354,False,484,0,False,0,False
train,E0,8aa7f4be8ece7a10eaedc02b19e9d4839f0c817dcc11e2db8c156ce5cf470a30,110,False,6,False,354,False,485,0,False,0,False
train,E0,d1794bdb88369c606f5092242fad1e9f5489f71cc6faf74c13fe91bdde870166,110,False,3,False,568,False,696,0,False,0,False
train,E0,35e7c64d80fa5262f07e34a1a253c913ecbf1ff525c3248c8dbad7200bd63322,110,False,8,False,568,False,701,0,False,0,False
train,E0,f96a67795339a0d6400055bad598ecb5d532d9879bbc64cc83d7b1ff838c1bd0,66,False,5,False,76,False,162,0,False,0,False
train,E0,10acd5219dfbae0aaf6aa38bafa26652707214fa0bfe2e9804d1ec34e15a9899,121,False,5,False,650,False,791,0,False,0,False
train,E0,b7f81c1abb846abd424021ec437d9e24d0086e317ad5f57158a4d0bba5efdeec,62,False,5,False,82,False,164,0,False,0,False
train,E0,63832ebab98d81e70c5e8c58ccf763c8f7ce70fc45dd808cc9a4433f9d368dff,62,False,3,False,82,False,162,0,False,0,False
train,E0,387c745d43438ffceb2b6ec6f97b7cf41210c915d311de02332c3dfd27df1172,62,False,4,False,82,False,163,0,False,0,False
train,E0,af92fc3f155b3a5c80bebe759c4256d70c6c0e5ef4c4c7e8d60b23e8fd85550b,62,False,8,False,82,False,167,0,False,0,False
train,E0,5eba683b62ed84c2f8da51bf4f6f1e0162219ff84d7a51be6fc84457d1ddeae7,62,False,7,False,82,False,166,0,False,0,False
