sample_id,question_key,question_group_id,metric,language,subject,gold_label,answer_chars,answer_words,failure_mode_auto,hidden_failure_candidate_type,recommended_training_use,confidence_weight,d2_prediction_count,d2_model_high_count,d2_evidence_risk_count,d2_model_high_adapters,d2_evidence_risk_adapters,prompt_hash
bd384e01426757c4dd86e755a75d5ef86fe6e59f,5190426b37344a5dd70adf4894aacc1fb868cdff,5190426b37344a5dd70adf4894aacc1fb868cdff,Reasoning Process Rigor,en,Basic Medicine,1,565,85,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,fe8f725fb528d380dd26603326429f7f3ca8ae9d
f0c923e09065792432b0f588a7eb74ea86409797,33f24cdef61905293c51bb59ca561c1f2cef3965,33f24cdef61905293c51bb59ca561c1f2cef3965,"Motivation, Guidance & Positive Feedback",zh,History,2,552,23,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,60b09b58b9ddbc6ad7161ba0b5817270e9741585
ccdab1ce8e955bdbf2224a22c0f14a10db6718ab,ffed2f3bb93a32c1cf81521951774f896b3283f4,ffed2f3bb93a32c1cf81521951774f896b3283f4,Scenario Element Integration,en,Biology,2,498,74,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,6e24d505cb81d18c6b101f232685119f1c6d4fd8
02169e6cc6f86f682c0b04047827e32859533603,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Scenario Element Integration,en,Mathematics,2,483,93,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,2afb40d42549da96477bf02dd3a2bebd0691ebf9
9b98fbe73d713149b38df9e497e2ad0a0a022c91,f6cf3e1b280ca78c17a557b97001a3fea411a738,f6cf3e1b280ca78c17a557b97001a3fea411a738,Higher-Order Thinking & Skill Development,en,Aquaculture,2,424,56,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,e2bf225f73a506b78a8fc27bbf3c425898923a5d
ba114a1a8452ac012af5a1940b242d85f38538d3,578358b94591dcdb7b73304c5498c56a12d9c95d,578358b94591dcdb7b73304c5498c56a12d9c95d,"Motivation, Guidance & Positive Feedback",en,Law,2,421,60,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,644b332a7769016801069d5956f5de769a407dc1
90ed1a72c758f575b39f863d5ac03313ac9b197e,04c137c5aec1fd5e3fc9bc4897bc62409a8e32e7,04c137c5aec1fd5e3fc9bc4897bc62409a8e32e7,Error Identification & Correction Precision,zh,Computer Science,1,418,21,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,d99ba1760035dfd9575ceb43cad009829e66c02d
1c013ab584f1c5a49f0e03d8517d29eb909322be,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Error Identification & Correction Precision,zh,Basic Medicine,1,393,12,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,28bd3012c658b1c93d08b13333f3a9b7c607c429
17e0ba51820c815389e5f672d6bed2ca748a8775,80b4f169dced8f900b4d6467567222045b1c13a3,80b4f169dced8f900b4d6467567222045b1c13a3,Error Identification & Correction Precision,zh,Mathematics,2,330,21,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,4fd03b604a3d4ad1f092ab6cf7a6b551c244f419
89f8c6ed8c1b947a44510dcc18b38a1d97571453,3b26f4f8f9f7314ee644e63efa2173afbb702c33,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Basic Factual Accuracy,zh,Law,2,271,8,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,b3cf8a61f5afe62e45cd429a918b1d34639c4fdc
bdfb1901aed7bfddbd4bcd0898854e7ecfd4513c,3b26f4f8f9f7314ee644e63efa2173afbb702c33,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Reasoning Process Rigor,zh,Law,2,271,8,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,4e1d1dc5a8986d81f79a135001b7eb05f5cb76df
f33e86ba6eaa5281c801dea1ed174135a7d4c0da,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Basic Factual Accuracy,zh,Basic Medicine,2,267,11,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,e045f95d73390b93a23539a9a4c7b18f8d03533c
b5f54f2d11493dd41a74e9e2274d26451a958dcc,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Content Relevance & Scope Control,zh,Basic Medicine,1,265,19,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,228b640b1ea4f388aa703c492c91256f042aab08
e2c88c65f2542bab93dbf50c022a42b356f788d2,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Reasoning Process Rigor,zh,Basic Medicine,1,265,19,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,bdfc813dc99a70edb52d4e91932c56527b6bcd35
4f22bf04948dfebf09ef963ef74d98df56ffdb57,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Error Identification & Correction Precision,zh,Basic Medicine,1,265,19,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,fe48d3e4e17cd8c631999fcb05c41b322b9c3110
378f7b2160c791b11e16c3dd68d76ed1363a3ff6,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,"Motivation, Guidance & Positive Feedback",zh,Basic Medicine,2,265,19,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,792e3b4e208f720342edc2d09221db5add4d5cf7
63ab64773fb76fbe6cba302eed79041a8316bb7c,33f24cdef61905293c51bb59ca561c1f2cef3965,33f24cdef61905293c51bb59ca561c1f2cef3965,"Motivation, Guidance & Positive Feedback",zh,History,2,260,10,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,f3e040f2c36d527a4d9b05f7463c74d9a6a92b6a
4c1781a47196920cfbd9a98a60533436add7af41,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,Reasoning Process Rigor,en,Computer Science,1,250,43,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,93015a2008c66638a638a264e0ce2e33ed077789
1d5f77fabc222d72e4fb87f25eb3e5c41e786cf4,85398269c1c07a9498c3eae4b08315e4db78a74e,85398269c1c07a9498c3eae4b08315e4db78a74e,Error Identification & Correction Precision,zh,General Pedagogy,1,238,10,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,f7dc7ac4e6652c71de6f997b2cdab528eab35b59
630a88341b60ad40afcd43bf6bf3967c515b8803,33f24cdef61905293c51bb59ca561c1f2cef3965,33f24cdef61905293c51bb59ca561c1f2cef3965,"Motivation, Guidance & Positive Feedback",zh,History,2,235,13,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,3a5de2835a8c511aaf8075c81d20fcc1dfa85974
c0d4f41ccf2066449887e86887cb7b8903269b2a,80b4f169dced8f900b4d6467567222045b1c13a3,80b4f169dced8f900b4d6467567222045b1c13a3,Content Relevance & Scope Control,zh,Mathematics,2,226,19,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,e4831fb14fe0ffccd8dc2f98ee44992f3639b0c0
1bd5e1ce094da34aea6531591c2674bd221634b6,80b4f169dced8f900b4d6467567222045b1c13a3,80b4f169dced8f900b4d6467567222045b1c13a3,Reasoning Process Rigor,zh,Mathematics,2,226,19,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,49fbb3b254fbc4a7d1db830cfd776f1971d29895
0c74a66a6f9ecee5580723b73f7741a8f05e1352,80b4f169dced8f900b4d6467567222045b1c13a3,80b4f169dced8f900b4d6467567222045b1c13a3,Error Identification & Correction Precision,zh,Mathematics,1,226,19,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,2f8617e012e1559a551469068cd53b609c890395
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,Reasoning Process Rigor,en,Computer Science,1,181,34,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,e1ae350ddb6407d039f8a83a933fde7df678053e
a2963f0bafecf877ce9d9f85ccd07d324522a500,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,Reasoning Process Rigor,en,Computer Science,1,140,25,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,5b44e682517409e9860f3e90f5f62bb29836301b
a5b40ba0a800e6ec0da88e7d0591d092caa41ae1,fdcc493923c6536e26519ec07f9693ca405da624,fdcc493923c6536e26519ec07f9693ca405da624,"Motivation, Guidance & Positive Feedback",zh,English,2,120,18,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,ee484846ac54582b64d13b332e056989d06e449d
76909e50052e68bb729ed62933a86559f6a7c036,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,Reasoning Process Rigor,en,Applied Economics,1,107,16,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,3342ba44c247a2b45f4bedd79b8a6ddf8e0d7ddd
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,Reasoning Process Rigor,en,Applied Economics,1,107,16,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,8086d61491a70de01a0779ca4b1220d7838ad7ab
8b2201addbda2de262f29b819d9d4a430827f8c8,379759b00c0ded53ca5135bf363df1ca0f8ae778,379759b00c0ded53ca5135bf363df1ca0f8ae778,Reasoning Process Rigor,zh,Physical Education,1,100,11,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,f6684ca72a06854879f1eaa2c2a6bf9beee800c4
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,Reasoning Process Rigor,en,Applied Economics,1,95,14,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,549f1e77eb458e9087363ce4d56e97c5b5ae9e81
4042b14600691c9b29b70d916e9db910c058d891,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,Reasoning Process Rigor,en,Applied Economics,1,95,14,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,b8f274fad6814f82efe60a9f0c6ea22a24eca169
6a65ddfebb3698d3eb20f814a761580fa2f8be48,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Content Relevance & Scope Control,en,Mathematics,2,59,10,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,02f344e55fcc6d14295737a97dc7915c5cf0626f
44a426bf4f453df7ea5b7ac85d6f0e801f9ba296,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Reasoning Process Rigor,en,Mathematics,1,59,10,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,9a631935eb58b5db9635a7c0f76482e2f84bfe09
6358300a1312a268220578a420e801d4c75e9525,50a125b94d56b250cab34175d4465b85ca2df963,50a125b94d56b250cab34175d4465b85ca2df963,Reasoning Process Rigor,en,Psychology,1,55,8,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,994c2bdaf1356496ec298b8c15ae785621bc725d
d7038665e81daff68cadf97e16d4c3e3c3fe543d,50a125b94d56b250cab34175d4465b85ca2df963,50a125b94d56b250cab34175d4465b85ca2df963,Reasoning Process Rigor,en,Psychology,1,53,8,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,583745808538328880e7762cd667014e75ad54f6
74489511928922f9b0aa06c74a3c42dabf84217e,50a125b94d56b250cab34175d4465b85ca2df963,50a125b94d56b250cab34175d4465b85ca2df963,Reasoning Process Rigor,en,Psychology,1,53,8,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,19702334254ef18c650e9b3b0b0e9e8f45a9df11
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,50a125b94d56b250cab34175d4465b85ca2df963,50a125b94d56b250cab34175d4465b85ca2df963,Reasoning Process Rigor,en,Psychology,1,53,8,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,ffacb6899fdeb97f295a4b0c99a0530413525295
0578273c54e1a724084529ebbc385f1bdd1076ea,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Basic Factual Accuracy,en,Mathematics,1,47,8,surface_fluent_but_hidden_defect,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,fb48b7ec514f568684a478b4f132cff13f8bac3c
0a86fc4b2478f8c922c1ab7ce85590f94b9d2136,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Reasoning Process Rigor,en,Mathematics,1,47,8,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,86102696262c1cd9218d92ef6e456fdd7138510f
9473740ab3e011ac08772a84e106e72f4d38f137,1fbaba4fd0689522a2df03a5be806cfca5328f00,1fbaba4fd0689522a2df03a5be806cfca5328f00,Reasoning Process Rigor,en,Crop Science,1,43,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,7b842d48f5acc9653b03953df03f0a36c4ea0bca
9695560e94c04bb151b514cc850a85eb10394a00,3f583749c39a53d68120dd4302b4c6888f5dd6d7,3f583749c39a53d68120dd4302b4c6888f5dd6d7,Reasoning Process Rigor,zh,Physics,1,43,7,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,0a0df6adb39ecd85adfe74baec0918ab82cf7bdb
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,1fbaba4fd0689522a2df03a5be806cfca5328f00,1fbaba4fd0689522a2df03a5be806cfca5328f00,Reasoning Process Rigor,en,Crop Science,1,41,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,b9487873d2376373ad993fde269a40c5bd7c5a9c
674bc19324921890f8c1245b4760b0909fc05534,1fbaba4fd0689522a2df03a5be806cfca5328f00,1fbaba4fd0689522a2df03a5be806cfca5328f00,Reasoning Process Rigor,en,Crop Science,1,41,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,1264a7db2f835bcfaa4d25d09f33c068b22f0552
eca00ddc55d718efe2435adde78462ed09661b7c,93a5ca2decc82169ec51fce4735b568ddb829c8a,93a5ca2decc82169ec51fce4735b568ddb829c8a,Reasoning Process Rigor,zh,History,1,41,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,8908425556f1a53089ef39c6600e1cdfc1ad9348
4d02a34fe7fc1a2f65e5defcbeec26283b13ada9,93a5ca2decc82169ec51fce4735b568ddb829c8a,93a5ca2decc82169ec51fce4735b568ddb829c8a,Reasoning Process Rigor,zh,History,1,41,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,7a7e2d53a6af1eaa55e6a922a6a30bc49b288108
61ce1005760ba6b25779f26dec03b15d4d61f5ec,93a5ca2decc82169ec51fce4735b568ddb829c8a,93a5ca2decc82169ec51fce4735b568ddb829c8a,Reasoning Process Rigor,zh,History,1,41,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,a01cb5ef4d18db3353b9e5f67022c3cf99fee97f
cc218e690fef26eec817bb03c4ad9a759d05825e,93a5ca2decc82169ec51fce4735b568ddb829c8a,93a5ca2decc82169ec51fce4735b568ddb829c8a,Reasoning Process Rigor,zh,History,1,41,7,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0,0,0,,,288db7584f3117555643fa63dbc2767b16772806
