template_name,ablation_id,status,split,label_5,n,accuracy,MAE,signed_bias,mean_pred_label,mean_pred_expected,overestimation_rate,underestimation_rate
A3_question_answer_metric_rubric,A3,completed,test,4,720,0.7513888888888889,0.3810185185185184,-0.03009259259259241,4.072222222222222,4.003564043227378,0.1625,0.08611111111111111
A3_question_answer_metric_rubric,A3,completed,test,5,1201,0.7860116569525396,0.28531779072994723,-0.08326394671107425,4.766028309741881,4.647216046719718,0.0,0.21398834304746045
A4_question_answer_metric_rubric_metadata,A4,completed,dev,1,6,0.5,1.277777777777778,1.277777777777778,2.3333333333333335,2.357047940856622,0.5,0.0
A4_question_answer_metric_rubric_metadata,A4,completed,dev,2,14,0.14285714285714285,1.5238095238095237,1.476190476190476,3.5714285714285716,3.664480414852733,0.8571428571428571,0.0
A4_question_answer_metric_rubric_metadata,A4,completed,dev,3,62,0.2903225806451613,0.8225806451612904,0.6827956989247309,3.8548387096774195,3.7894064579062277,0.7096774193548387,0.0
A4_question_answer_metric_rubric_metadata,A4,completed,dev,4,237,0.7130801687763713,0.420534458509142,0.026722925457102854,4.147679324894515,4.107208212386424,0.21940928270042195,0.06751054852320675
A4_question_answer_metric_rubric_metadata,A4,completed,dev,5,345,0.8434782608695652,0.24444444444444438,-0.024154589371980808,4.828985507246377,4.764710224507606,0.0,0.1565217391304348
A4_question_answer_metric_rubric_metadata,A4,completed,test,1,56,0.3392857142857143,2.1785714285714284,2.1785714285714284,3.1785714285714284,3.0279941085682367,0.6607142857142857,0.0
A4_question_answer_metric_rubric_metadata,A4,completed,test,2,47,0.3829787234042553,0.929078014184397,0.8439716312056735,2.9574468085106385,3.020095407326385,0.5957446808510638,0.02127659574468085
A4_question_answer_metric_rubric_metadata,A4,completed,test,3,194,0.4020618556701031,0.7422680412371134,0.5498281786941579,3.6752577319587627,3.6691841309004407,0.5721649484536082,0.02577319587628866
A4_question_answer_metric_rubric_metadata,A4,completed,test,4,720,0.7041666666666667,0.4,0.05740740740740759,4.159722222222222,4.12352183128516,0.22916666666666666,0.06666666666666667
A4_question_answer_metric_rubric_metadata,A4,completed,test,5,1201,0.8509575353871773,0.2467388287538162,-0.017485428809325698,4.83180682764363,4.77602279549513,0.0,0.14904246461282264
