template_name,ablation_id,status,split,metric_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias
A2_question_answer_metric,A2,reused_exp02,dev,Role & Tone Consistency,26,0.8846153846153846,0.8846153846153846,0.2692307692307691,0.20422914847698,0.3396831102433786,-0.012820512820512827,0.015001721936595196,0.36112852664576806,0.867856281649385,0.7936507936507937,0.7214792577695044,0.8024248705877525,1.0,nan,nan,0.8333333333333334,0,nan,nan,nan,nan,nan,nan,12,0.0,0.05555555555555536
A2_question_answer_metric,A2,reused_exp02,dev,Scenario Element Integration,63,0.7142857142857143,0.7142857142857143,0.3756613756613757,0.35519166490104437,0.6186404847588912,0.1534391534391534,0.06712839069849323,0.35452231206948187,0.6793367941166681,0.4878048780487805,0.5856418574049933,0.6597563808984581,0.9682539682539683,nan,0.0,0.8076923076923077,2,0.0,2.5,2.5,1.0,1.0,4.5,26,0.0,-0.038461538461538596
A2_question_answer_metric,A2,reused_exp02,test,Basic Factual Accuracy,255,0.8705882352941177,0.8705882352941177,0.2562091503267973,0.23872440052907748,0.5708992257184502,0.16732026143790846,0.10893883274516657,0.27444687575978605,0.8531914589322235,0.136027105031999,0.20768261566093468,0.2178549748247541,0.9686274509803922,0.0,nan,0.9506726457399103,2,0.0,4.0,4.0,1.0,1.0,5.0,223,0.0,0.05530642750373683
A2_question_answer_metric,A2,reused_exp02,test,"Clarity, Simplicity & Inspiration",198,0.7171717171717171,0.7171717171717171,0.3686868686868686,0.3182296357333238,0.534447489438815,0.005050505050505068,-0.043885189293554595,0.45466342363951184,0.698087796800243,0.47979290626690363,0.45777665734504347,0.5089888642098358,0.9797979797979798,nan,0.5,0.6493506493506493,2,0.5,1.0,1.0,0.5,0.5,3.0,77,0.0,-0.17316017316017332
A2_question_answer_metric,A2,reused_exp02,test,Content Relevance & Scope Control,272,0.8235294117647058,0.8235294117647058,0.3026960784313725,0.28637600865609264,0.5619323570112413,0.13848039215686267,0.05672868798966686,0.29163882984107703,0.8109393886616294,0.2648230340275407,0.3691534351396176,0.3939062575887271,0.9669117647058824,nan,0.0,0.9004524886877828,4,0.0,2.9166666666666665,2.9166666666666665,1.0,1.0,5.0,221,0.0,0.030165912518853588
A2_question_answer_metric,A2,reused_exp02,test,Domain Knowledge Accuracy,157,0.7643312101910829,0.7643312101910829,0.3333333333333333,0.28126614542634437,0.4721545682355858,0.06581740976645435,-0.0012074273813171194,0.3549455337690632,0.7527718801604152,0.5548889035405815,0.5528518279771456,0.6125802775293031,0.9872611464968153,nan,nan,0.8117647058823529,0,nan,nan,nan,nan,nan,nan,85,0.0,-0.011764705882353097
A2_question_answer_metric,A2,reused_exp02,test,Error Identification & Correction Precision,39,0.8717948717948718,0.8717948717948718,0.188034188034188,0.23118094300497058,0.3459163477751805,0.034188034188034205,-0.09828726082307969,0.5356037151702786,0.8828292450583473,0.9159120310478654,0.7645566949556015,0.8259815866478624,1.0,nan,1.0,1.0,3,1.0,0.0,0.0,0.0,0.0,2.0,24,0.0,0.08333333333333326
A2_question_answer_metric,A2,reused_exp02,test,Higher-Order Thinking & Skill Development,205,0.6341463414634146,0.6341463414634146,0.4796747967479675,0.42655917223663836,0.6629980359427595,0.0829268292682927,0.01992745030392389,0.404833851594415,0.6079719707751312,0.5655335771276597,0.5231069226164135,0.5951609926618567,0.9560975609756097,nan,0.07142857142857142,0.5869565217391305,14,0.07142857142857142,0.9523809523809523,0.9047619047619045,0.14285714285714285,0.14285714285714285,3.0714285714285716,46,0.08695652173913043,-0.34057971014492777
A2_question_answer_metric,A2,reused_exp02,test,Instruction Following & Task Completion,376,0.7393617021276596,0.7393617021276596,0.37588652482269497,0.3613759978059982,0.5392403377381663,-0.02482269503546103,-0.13767503747396945,0.47784074279658884,0.7394798979814237,0.5325801575304321,0.48837142527838995,0.5410869033166308,0.976063829787234,nan,1.0,0.743801652892562,2,1.0,0.3333333333333335,-0.3333333333333335,0.0,0.0,2.0,242,0.01652892561983471,-0.09641873278236927
A2_question_answer_metric,A2,reused_exp02,test,"Motivation, Guidance & Positive Feedback",85,0.6352941176470588,0.6352941176470588,0.4156862745098038,0.38067019711267197,0.5214359259166953,0.06274509803921567,0.02370362218663619,0.5338753387533876,0.6245895106009884,0.7492625368731562,0.6980464032404924,0.7832366094512032,0.9882352941176471,0.5,0.0,0.6956521739130435,7,0.14285714285714285,0.8095238095238094,0.8095238095238094,0.14285714285714285,0.14285714285714285,2.7142857142857144,23,0.0,-0.10144927536231903
A2_question_answer_metric,A2,reused_exp02,test,"Personalization, Adaptation & Learning Support",125,0.68,0.68,0.4186666666666666,0.3792758490666686,0.6117370531709047,0.13066666666666663,0.06800966078906515,0.3215902140672783,0.6354788990825689,0.5599436727901171,0.5696809608175165,0.6539648733073408,0.96,nan,0.0,0.7666666666666667,2,0.0,0.8333333333333333,0.8333333333333333,0.0,0.0,3.0,60,0.03333333333333333,-0.1166666666666668
A2_question_answer_metric,A2,reused_exp02,test,Reasoning Process Rigor,178,0.4887640449438202,0.4887640449438202,1.1367041198501873,1.0504440335938756,1.755142257644459,0.8408239700374531,0.6629858442548071,0.31742195002262175,0.4587686249918638,0.2959922605244064,0.35159647208955186,0.39586296351422784,0.7303370786516854,0.17307692307692307,0.0,0.6857142857142857,56,0.16071428571428573,2.642857142857143,2.642857142857143,0.6964285714285714,0.7857142857142857,3.7142857142857144,70,0.0,-0.17142857142857157
A2_question_answer_metric,A2,reused_exp02,test,Role & Tone Consistency,95,0.9263157894736842,0.9263157894736842,0.2526315789473682,0.22269023888047249,0.34199278402838457,-0.03508771929824556,-0.027258474440611875,0.3704360679970436,0.9209942817131521,0.8436397836821068,0.6998706551759293,0.7740157134063219,1.0,nan,nan,0.8823529411764706,0,nan,nan,nan,nan,nan,nan,34,0.0,0.068627450980392
A2_question_answer_metric,A2,reused_exp02,test,Scenario Element Integration,233,0.6652360515021459,0.6652360515021459,0.45493562231759654,0.3904788128612069,0.6850122436590488,0.18884120171673816,0.08360785459481186,0.4083491103951461,0.620696530490939,0.5372546423488134,0.5013620782881897,0.5690555168599356,0.9613733905579399,nan,0.45454545454545453,0.7291666666666666,11,0.45454545454545453,1.3333333333333333,1.3333333333333333,0.5454545454545454,0.5454545454545454,3.3636363636363638,96,0.0,-0.07986111111111129
