dataset_variant,dataset_name,sample_id,question_key,risk_type,gold_label,rejected_score,chosen_score,chosen_schema,chosen_reason_present,chosen_reason_preview,chosen_reason_hash,reason_match_status,reason_label_consistent,reason_scores,reason_source_files,reason_eval_ids,rejected_payload,rejected_source,rejected_source_count,rejected_origin,message_hash,chosen_hash,rejected_hash
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,174cb745b1e9218726a6d0e749f43d68cf936226,f7f8e6254e81a50cd0db26f7a0b465bd860ee691,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":2}",deepseek-r1,1,real_model_score_output,53a3731f64bc7f698b9bd562f6aec48ec8f47832,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,19c0fa03c864642d8bc83f2794cc14fb1adbf199,7d31b9d0eef59066afff9ba848a799e2668bbed2,high_to_low_real_model_error,5,2,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2,"{""score"":2}",qwq-plus,1,real_model_score_output,88196865a80c06477ed765bcaaa47231d1842b90,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,19cde12137f089d93000c830e674b7341c697dd6,4313f036000c452831d9baa30d1ba9a9a6cc0647,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2,"{""score"":2}",deepseek-r1,1,real_model_score_output,93a54c3ec9ab4147cbbe6d26278a65aa553c7cb0,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,1a0f4a9acff8c5f12ef858d9422598660d9d0300,d54a888f57ecd3934df1e807afdeaf64b71d457c,high_to_low_real_model_error,5,2,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":2}",qwen3_4b_r0a_direct,1,real_model_score_output,84edca70a80965ccab137d049243c38af0df4e89,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,1b0ddc727cc651454f7823b107d6bc27e25fd4f6,5190426b37344a5dd70adf4894aacc1fb868cdff,high_to_low_real_model_error,4,1,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2,"{""score"":1}",deepseek-r1,1,real_model_score_output,26bd29733581bce0cbce3c0f54678635be50d858,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,1b0ddc727cc651454f7823b107d6bc27e25fd4f6,5190426b37344a5dd70adf4894aacc1fb868cdff,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2,"{""score"":2}",qwq-plus,1,real_model_score_output,26bd29733581bce0cbce3c0f54678635be50d858,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,1ed8673a0b565be508367b6627587dd6371b268a,474e1de7818e5730139801b4f471b28d6fa78a15,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2,"{""score"":1}",deepseek-r1|qwq-plus,2,real_model_score_output,f916c9b890e88b4bd64b7ce4b39c0a8b76193dd1,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,1fd8d3bcef7ca23ea5480b50e4006781e9b3fb49,4313f036000c452831d9baa30d1ba9a9a6cc0647,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2,"{""score"":2}",deepseek-r1|qwq-plus,2,real_model_score_output,a01441246180cd67adf46c6ee433c935ba943330,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,214b3a2d32c5f868ccd66c3cca5df3d4eac8cf62,f6cf3e1b280ca78c17a557b97001a3fea411a738,high_to_low_real_model_error,5,2,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_2|5_human_3,"{""score"":2}",deepseek-r1,1,real_model_score_output,ca80abdb0916ae3ab9a3a099fcf6476181cedc3c,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,23c4c8e8e32e557e51ae3626b4998260c58eb792,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,high_to_low_real_model_error,4,1,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",deepseek-v3,1,real_model_score_output,9cbad029e07b783da02e742e88433d007c44963a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,23c4c8e8e32e557e51ae3626b4998260c58eb792,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":2}",qwq-plus,1,real_model_score_output,9cbad029e07b783da02e742e88433d007c44963a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,29ee581d6e80e5033bbb48250f2309d9387993e6,f1f947604e25a14868aeebe46ba3a2c375d74f99,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_3,"{""score"":2}",qwen3_4b_r0a_direct,1,real_model_score_output,7764b366754776983e05cbaad015092ba7927712,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,2ca3c43fefa9221f480df51e78bdc80092c3a450,f7f8e6254e81a50cd0db26f7a0b465bd860ee691,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_3,"{""score"":2}",deepseek-r1,1,real_model_score_output,de3cef05f5004e5f22efbf88113acd21155d7ff3,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,2cb28347321982b3e1cad5a3c54121dc72207d25,ba35192a049e868eedae5ba310638e7e75c9f363,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_2|5_human_3,"{""score"":1}",qwen3_4b_r0a_direct,1,real_model_score_output,ad2524d3edba48bb881df285c7e6f746120d8965,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,31ae2022365cc163f8e522adfe4168104d72a2bb,0a3152b6a40fc98b07a15855ba40ec0882507e78,high_to_low_real_model_error,5,2,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_zh.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":2}",qwq-plus,1,real_model_score_output,9676605df2ec2b6cb9dee760ba506765a43c049d,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,38198e8112f6fbc14a8e497a27d171d03f8cedda,3355c2772a62c5b8736da4f74d3aa9f79fde0f3d,high_to_low_real_model_error,4,1,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_2|5_human_3,"{""score"":1}",qwq-plus,1,real_model_score_output,3da08a04181bf08f230f480714528a6b6094f23b,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,397c1f82c916551530d4c3121042f6d3b9b1b40b,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_3,"{""score"":2}",EduBenchEvaluator,1,real_model_score_output,aa5b8789979f965ad6ffeebba01fecd3c75126b1,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,3b6991dc327d9d66650705f58a73a13b3704db0b,474e1de7818e5730139801b4f471b28d6fa78a15,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",deepseek-r1|qwq-plus,2,real_model_score_output,adc17d4b215af5e048366ea9bf0c83c6563b8aa1,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,3ba4af0cd6da089654cdea6d00de3244b80fc906,578358b94591dcdb7b73304c5498c56a12d9c95d,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",qwen3_4b_r0a_direct,1,real_model_score_output,cee937beda87c2ee0d11b3be2c39a1fbc9f1000f,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,41eb55e5d3584329f599a5075f3f50da9ab7ad85,85398269c1c07a9498c3eae4b08315e4db78a74e,high_to_low_real_model_error,4,1,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_3,"{""score"":1}",deepseek-v3,1,real_model_score_output,e3efc1c778c59e99a416bc095e0216482516814c,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,41f3cae79f5df41d44971543e9bb4a9c8231a2cf,474e1de7818e5730139801b4f471b28d6fa78a15,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",deepseek-r1,1,real_model_score_output,0e74c4583d7d57f021f59ab26c0b4b09b8d9ef09,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,44b9c99de9a3488aa88d06fbd0f711448b4b5fa0,fe8355c92fdedf86b46847c533ca17f018bc7679,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",qwen3_4b_r0a_direct|deepseek-v3,2,real_model_score_output,c7430d01a587ac8a2fbb38f025b670bda50d5203,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,46133cfb383c1c10e94bab324dabdce1277ab939,80b4f169dced8f900b4d6467567222045b1c13a3,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_3,"{""score"":2}",deepseek-r1,1,real_model_score_output,7a8a3400adbb1b5e9bdbc9d5a3fa9123f23359e3,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,481a6029a5a087a62f6996ee074229fc2cd1c2f8,ba35192a049e868eedae5ba310638e7e75c9f363,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_2|5_human_3,"{""score"":1}",qwen3_4b_r0a_direct,1,real_model_score_output,0bf25d100adf57ceea9119dd3b0af1efc7770d4a,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,4e8de28f80d08aa71efda1f2d7dee79f9199c882,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,high_to_low_real_model_error,4,1,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_3,"{""score"":1}",qwq-plus,1,real_model_score_output,5cec211400920eed4d00aeb272a5cd3a6fec0a8a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,4e8de28f80d08aa71efda1f2d7dee79f9199c882,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_3,"{""score"":2}",qwen3_4b_r0a_direct,1,real_model_score_output,5cec211400920eed4d00aeb272a5cd3a6fec0a8a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,55f68c90c204ef3f946d7a9d2963e864066944aa,9170c4d4b31f4dd5c699c2524cc746bd54865e83,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":2}",deepseek-r1|qwq-plus,2,real_model_score_output,9ede36d0ec41c05b15d2aa72ea113cc21ede7fe2,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,56bd6e5bb8704830973ca0668c8554ae573dfe76,93a5ca2decc82169ec51fce4735b568ddb829c8a,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":2}",qwq-plus,1,real_model_score_output,c6d85ac72592050b76b0c8cd5dffe3a23165bdf7,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,589ddecd1a7d9d05a372f79c497ea6e8f98569e5,3b26f4f8f9f7314ee644e63efa2173afbb702c33,high_to_low_real_model_error,4,2,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_zh.jsonl,5_human_1|5_human_3,"{""score"":2}",deepseek-r1,1,real_model_score_output,3e0cc9727c7dc8d461bdebf04d345f36c562373c,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,5b23f679e3ea42683832b81b2180d147fc0b26e7,fe8355c92fdedf86b46847c533ca17f018bc7679,high_to_low_real_model_error,5,1,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",deepseek-v3,1,real_model_score_output,977e2efae1b824a04e84287d8578170b7de3d097,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,5d84213a7e1cc8dd66c66f6dcd30b7a201587fe8,93a5ca2decc82169ec51fce4735b568ddb829c8a,high_to_low_real_model_error,5,2,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_reason_recovered,True,5,5_human_1.jsonl|5_human_2.jsonl|5_human_3.jsonl,5_human_1.jsonl|5_human_2.jsonl|5_human_3.jsonl,"{""score"":2}",qwq-plus,1,real_model_score_output,58c86d250890f89f266c4f46eceb9dc6422b464a,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,5eb55712d784e18e42eecc08957534b2cba300d8,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,high_to_low_real_model_error,5,2,5,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,5,5_merge_human_metric_zh.jsonl,5_human_2|5_human_3,"{""score"":2}",qwen3_4b_r0a_direct,1,real_model_score_output,3f6f17f0b55afedd071063155570224b014daf0b,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r7a_score_only_reason_covered,edubench_r7a_score_only_reason_covered_real_dpo_train,5f27d9555a40c573edac21732500294d2d1fd559,9170c4d4b31f4dd5c699c2524cc746bd54865e83,high_to_low_real_model_error,4,1,4,score_only,False,,da39a3ee5e6b4b0d3255bfef95601890afd80709,label_consistent_metric_model_reason_recovered,True,4,5_merge_human_metric_en.jsonl,5_human_1|5_human_2|5_human_3,"{""score"":1}",deepseek-v3,1,real_model_score_output,ec32590aa75e5c3f1f093599badf99567aeff346,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
