sample_id,question_key,question_group_id,metric,language,subject,gold_label,human_1,human_2,human_3,human_agreement_pattern,question,answer,rubric,metadata,recovered_reason_summary,rationale_match_status,rationale_score_phrase,rationale_score_phrase_consistency,score_phrase_conflict_flag,hidden_failure_candidate_type,failure_mode_auto,confidence_weight,recommended_training_use
3b5a8c4295de94d52db9f719bd2bf0ff725b74bc,f6cf3e1b280ca78c17a557b97001a3fea411a738,f6cf3e1b280ca78c17a557b97001a3fea411a738,Higher-Order Thinking & Skill Development,en,Aquaculture,2,2.0,2.0,3.0,2.0/2.0/3.0,"Subject:Aquaculture
Education Level:Undergraduate
Knowledge Point:Aquaculture involves the farming of aquatic organisms, including fish, mollusks, crustaceans, and aquatic plants. It encompasses breeding, rearing, and harvesting in controlled environments.
Question Type:Single Choice
.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","```json
{
  ""Question"": ""Which of the following best describes the primary focus of aquaculture?"",
  ""Provided Reasoning"": ""Aquaculture is the practice of farming aquatic organisms such as fish, mollusks, crustaceans, and aquatic plants in controlled environments. This includes activities like breeding, rearing, and harvesting. The question is designed to test the undergraduate student's understanding of the fundamental concept of aquaculture.""
}
```","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes guiding questions or moderately challenging tasks that positively support the development of higher-order thinking (e.g., analysis, evaluation, application)."", ""3: Some attempt to encourage higher-order thinking (e.g., simple reflective questions), but limited in depth and scope; mainly focused on rote understanding or basic application."", ""2: Interaction/content mostly revolves around memory and comprehension; rarely addresses higher-order thinking tasks."", ""1: Completely ignores higher-order skill development; encourages rote memorization and repetition; may inhibit thinking flexibility.""]","Scenario: Question Generation
Subject: Aquaculture
Education Level: Undergraduate
Language: en
Metric Group: Pedagogical Application",,question_answer_unmatched,,no_score_phrase,0,unclear,unclear,0.2000,review_only
365e8b4c9ee703d23dee95e59be31577a15cacc8,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,Higher-Order Thinking & Skill Development,en,Physical Education,2,2.0,2.0,2.0,2.0/2.0/2.0,"Subject:Physical Education
Education Level:Undergraduate
Knowledge Point:The FITT principle is a foundational concept in physical education that stands for Frequency, Intensity, Time, and Type. It is used to structure exercise programs to improve fitness levels effectively.
Question Type:Short Answer
.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","```json
{
  ""Question"": ""Explain the FITT principle and how each component (Frequency, Intensity, Time, and Type) contributes to designing an effective exercise program."",
  ""Provided Reasoning"": ""This question is appropriate for an undergraduate level in Physical Education as it requires a foundational understanding of the FITT principle, which is essential for structuring exercise programs. The question prompts students to explain each component and its role in improving fitness levels, aligning with the knowledge point and the short answer format.""
}
```","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes guiding questions or moderately challenging tasks that positively support the development of higher-order thinking (e.g., analysis, evaluation, application)."", ""3: Some attempt to encourage higher-order thinking (e.g., simple reflective questions), but limited in depth and scope; mainly focused on rote understanding or basic application."", ""2: Interaction/content mostly revolves around memory and comprehension; rarely addresses higher-order thinking tasks."", ""1: Completely ignores higher-order skill development; encourages rote memorization and repetition; may inhibit thinking flexibility.""]","Scenario: Question Generation
Subject: Physical Education
Education Level: Undergraduate
Language: en
Metric Group: Pedagogical Application",问题仅要求解释作用，侧重知识理解与复述，未涉及方案设计或问题解决等高阶任务，对批判性思维的培养作用有限。 / 问题要求 “解释作用”，侧重知识理解与复述，未涉及方案设计或问题解决等高阶任务，对批判性思维的促进有限。 / 问题考查知识理解与基础应用能力（如要素与计划的关联），但仅要求 “解释作用”，未涉及场景化设计或问题解决等更高阶思维。,metric_rationale_recovered,,no_score_phrase,0,weak_evidence_positive,task_constraint_violation,0.8500,weak_evidence_positive
f51251a778d6f6601796be0ed017d6173d91d44b,7d31b9d0eef59066afff9ba848a799e2668bbed2,7d31b9d0eef59066afff9ba848a799e2668bbed2,Higher-Order Thinking & Skill Development,en,Basic Medicine,2,2.0,2.0,2.0,2.0/2.0/2.0,"Subject:Basic Medicine
Education Level:Master
Knowledge Point:The renin-angiotensin-aldosterone system (RAAS) plays a crucial role in regulating blood pressure and fluid balance in the body.
Question Type:Single Choice
.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","```json
{
  ""Question"": ""Which of the following best describes the primary function of the renin-angiotensin-aldosterone system (RAAS)?"",
  ""Options"": [
    ""A. Regulating blood glucose levels"",
    ""B. Controlling body temperature"",
    ""C. Maintaining blood pressure and fluid balance"",
    ""D. Managing immune responses""
  ],
  ""Correct Answer"": ""C. Maintaining blood pressure and fluid balance"",
  ""Provided Reasoning"": ""The renin-angiotensin-aldosterone system (RAAS) is a hormone system that plays a critical role in regulating blood pressure and fluid balance. It achieves this by controlling blood volume and systemic vascular resistance. When blood pressure drops, the kidneys release renin, which initiates a cascade of reactions leading to the production of angiotensin II. Angiotensin II causes blood vessels to constrict, increasing blood pressure, and stimulates the release of aldosterone, which promotes sodium and water retention in the kidneys, further increasing blood volume and pressure.""
}
```","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes guiding questions or moderately challenging tasks that positively support the development of higher-order thinking (e.g., analysis, evaluation, application)."", ""3: Some attempt to encourage higher-order thinking (e.g., simple reflective questions), but limited in depth and scope; mainly focused on rote understanding or basic application."", ""2: Interaction/content mostly revolves around memory and comprehension; rarely addresses higher-order thinking tasks."", ""1: Completely ignores higher-order skill development; encourages rote memorization and repetition; may inhibit thinking flexibility.""]","Scenario: Question Generation
Subject: Basic Medicine
Education Level: Master
Language: en
Metric Group: Pedagogical Application",题目通过设置干扰选项（如血糖、免疫相关内容）引导学生提升分析能力，但问题本身仍属于基础层面考查。 / 题目考查基础概念识别（记忆层面），未涉及分析 / 评估等高阶思维（如对比 RAAS 与其他系统的协同作用）。 / 题目为直接选择功能描述的基础题，侧重知识复述，未涉及病例分析、机制对比等高阶思维训练。,metric_rationale_recovered,,no_score_phrase,0,weak_evidence_positive,surface_fluent_but_hidden_defect,0.8500,weak_evidence_positive
92910121cc180752d916f726d12fa5537c40dd88,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Scenario Element Integration,en,Mathematics,2,2.0,2.0,3.0,2.0/2.0/3.0,"Question: What is the value of 5 + 3?

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json
{
  ""Reasoning Provided"": ""To solve the problem, we need to perform a basic addition operation. Addition is a fundamental arithmetic operation where we combine two or more numbers to find their total. In this case, we are adding the numbers 5 and 3. We start by taking the number 5 and then adding 3 to it. The result will be the sum of these two numbers.""
}
```","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, possibly overlooks minor details but does not affect overall results."", ""3: Some use of scenario information, but integration is shallow; personalization or contextual fit is average."", ""2: Only surface-level reference to scenario information; did not integrate core elements effectively; weak contextual connection."", ""1: Completely ignored scenario-specific information; output is generic, templated, and irrelevant to the scenario.""]","Scenario: Idea Provision
Subject: Mathematics
Education Level: Elementary School
Language: en
Metric Group: Scenario Adaptability",,question_answer_unmatched,,no_score_phrase,0,unclear,unclear,0.2000,review_only
b32ef4e0d4df64758a36c00f66d44107809101c3,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Higher-Order Thinking & Skill Development,en,Mathematics,2,2.0,2.0,3.0,2.0/2.0/3.0,"Question: What is the value of 5 + 3?

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json
{
  ""Reasoning Provided"": ""To solve the problem, we need to perform a basic addition operation. Addition is a fundamental arithmetic operation where we combine two or more numbers to find their total. In this case, we are adding the numbers 5 and 3. We start by taking the number 5 and then adding 3 to it. The result will be the sum of these two numbers.""
}
```","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes guiding questions or moderately challenging tasks that positively support the development of higher-order thinking (e.g., analysis, evaluation, application)."", ""3: Some attempt to encourage higher-order thinking (e.g., simple reflective questions), but limited in depth and scope; mainly focused on rote understanding or basic application."", ""2: Interaction/content mostly revolves around memory and comprehension; rarely addresses higher-order thinking tasks."", ""1: Completely ignores higher-order skill development; encourages rote memorization and repetition; may inhibit thinking flexibility.""]","Scenario: Idea Provision
Subject: Mathematics
Education Level: Elementary School
Language: en
Metric Group: Pedagogical Application",,question_answer_unmatched,,no_score_phrase,0,unclear,unclear,0.2000,review_only
02169e6cc6f86f682c0b04047827e32859533603,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Scenario Element Integration,en,Mathematics,2,2.0,2.0,2.0,2.0/2.0/2.0,"Question: What is the value of 5 + 3?

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{
  ""Reasoning Provided"": ""To find the value of 5 + 3, one would start with the number 5 and then add 3 to it. This operation is based on the principle of addition, which combines two quantities into a single quantity. In this case, you are combining a group of 5 items with another group of 3 items, resulting in a total count that represents the sum of these two numbers. The process involves counting up from 5 by 3 more units, or simply recalling the sum if it's a known fact.""
}","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, possibly overlooks minor details but does not affect overall results."", ""3: Some use of scenario information, but integration is shallow; personalization or contextual fit is average."", ""2: Only surface-level reference to scenario information; did not integrate core elements effectively; weak contextual connection."", ""1: Completely ignored scenario-specific information; output is generic, templated, and irrelevant to the scenario.""]","Scenario: Idea Provision
Subject: Mathematics
Education Level: Elementary School
Language: en
Metric Group: Scenario Adaptability",问题本身未提供个性化场景信息，答案采用通用教学表述（如“one would start with the number 5”），虽合理但未体现主动构建教学场景的努力。 / 通用推理没有结合学生水平，如用实物举例，缺乏个性化场景适配。 / 通用推理未结合学生水平（如面向小学生未用实物举例），个性化场景适配不足。,metric_rationale_recovered,,no_score_phrase,0,weak_evidence_positive,insufficient_evidence,0.8500,weak_evidence_positive
6cc46157fcf2aa5b87cd72293be48481a7e5dacc,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,Instruction Following & Task Completion,en,Theoretical Economics,2,2.0,2.0,3.0,2.0/2.0/3.0,"Question: Explain the concept of Nash Equilibrium in game theory and provide an example.
Student's Answer: Nash Equilibrium is a situation in a game where each player's strategy is optimal given the strategies of all other players. No player can benefit by changing their strategy while the other players keep theirs unchanged. An example would be the Prisoner's Dilemma, where both prisoners choose to betray each other although they would receive a better outcome if they both stayed silent.
Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the question and student's answer, in JSON format.","```json
{
  ""Score"": 4,
  ""ScoringDetails"": {
    ""ConceptUnderstanding"": 2,
    ""ExampleRelevance"": 2,
    ""ExplanationClarity"": 1,
    ""TotalPossiblePoints"": 5
  },
  ""PersonalizedFeedback"": {
    ""Positive"": ""You correctly identified the concept of Nash Equilibrium and provided a relevant example, the Prisoner's Dilemma. Your explanation that no player can benefit by changing their strategy while others keep theirs unchanged is accurate."",
    ""ImprovementAreas"": ""To improve your answer, consider elaborating more on what makes a strategy 'optimal' in the context of Nash Equilibrium. Additionally, you could provide a brief setup of the Prisoner's Dilemma to clarify how it exemplifies a Nash Equilibrium, making your explanation more comprehensive and easier to understand for someone unfamiliar with the topic.""
  }
}
```

This feedback structure provides a clear breakdown of the student's performance, highlighting both strengths and areas for improvement.","[""5: Fully understood and precisely executed all instructions; achieved core task with perfect accuracy; output format is fully compliant."", ""4: Accurately understood main instructions and correctly completed the task; core goals are well achieved; format is mostly correct with only minor omissions or deviations."", ""3: Understood the general intent but may miss some details; task largely completed but with some inaccuracies or omissions; formatting attempts present but with notable flaws."", ""2: Misunderstood part of the instruction; low task completion or major errors; formatting mostly incorrect."", ""1: Completely misunderstood or ignored instructions; task not completed or totally incorrect; formatting is chaotic or irrelevant.""]","Scenario: Automatic Grading
Subject: Theoretical Economics
Education Level: Undergraduate
Language: en
Metric Group: Scenario Adaptability",定义和举例部分已经完成，但评分项 “TotalPossiblePoints” 设置为5分不恰当，影响了任务的整体完成度。 / 虽完成定义与举例，但评分项 “TotalPossiblePoints” 设为 5 不合理，任务完成度低。,metric_rationale_recovered,5分,score_phrase_conflict,1,weak_evidence_positive,task_constraint_violation,0.8500,weak_evidence_positive
d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,Error Identification & Correction Precision,en,Theoretical Economics,2,2.0,2.0,2.0,2.0/2.0/2.0,"Question: Explain the concept of Nash Equilibrium in game theory and provide an example.
Student's Answer: Nash Equilibrium is a situation in a game where each player's strategy is optimal given the strategies of all other players. No player can benefit by changing their strategy while the other players keep theirs unchanged. An example would be the Prisoner's Dilemma, where both prisoners choose to betray each other although they would receive a better outcome if they both stayed silent.
Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the question and student's answer, in JSON format.","```json
{
  ""Score"": 4,
  ""ScoringDetails"": {
    ""ConceptUnderstanding"": 2,
    ""ExampleRelevance"": 2,
    ""ExplanationClarity"": 1,
    ""TotalPossiblePoints"": 5
  },
  ""PersonalizedFeedback"": {
    ""Positive"": ""You correctly identified the concept of Nash Equilibrium and provided a relevant example, the Prisoner's Dilemma. Your explanation that no player can benefit by changing their strategy while others keep theirs unchanged is accurate."",
    ""ImprovementAreas"": ""To improve your answer, consider elaborating more on what makes a strategy 'optimal' in the context of Nash Equilibrium. Additionally, you could provide a brief setup of the Prisoner's Dilemma to clarify how it exemplifies a Nash Equilibrium, making your explanation more comprehensive and easier to understand for someone unfamiliar with the topic.""
  }
}
```

This feedback structure provides a clear breakdown of the student's performance, highlighting both strengths and areas for improvement.","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice."", ""3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality."", ""2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend."", ""1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.""]","Scenario: Automatic Grading
Subject: Theoretical Economics
Education Level: Undergraduate
Language: en
Metric Group: Factual & Reasoning Accuracy",非纠错场景下，评分缺乏依据，建议合理，但评分体系混乱。 / 非纠错场景，评分无依据，建议合理但评分体系混乱。 / 非纠错场景下，评分缺乏明确依据，建议虽合理但评分体系逻辑混乱，未体现评分标准与反馈内容的关联性。,metric_rationale_recovered,,no_score_phrase,0,weak_evidence_positive,insufficient_evidence,0.8500,weak_evidence_positive
bc6c8aae4e012e80e2052e4e76cb7093dc61ed19,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Scenario Element Integration,en,Mathematics,2,2.0,2.0,2.0,2.0/2.0/2.0,"Question: What is the value of 5 + 3?

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json
{
  ""Reasoning Provided"": ""The problem requires adding two numbers, 5 and 3. To solve this, one can start with the number 5 and count upward by 3 units: 5 (as the starting point), then 6 (1), 7 (2), and 8 (3). This sequential counting confirms the total. Alternatively, combining 5 individual units with 3 individual units results in 8 units when counted together. Both methods validate the sum without discrepancies.""
}
```","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, possibly overlooks minor details but does not affect overall results."", ""3: Some use of scenario information, but integration is shallow; personalization or contextual fit is average."", ""2: Only surface-level reference to scenario information; did not integrate core elements effectively; weak contextual connection."", ""1: Completely ignored scenario-specific information; output is generic, templated, and irrelevant to the scenario.""]","Scenario: Idea Provision
Subject: Mathematics
Education Level: Elementary School
Language: en
Metric Group: Scenario Adaptability",,question_answer_unmatched,,no_score_phrase,0,unclear,unclear,0.2000,review_only
7a5ae2c79851e40cccaf47deb5d4953023576ec9,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Scenario Element Integration,en,Business Administration,2,2.0,2.0,2.0,2.0/2.0/2.0,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{
  ""reasoning"": ""Porter's Five Forces is a framework for analyzing the competitive environment of an industry, which helps in understanding where power lies in a business situation. The analysis involves assessing five key areas: the threat of new entrants, the bargaining power of suppliers, the bargaining power of buyers, the threat of substitute products or services, and the intensity of competitive rivalry. By examining these forces, one can identify the strengths and weaknesses of an industry as well as opportunities and threats. For instance, if the barriers to entry are low, it might indicate that the threat of new entrants is high, potentially increasing competition. Similarly, when buyers have significant bargaining power, it may pressure companies to lower their prices or improve their offerings. Understanding how these forces interact within a specific industry allows businesses to develop strategies that capitalize on their strengths while mitigating potential risks, ultimately aiming for a more sustainable competitive advantage.""
}","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, possibly overlooks minor details but does not affect overall results."", ""3: Some use of scenario information, but integration is shallow; personalization or contextual fit is average."", ""2: Only surface-level reference to scenario information; did not integrate core elements effectively; weak contextual connection."", ""1: Completely ignored scenario-specific information; output is generic, templated, and irrelevant to the scenario.""]","Scenario: Idea Provision
Subject: Business Administration
Education Level: Undergraduate
Language: en
Metric Group: Scenario Adaptability",由于未提供具体场景要素（如学生之前回答、学习偏好等），推理内容未结合相关场景，仅就模型本身进行分析 / 因为没有提供具体的场景要素（如学生之前的回答、学习偏好等），推理内容未能结合相关场景，只是单纯地分析了模型本身。 / 因未提供具体场景要素（如学生之前的回答、学习偏好等），推理内容仅停留在模型本身的一般性分析。,metric_rationale_recovered,,no_score_phrase,0,weak_evidence_positive,insufficient_evidence,0.8500,weak_evidence_positive
78a2f1f17b59206fae3cdedb6b11a9fef084b670,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Higher-Order Thinking & Skill Development,en,Business Administration,2,2.0,2.0,3.0,2.0/2.0/3.0,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{
  ""reasoning"": ""Porter's Five Forces is a framework for analyzing the competitive environment of an industry, which helps in understanding where power lies in a business situation. The analysis involves assessing five key areas: the threat of new entrants, the bargaining power of suppliers, the bargaining power of buyers, the threat of substitute products or services, and the intensity of competitive rivalry. By examining these forces, one can identify the strengths and weaknesses of an industry as well as opportunities and threats. For instance, if the barriers to entry are low, it might indicate that the threat of new entrants is high, potentially increasing competition. Similarly, when buyers have significant bargaining power, it may pressure companies to lower their prices or improve their offerings. Understanding how these forces interact within a specific industry allows businesses to develop strategies that capitalize on their strengths while mitigating potential risks, ultimately aiming for a more sustainable competitive advantage.""
}","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes guiding questions or moderately challenging tasks that positively support the development of higher-order thinking (e.g., analysis, evaluation, application)."", ""3: Some attempt to encourage higher-order thinking (e.g., simple reflective questions), but limited in depth and scope; mainly focused on rote understanding or basic application."", ""2: Interaction/content mostly revolves around memory and comprehension; rarely addresses higher-order thinking tasks."", ""1: Completely ignores higher-order skill development; encourages rote memorization and repetition; may inhibit thinking flexibility.""]","Scenario: Idea Provision
Subject: Business Administration
Education Level: Undergraduate
Language: en
Metric Group: Pedagogical Application",推理内容主要是对模型的解释和应用分析，在促进批判性思维、创新思维等高阶思维发展方面作用有限 / 推理过程侧重模型阐释与应用解析，在培养批判性、创新性等高阶思维方面成效有限。,metric_rationale_recovered,,no_score_phrase,0,weak_evidence_positive,insufficient_evidence,0.8500,weak_evidence_positive
b98b50d95782304d48d08ccbe6eda435ec3f66c7,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Scenario Element Integration,en,Business Administration,2,2.0,2.0,3.0,2.0/2.0/3.0,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json
{
  ""Reasoning Provided"": ""To answer this question, it is essential to understand the components of Porter's Five Forces framework and how they interact to shape the competitive environment of an industry. The framework includes five forces: 1) the threat of new entrants, 2) the bargaining power of suppliers, 3) the bargaining power of buyers, 4) the threat of substitute products or services, and 5) the intensity of competitive rivalry. Each force influences the industry's profitability and competitive dynamics. The explanation should focus on how these forces can be systematically analyzed to assess the attractiveness and challenges within an industry. Additionally, it should highlight how businesses can use this analysis to identify opportunities, mitigate risks, and develop strategies to gain a competitive advantage.""
}
```","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, possibly overlooks minor details but does not affect overall results."", ""3: Some use of scenario information, but integration is shallow; personalization or contextual fit is average."", ""2: Only surface-level reference to scenario information; did not integrate core elements effectively; weak contextual connection."", ""1: Completely ignored scenario-specific information; output is generic, templated, and irrelevant to the scenario.""]","Scenario: Idea Provision
Subject: Business Administration
Education Level: Undergraduate
Language: en
Metric Group: Scenario Adaptability",没有提及任何场景要素（如学生之前回答、学习偏好等），属于通用型分析，可评 3 分。 / 由于没有结合任何场景要素（如学生之前的回答、学习偏好等），答案属于通用型分析。,metric_rationale_recovered,评 3 分; 3 分,consistent_with_recovered_score_or_10pt_mapping,0,weak_evidence_positive,surface_fluent_but_hidden_defect,0.8500,weak_evidence_positive
a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Reasoning Process Rigor,en,Business Administration,2,2.0,2.0,1.0,2.0/2.0/1.0,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json
{
  ""Reasoning Provided"": ""To answer this question, it is essential to understand the components of Porter's Five Forces framework and how they interact to shape the competitive environment of an industry. The framework includes five forces: 1) the threat of new entrants, 2) the bargaining power of suppliers, 3) the bargaining power of buyers, 4) the threat of substitute products or services, and 5) the intensity of competitive rivalry. Each force influences the industry's profitability and competitive dynamics. The explanation should focus on how these forces can be systematically analyzed to assess the attractiveness and challenges within an industry. Additionally, it should highlight how businesses can use this analysis to identify opportunities, mitigate risks, and develop strategies to gain a competitive advantage.""
}
```","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that do not affect the conclusion."", ""3: Reasoning is visible but contains unclear logic, missing steps, or insufficient argumentation, affecting the overall outcome."", ""2: Reasoning has major logical flaws, confusion in steps, or critical omissions; reliability is low."", ""1: Virtually no valid reasoning; logic is chaotic; steps are incorrect or irrelevant.""]","Scenario: Idea Provision
Subject: Business Administration
Education Level: Undergraduate
Language: en
Metric Group: Factual & Reasoning Accuracy",仅提出了分析的方向和要点，未进行实际的推理分析过程，逻辑链条不完整，可评 3 分。 / 分析仅提出方向和要点，缺乏实际推理过程，逻辑链条不完整。,metric_rationale_recovered,评 3 分; 3 分,consistent_with_recovered_score_or_10pt_mapping,0,weak_evidence_positive,insufficient_evidence,0.8500,weak_evidence_positive
13af8e6896f2be6cf223e45bf4f1652fe39fe7d3,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Higher-Order Thinking & Skill Development,en,Business Administration,2,2.0,2.0,2.0,2.0/2.0/2.0,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json
{
  ""Reasoning Provided"": ""To answer this question, it is essential to understand the components of Porter's Five Forces framework and how they interact to shape the competitive environment of an industry. The framework includes five forces: 1) the threat of new entrants, 2) the bargaining power of suppliers, 3) the bargaining power of buyers, 4) the threat of substitute products or services, and 5) the intensity of competitive rivalry. Each force influences the industry's profitability and competitive dynamics. The explanation should focus on how these forces can be systematically analyzed to assess the attractiveness and challenges within an industry. Additionally, it should highlight how businesses can use this analysis to identify opportunities, mitigate risks, and develop strategies to gain a competitive advantage.""
}
```","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes guiding questions or moderately challenging tasks that positively support the development of higher-order thinking (e.g., analysis, evaluation, application)."", ""3: Some attempt to encourage higher-order thinking (e.g., simple reflective questions), but limited in depth and scope; mainly focused on rote understanding or basic application."", ""2: Interaction/content mostly revolves around memory and comprehension; rarely addresses higher-order thinking tasks."", ""1: Completely ignores higher-order skill development; encourages rote memorization and repetition; may inhibit thinking flexibility.""]","Scenario: Idea Provision
Subject: Business Administration
Education Level: Undergraduate
Language: en
Metric Group: Pedagogical Application",只是对分析问题的要点进行概括，未设计能促进高阶思维的内容，可评 3 分。 / 仅概括分析要点，未设计促进高阶思维的内容。 / 未涉及任何高阶思维活动（如评估、对比），仅完成知识复述，思维培养缺失。,metric_rationale_recovered,评 3 分; 3 分,consistent_with_recovered_score_or_10pt_mapping,0,weak_evidence_positive,missing_key_point,0.8500,weak_evidence_positive
