sample_id,question_key,metric,language,subject,gold_label,reason_available,reason_source,a0_training_use,a0_failure_mode,exp21_candidate_type,existing_low_to_high_hard_negative_count,current_annotation_status,needs_annotation_fields,teacher_prompt_priority,question_preview,answer_preview,rubric_preview
43f746e5a4869d1a639dedbf10e38c65aa279648,ba35192a049e868eedae5ba310638e7e75c9f363,Error Identification & Correction Precision,en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"{ ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to help remove carbon dioxide."", ""Error Explanation"": ""The original answer incorrectly attributes the function of fighting infections to hemoglobin, which","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with "
8341e93909c0704df94f772a62c2864d3bbd1a62,ba35192a049e868eedae5ba310638e7e75c9f363,"Clarity, Simplicity & Inspiration",en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"{ ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to help remove carbon dioxide."", ""Error Explanation"": ""The original answer incorrectly attributes the function of fighting infections to hemoglobin, which","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-"
59057a57e3dbc47128b4e0c6da46964f722a411f,ba35192a049e868eedae5ba310638e7e75c9f363,"Motivation, Guidance & Positive Feedback",en,Basic Medicine,2,False,missing_human_reason,review_only,unclear,,0,needs_teacher_or_human_review,recover_or_write_reason|verify_failure_type|evidence_span|rubric_clause_alignment|score_cap_check|on_policy_hard_negative_generation,high,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"{ ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to help remove carbon dioxide."", ""Error Explanation"": ""The original answer incorrectly attributes the function of fighting infections to hemoglobin, which","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
b1fd5b2872a558a7c71e67f37efda975293ba376,ebf6383ccf11081172d762d21b7079671bd2437d,Content Relevance & Scope Control,en,Physical Education,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,"Student Profile: Student Profile: {'Name': 'Alex Johnson', 'Age': 24, 'Background': ""Alex has a Bachelor's degree in Sports Science and is currently pursuing a Master's in Physical Education. He is particularly interested in biomechanics an","```json { ""Student"": { ""Name"": ""Alex Johnson"", ""Age"": 24, ""Background"": ""Bachelor's degree in Sports Science, currently pursuing a Master's in Physical Education. Interests: biomechanics and sports psychology."", ""Learning Style"": ""Visual an","[""5: Content is highly relevant to the specified topic/theme/question; strictly within required difficulty/scope/discipline without redundant or irrelevant information."", ""4: Overall relevance is high; scope control is good with possibly a "
8f45503d48fa73ac1a5eb12edd1b546dbe1b82a9,ba35192a049e868eedae5ba310638e7e75c9f363,Basic Factual Accuracy,en,Basic Medicine,5,True,a0_clean_high_recovered_human_reason,,,train_clean_high_controls,0,weak_high_control,verify_spurious_risk_flag,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to carry carbon dioxide from the body back to the lungs."", ""Error Explanation"": ""The original answer is incorrect because hemoglobin's main functi","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are corr"
923abedbf2e960d24e6149a76efeb744b4fa21db,ba35192a049e868eedae5ba310638e7e75c9f363,"Clarity, Simplicity & Inspiration",en,Basic Medicine,4,True,a0_clean_high_recovered_human_reason,,,train_high_false_positive_candidates,0,weak_high_control,verify_spurious_risk_flag,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to carry carbon dioxide from the body back to the lungs."", ""Error Explanation"": ""The original answer is incorrect because hemoglobin's main functi","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-"
b35164feee7ca33d667104dc2618142463a5c7f5,ba35192a049e868eedae5ba310638e7e75c9f363,"Motivation, Guidance & Positive Feedback",en,Basic Medicine,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to carry carbon dioxide from the body back to the lungs."", ""Error Explanation"": ""The original answer is incorrect because hemoglobin's main functi","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
be1321d38b36c49839edea52e657a1b0dabcf94a,ba35192a049e868eedae5ba310638e7e75c9f363,Instruction Following & Task Completion,en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the tissues and to carry carbon dioxide from the tissues back to the lungs."", ""Error Explanation"": ""The original answer incorrectly identifies the primary function of hemo","[""5: Fully understood and precisely executed all instructions; achieved core task with perfect accuracy; output format is fully compliant."", ""4: Accurately understood main instructions and correctly completed the task; core goals are well a"
fb181d623ba59567ed2e7160c64104c5c9a49672,ba35192a049e868eedae5ba310638e7e75c9f363,Scenario Element Integration,en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the tissues and to carry carbon dioxide from the tissues back to the lungs."", ""Error Explanation"": ""The original answer incorrectly identifies the primary function of hemo","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, pos"
538dae80e3b261274dffac761529746f6c2d64c5,ba35192a049e868eedae5ba310638e7e75c9f363,Reasoning Process Rigor,en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the tissues and to carry carbon dioxide from the tissues back to the lungs."", ""Error Explanation"": ""The original answer incorrectly identifies the primary function of hemo","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that do n"
6315a1b25d8d9b18cd9028878fcd897509359765,ba35192a049e868eedae5ba310638e7e75c9f363,Error Identification & Correction Precision,en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the tissues and to carry carbon dioxide from the tissues back to the lungs."", ""Error Explanation"": ""The original answer incorrectly identifies the primary function of hemo","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with "
ac29e7b4bf83e43e69ae10ecaaa42c645220193e,ba35192a049e868eedae5ba310638e7e75c9f363,"Clarity, Simplicity & Inspiration",en,Basic Medicine,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the tissues and to carry carbon dioxide from the tissues back to the lungs."", ""Error Explanation"": ""The original answer incorrectly identifies the primary function of hemo","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-"
4153d3a9a2b62778bf32e38aa33be57d0215987d,ba35192a049e868eedae5ba310638e7e75c9f363,"Motivation, Guidance & Positive Feedback",en,Basic Medicine,2,False,missing_human_reason,review_only,unclear,,0,needs_teacher_or_human_review,recover_or_write_reason|verify_failure_type|evidence_span|rubric_clause_alignment|score_cap_check|on_policy_hard_negative_generation,high,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this que,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the tissues and to carry carbon dioxide from the tissues back to the lungs."", ""Error Explanation"": ""The original answer incorrectly identifies the primary function of hemo","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
80b206d487a4c9e39d68a0e0b12091aabe420729,ab6bb9f4466b3c5fe1f7f2ed3ec527b9dc3b6304,"Motivation, Guidance & Positive Feedback",en,Physics,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following statements is true about the acceleration due to gravity on Earth? Original Answer: The acceleration due to gravity is the same at all altitudes on Earth. You are providing error-correction services for the ,"{ ""Corrected Answer"": ""The acceleration due to gravity is not the same at all altitudes on Earth; it decreases as altitude increases."", ""Error Explanation"": ""The original statement is incorrect because the acceleration due to gravity varies","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
18f58cfcebc431a04b807591eda1a9e6bd7fd68b,ab6bb9f4466b3c5fe1f7f2ed3ec527b9dc3b6304,Basic Factual Accuracy,en,Physics,5,False,missing_human_reason,,,train_clean_high_controls,0,weak_high_control,verify_spurious_risk_flag,medium,Question: Which of the following statements is true about the acceleration due to gravity on Earth? Original Answer: The acceleration due to gravity is the same at all altitudes on Earth. You are providing error-correction services for the ,"```json { ""Corrected Answer"": ""The acceleration due to gravity decreases with an increase in altitude from the Earth's surface."", ""Error Explanation"": ""The original answer is incorrect because the acceleration due to gravity actually varies","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are corr"
ec1b7e863165c056507715224ded755e27611ace,ab6bb9f4466b3c5fe1f7f2ed3ec527b9dc3b6304,"Motivation, Guidance & Positive Feedback",en,Physics,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following statements is true about the acceleration due to gravity on Earth? Original Answer: The acceleration due to gravity is the same at all altitudes on Earth. You are providing error-correction services for the ,"```json { ""Corrected Answer"": ""The acceleration due to gravity decreases with an increase in altitude from the Earth's surface."", ""Error Explanation"": ""The original answer is incorrect because the acceleration due to gravity actually varies","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
6b9c12e2a02339e199d2464a579045938a42f7fd,4313f036000c452831d9baa30d1ba9a9a6cc0647,Basic Factual Accuracy,en,Computer Science,5,True,a0_clean_high_recovered_human_reason,,,train_clean_high_controls,0,weak_high_control,verify_spurious_risk_flag,medium,"Question: Explain the difference between a stack and a queue data structure. Original Answer: A stack is a data structure that follows the First In, First Out (FIFO) principle, while a queue follows the Last In, First Out (LIFO) principle. ","```json { ""Corrected Answer"": { ""Stack"": ""A stack is a data structure that follows the Last In, First Out (LIFO) principle, where the last element added to the stack is the first one to be removed."", ""Queue"": ""A queue is a data structure th","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are corr"
57905065fb2f60b25f9d742c8ea3f1413277b60a,4313f036000c452831d9baa30d1ba9a9a6cc0647,"Clarity, Simplicity & Inspiration",en,Computer Science,5,True,a0_clean_high_recovered_human_reason,,,train_clean_high_controls,0,weak_high_control,verify_spurious_risk_flag,medium,"Question: Explain the difference between a stack and a queue data structure. Original Answer: A stack is a data structure that follows the First In, First Out (FIFO) principle, while a queue follows the Last In, First Out (LIFO) principle. ","```json { ""Corrected Answer"": ""A stack is a data structure that follows the Last In, First Out (LIFO) principle, while a queue follows the First In, First Out (FIFO) principle."", ""Error Explanation"": ""The original answer incorrectly states ","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-"
cd41f11eb0dca822ef1b9bb4128bac76f794be22,4313f036000c452831d9baa30d1ba9a9a6cc0647,Scenario Element Integration,en,Computer Science,3,False,missing_human_reason,,,train_mid_borderline_candidates,0,needs_optional_review,optional_borderline_review,medium,"Question: Explain the difference between a stack and a queue data structure. Original Answer: A stack is a data structure that follows the First In, First Out (FIFO) principle, while a queue follows the Last In, First Out (LIFO) principle. ","{ ""Corrected Answer"": ""A stack is a data structure that follows the Last In, First Out (LIFO) principle, where the most recently added element is removed first. A queue follows the First In, First Out (FIFO) principle, where the oldest adde","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, pos"
0e8d72ecee9674efa7abd63c547d4c2be57d2eb0,f705a20fd802b901fb36788b9a24a96983b5ab1e,"Motivation, Guidance & Positive Feedback",en,Literature and Art,3,False,missing_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,"Question: Which of the following paintings is attributed to Vincent van Gogh? Original Answer: The Persistence of Memory You are providing error-correction services for the student's response. Based on this question and the original answer,","```json { ""Corrected Answer"": ""Starry Night"", ""Error Explanation"": ""The painting 'The Persistence of Memory' is actually attributed to Salvador Dalí, not Vincent van Gogh. Vincent van Gogh is known for his painting 'Starry Night', among oth","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
4d8c40c778ff42c6792ada7b4320a40e9f83aea7,ab6bb9f4466b3c5fe1f7f2ed3ec527b9dc3b6304,"Motivation, Guidance & Positive Feedback",en,Physics,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Which of the following statements is true about the acceleration due to gravity on Earth? Original Answer: The acceleration due to gravity is the same at all altitudes on Earth. You are providing error-correction services for the ,"```json { ""Corrected Answer"": ""The acceleration due to gravity decreases with increasing altitude on Earth."", ""Error Explanation"": ""The original answer incorrectly states that the acceleration due to gravity is the same at all altitudes on ","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
f8fe4a6504e3441dd41d9b45f63f2c13152dabe6,f705a20fd802b901fb36788b9a24a96983b5ab1e,"Motivation, Guidance & Positive Feedback",en,Literature and Art,3,True,raw_5grades_recovered_human_reason,,,train_mid_borderline_candidates,0,needs_optional_review,optional_borderline_review,medium,"Question: Which of the following paintings is attributed to Vincent van Gogh? Original Answer: The Persistence of Memory You are providing error-correction services for the student's response. Based on this question and the original answer,","{ ""Corrected Answer"": ""Starry Night"", ""Error Explanation"": ""The original answer 'The Persistence of Memory' is incorrect because it is a painting created by Salvador Dalí, not Vincent van Gogh. A well-known painting by Vincent van Gogh that","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
680681eaf296d7b0fc601c4e9f941a833546f624,f705a20fd802b901fb36788b9a24a96983b5ab1e,"Motivation, Guidance & Positive Feedback",en,Literature and Art,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,"Question: Which of the following paintings is attributed to Vincent van Gogh? Original Answer: The Persistence of Memory You are providing error-correction services for the student's response. Based on this question and the original answer,","```json { ""Corrected Answer"": ""Starry Night"", ""Error Explanation"": ""The Persistence of Memory is a famous painting by Salvador Dalí, not Vincent van Gogh. A well-known work attributed to Vincent van Gogh is 'Starry Night'."" } ```","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
cc50ab84b08b610b6edc14bbda3d9f5486bcdb85,f705a20fd802b901fb36788b9a24a96983b5ab1e,"Motivation, Guidance & Positive Feedback",en,Literature and Art,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,"Question: Which of the following paintings is attributed to Vincent van Gogh? Original Answer: The Persistence of Memory You are providing error-correction services for the student's response. Based on this question and the original answer,","```json { ""Corrected Answer"": ""The Starry Night"", ""Error Explanation"": ""The painting 'The Persistence of Memory' is actually attributed to Salvador Dalí, not Vincent van Gogh. Vincent van Gogh is the artist behind 'The Starry Night,' which ","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
4566fd4e7086f29b672dfdb9ed4c29c910731caf,d54a888f57ecd3934df1e807afdeaf64b71d457c,Error Identification & Correction Precision,en,Public Administration,4,True,a0_clean_high_recovered_human_reason,,,train_high_false_positive_candidates,0,weak_high_control,verify_spurious_risk_flag,medium,Question: Explain the concept of 'New Public Management' (NPM) and its impact on traditional public administration practices. Original Answer: New Public Management is a concept that aims to modernize and make the public sector more efficie,"```json { ""Corrected Answer"": { ""Explanation"": ""The original answer contains several inaccuracies regarding the concept of New Public Management (NPM) and its impact on traditional public administration practices."", ""Details"": [ { ""Error"": ","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with "
b80aa316055d6b28a07be198af67b5d3b5537504,d54a888f57ecd3934df1e807afdeaf64b71d457c,"Motivation, Guidance & Positive Feedback",en,Public Administration,3,True,raw_5grades_recovered_human_reason,,,,0,needs_optional_review,optional_borderline_review,medium,Question: Explain the concept of 'New Public Management' (NPM) and its impact on traditional public administration practices. Original Answer: New Public Management is a concept that aims to modernize and make the public sector more efficie,"```json { ""Corrected Answer"": { ""Explanation"": ""The original answer contains several inaccuracies regarding the concept of New Public Management (NPM) and its impact on traditional public administration practices."", ""Details"": [ { ""Error"": ","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides use"
