source_path,exists,file_type,num_records,likely_role,contains_question,contains_answer,contains_metric,contains_label,contains_score,contains_rubric,contains_reasoning,contains_error_type,contains_source_question_id,contains_language,contains_synthetic_marker,usable_for_exp06,risk_level,notes
edu-data-synthesis-main/test.py,True,py,0,generation_script,False,False,False,False,False,False,False,False,False,False,True,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
edu-data-synthesis-main/test_system_prompt.md,True,md,0,generation_script,False,False,False,False,False,False,False,False,False,False,True,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
edu-data-synthesis-main/test_user_prompt.md,True,md,0,generation_script,False,False,False,False,False,False,False,False,False,False,True,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
edu-data-synthesis-main/test_workflow.json,True,json,4,synthetic_candidate,False,True,True,False,False,False,False,False,False,False,True,REVIEW_ONLY_INCOMPLETE_SCHEMA,HIGH,synthetic-like source lacks complete question/answer/metric/score schema
edu-data-synthesis-main.zip,True,zip,121,generation_script,False,False,False,False,False,False,False,False,False,False,True,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
human_sampled_eval_sft_criteria_test.json,True,json,3274,sampled_augmented,True,True,False,False,False,False,False,False,False,False,True,NO_TEST_STYLE_SAMPLE,HIGH,human-sampled/test-style SFT file; do not use as dev/test or direct train label without provenance review
deepseek_output,True,dir,23,model_judge_output,False,False,False,False,False,False,False,False,False,False,False,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/1.py,True,py,0,generation_script,False,False,False,False,False,False,False,False,False,False,False,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
deepseek_output/2.py,True,py,0,generation_script,False,False,False,False,False,False,False,False,False,False,False,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
deepseek_output/3.py,True,py,0,generation_script,False,False,False,False,False,False,False,False,False,False,False,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
deepseek_output/deepseek_generated_20251124_204411.jsonl,True,jsonl,164,synthetic_candidate,True,True,True,False,True,True,True,False,False,True,True,POSSIBLE_FILTERED_TRAIN_ONLY,MEDIUM,synthetic candidate pending leakage and label reliability checks
deepseek_output/deepseek_judge_only.py,True,py,0,generation_script,False,False,False,False,False,False,False,False,False,False,False,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
deepseek_output/en_judge_20251109_221657.jsonl,True,jsonl,173,model_judge_output,True,True,True,False,True,True,True,False,False,True,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/excel2jsonl.py,True,py,0,generation_script,False,False,False,False,False,False,False,False,False,False,False,NO_SCRIPT_OR_ARCHIVE,BLOCKED,"generation/config/archive artifact, not a normalized training source"
deepseek_output/judge-1-process.jsonl,True,jsonl,189,model_judge_output,True,True,True,False,True,True,True,False,False,True,False,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/judge-2-process.jsonl,True,jsonl,186,model_judge_output,True,True,True,False,True,True,True,False,False,True,False,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/judge-内部标注 (1).xlsx,True,xlsx,331,model_judge_output,True,True,False,False,True,True,False,True,False,True,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/judge-内部标注-part2.xlsx,True,xlsx,188,model_judge_output,True,True,False,False,True,True,False,True,False,True,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/judge-内部标注.xlsx,True,xlsx,331,model_judge_output,True,True,False,False,True,True,False,True,False,True,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/output.xlsx,True,xlsx,331,unknown,True,True,False,False,True,True,False,True,False,True,True,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/output.xlsx
deepseek_output/output2.xlsx,True,xlsx,164,unknown,True,False,False,False,True,True,False,False,False,False,False,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/output2.xlsx
deepseek_output/output3.xlsx,True,xlsx,25,unknown,True,False,False,False,True,True,False,False,False,False,False,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/output3.xlsx
deepseek_output/processed_excel_data_1.jsonl,True,jsonl,129,unknown,True,True,True,False,True,False,True,False,True,False,True,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/processed_excel_data_1.jsonl
deepseek_output/processed_excel_data_1_en.jsonl,True,jsonl,64,unknown,True,True,True,False,True,False,True,False,True,False,True,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/processed_excel_data_1_en.jsonl
deepseek_output/processed_excel_data_1_zh.jsonl,True,jsonl,65,unknown,True,True,True,False,True,False,True,False,True,False,True,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/processed_excel_data_1_zh.jsonl
deepseek_output/processed_excel_data_2.jsonl,True,jsonl,659,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/processed_excel_data_2_en.jsonl,True,jsonl,331,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/processed_excel_data_2_zh.jsonl,True,jsonl,328,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek_output/unique_questions.jsonl,True,jsonl,25,unknown,True,True,True,False,True,True,True,False,False,True,False,REVIEW_ONLY_UNKNOWN,HIGH,unknown role for deepseek_output/unique_questions.jsonl
deepseek_output/zh_judge_20251109_223622.jsonl,True,jsonl,234,model_judge_output,True,True,True,False,True,True,True,False,False,True,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
qwen_output,True,dir,1,model_judge_output,False,False,False,False,False,False,False,False,False,False,False,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
qwen_output/en_judge_20251109_205311.jsonl,True,jsonl,0,model_judge_output,False,False,False,False,False,False,False,False,False,False,False,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
deepseek-r1_merged.jsonl,True,jsonl,990,model_judge_output,True,True,False,False,True,False,True,True,True,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
merge_model_metric.jsonl,True,jsonl,6661,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
groupby_metric_qwq_eval_en.jsonl,True,jsonl,2709,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
groupby_metric_qwq_eval_zh.jsonl,True,jsonl,2732,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
groupby_metric_r1_eval_en.jsonl,True,jsonl,2767,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
groupby_metric_r1_eval_zh.jsonl,True,jsonl,2624,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
groupby_metric_v3_eval_en.jsonl,True,jsonl,2785,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
groupby_metric_v3_eval_zh.jsonl,True,jsonl,2805,model_judge_output,True,True,True,False,True,False,True,False,False,False,True,NO_JUDGE_OUTPUT_ONLY,BLOCKED,model/judge output is not a human-label source
