comparison,left,right,metric,delta_mean,ci_low,ci_high,replicates,unit
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,abs_Signed_Bias,0.006520688331116962,-0.011070110701107,0.024720238330668238,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,Bin_Agreement,0.001069245110082478,-0.005531024456246791,0.007795189041147775,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,expected_score_MAE,-0.002394844620394931,-0.0099881501669245,0.005519085354332503,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,human_CE,-0.016119621328467785,-0.03855974621472691,0.006516403887473424,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,human_Brier,-0.006061694927914382,-0.013504464291436738,0.0017265965509532244,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,human_RPS,-0.0007607748378248065,-0.0022249531105125505,0.0006702317153653614,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,low_to_high_rate,-0.02556802309199823,-0.10257352941176479,0.05195143398268384,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,high_to_low_rate,0.0012801389269542934,0.0,0.0034468273187835204,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,label1_recall,0.041328928441968754,-0.1111111111111111,0.2,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,label2_recall,0.0,0.0,0.0,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,label3_recall,-0.015878289175476356,-0.06324235753239606,0.03200071174377223,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,label4_recall,0.013637217962679313,-0.012318403156214408,0.039024518884429385,5000,question_key
C2_TACO_vs_C3_shuffled_margin_control,C2_TACO,C3_shuffled_margin_control,label5_recall,0.013315321813341748,-0.006984963872320032,0.03360178279275011,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,MAE,-0.011212012230483183,-0.026618607516943945,0.0036062677390098223,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,QWK,0.015292671493234013,-0.011612008181992952,0.04481462126744801,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,Exact_Match,0.008860745699528511,-0.003372557869760628,0.021269319661284404,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,Kendall_tau,0.01576007977793009,-0.003955499135974433,0.03569529729718991,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,Signed_Bias,0.005325491074097636,-0.012004782013485402,0.022254824145423884,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,abs_Signed_Bias,0.005325491074097636,-0.012004782013485402,0.022254824145423884,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,Bin_Agreement,-0.0015440363211984894,-0.009680366227221127,0.00745990302126065,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,expected_score_MAE,0.0008599869947954758,-0.007864105592224727,0.008979364883101743,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,human_CE,0.02558216406197839,-0.0032912985620530953,0.05327439172143418,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,human_Brier,0.00771622395475576,0.0006424130880208659,0.014850456746043053,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,human_RPS,0.0005359065257221929,-0.0011722359742534555,0.00212302333199909,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,low_to_high_rate,-0.027710323952031855,-0.08991317671092951,0.02198412698412693,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,high_to_low_rate,-0.0004455863779059051,-0.0029265132764300142,0.00165568059874356,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,label1_recall,-0.0009327544783769732,-0.14285714285714285,0.125,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,label2_recall,0.0,0.0,0.0,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,label3_recall,-0.008850090137502861,-0.052845528455284535,0.03673544417767106,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,label4_recall,0.007329339786896318,-0.017583170254403178,0.03271586563319397,5000,question_key
C1_balanced_plain_contrastive_vs_C0_E4_baseline,C1_balanced_plain_contrastive,C0_E4_baseline,label5_recall,0.013645910929231723,-0.0020338983050847163,0.029546014542697625,5000,question_key
