comparison,left_variant,right_variant,metric,observed_delta,ci_lower,ci_upper,bootstrap_mean,resamples,unit
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,label3_recall,0.025232403718459487,-0.02254428341384862,0.07331079837390668,0.025054678288522984,5000,seed_x_question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,label4_recall,-0.011275546159267144,-0.041814953189869615,0.01894854454572187,-0.011480403396778046,5000,seed_x_question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,label5_recall,0.00048274197441470584,-0.025825051529669112,0.024947261344032485,0.00042534026822639353,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,MAE,-0.0023863350916855097,-0.019645550958835203,0.015558397627895093,-0.0023312919844629236,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,QWK,0.0008371313549547418,-0.03584843896628132,0.03509754196715157,0.0009882780445958194,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,Exact_Match,-0.0047726701833710194,-0.019195923887966076,0.00898558390277678,-0.004890753745099268,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,Kendall_tau,0.0009229318389061084,-0.026867498150182797,0.028522317611783393,0.0009245647007347426,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,Signed_Bias,-0.024491333835719678,-0.04716499493414386,0.0,-0.024474293839406924,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,abs_Signed_Bias,-0.024491333835719678,-0.04716499493414386,0.0,-0.024474293839406924,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,expected_score_MAE,0.03307185435210722,0.020745442459713673,0.0453687853635589,0.033072697246383426,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,human_CE,-0.5932104400158952,-0.6971747216338189,-0.5025903401878901,-0.5935984095099431,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,human_Brier,-0.08685084640344544,-0.10166983345410584,-0.07142692884835967,-0.08681356925578955,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,human_RPS,-0.011331659470485873,-0.014066690307900693,-0.008633065887522674,-0.011344808310181108,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,Bin_Agreement,0.005275056518462717,-0.002098914028471987,0.012427223254766143,0.005241589915413049,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,low_to_high_rate,0.013157894736842072,-0.05085078099036222,0.08974867724867715,0.01421988938198628,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,high_to_low_rate,-0.0010027216731127344,-0.0030638145610119107,0.0008893535396245082,-0.0010113941930529205,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,label1_recall,-0.02777777777777778,-0.1176470588235294,0.03333333333333333,-0.029275077069463952,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,label2_recall,0.0,0.0,0.0,0.0,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,label3_recall,0.003984063745019917,-0.061676560134709894,0.06879426129426111,0.004107015640789616,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,label4_recall,0.03488372093023251,0.006578210326747548,0.06162185522613936,0.034513595416833236,5000,seed_x_question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,label5_recall,-0.03330919623461256,-0.05575231008596531,-0.011973504803392229,-0.03325733507834728,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,MAE,-0.010926902788244153,-0.03727371977738423,0.013022899356656964,-0.01081197769618663,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,QWK,0.03523476519551357,-0.017198078465593767,0.09578240421328109,0.03495860691570892,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,Exact_Match,0.007410198442602378,-0.00957069036190931,0.024826088266313683,0.007350196074091605,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,Kendall_tau,0.020577110482667176,-0.020827505655492226,0.0669975758770024,0.020408626604087213,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,Signed_Bias,-0.018211504647073596,-0.04406507078538428,0.009702407334134014,-0.01807139481393919,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,abs_Signed_Bias,-0.018211504647073596,-0.04406507078538428,0.009702407334134014,-0.01807139481393919,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,expected_score_MAE,-0.017191628120603725,-0.04006262146536784,0.0028962045866289584,-0.017129933962620834,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,human_CE,0.2472452791942695,0.16799285618754545,0.331167016897579,0.2465495248884964,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,human_Brier,0.019073244997953598,0.002917248396964352,0.03473857956273636,0.019057736192643244,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,human_RPS,0.001406684834161435,-0.0012573317759732295,0.004049016903189963,0.0014033923064086704,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,Bin_Agreement,0.0007535795026375099,-0.007780991354586379,0.009000093945465706,0.0007588734011930092,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,low_to_high_rate,-0.057017543859649154,-0.17974509803921562,0.04477611940298513,-0.05895916164414184,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,high_to_low_rate,0.0005729838132072768,-0.0018215127742006645,0.003003003003003003,0.0005593867689652492,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,label1_recall,0.05555555555555555,-0.03033910533910534,0.22222222222222224,0.057528703121788156,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,label2_recall,-0.006410256410256411,-0.03508771929824561,0.0,-0.0066787828462999115,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,label3_recall,0.035856573705179286,-0.0025942870460440894,0.07828471279963814,0.03579406065340333,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,label4_recall,0.009161381254404502,-0.022103565958132905,0.040405548017488295,0.009156101448646925,5000,seed_x_question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,label5_recall,0.0007241129616219663,-0.02614924510118859,0.029561101517928984,0.0006971408569259226,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,MAE,-0.014192413966340115,-0.03319978538319257,0.005078046069913103,-0.014345315882794241,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,QWK,0.02909318794053517,-0.01335214073933716,0.06837905499693896,0.02976577487288266,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,Exact_Match,0.0038934940969605667,-0.01245294771255798,0.02008228199382935,0.003958267747947569,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,Kendall_tau,0.022364497612283707,-0.00969601746226183,0.05361495641886904,0.022665912477726657,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,Signed_Bias,-0.03654860587792013,-0.06298059318930795,-0.010715985451002705,-0.036984257405586245,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,abs_Signed_Bias,-0.03654860587792013,-0.06298059318930795,-0.010715985451002705,-0.036984257405586245,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,expected_score_MAE,0.02583216792629049,0.013116855874588952,0.03870792961830027,0.025787606726643115,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,human_CE,-0.36143607920797827,-0.4911036725726083,-0.2608078606401536,-0.36253149006790897,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,human_Brier,-0.06733757487863921,-0.08492960908987948,-0.05137368922155107,-0.06760962295564332,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,human_RPS,-0.009450794399699562,-0.012096784288204359,-0.007014681156564525,-0.009494270856069286,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,Bin_Agreement,0.00816377794523985,0.0005283881398654719,0.015528487172782431,0.008171499582559284,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,low_to_high_rate,0.01754385964912275,-0.06250612745098039,0.09090909090909094,0.015453656053895008,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,high_to_low_rate,0.0002864919066036384,-0.0018925039176121287,0.003045621633531042,0.0002837282764866917,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,label1_recall,0.01388888888888889,-0.057971014492753624,0.13333333333333333,0.01506412493219155,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,label2_recall,-0.006410256410256411,-0.03508771929824561,0.0,-0.006827623001330413,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,label3_recall,0.014608233731739714,-0.03180855183095476,0.0657123455004259,0.015483122069505861,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,label4_recall,0.055320648343904155,0.02873547342350926,0.0819090631590632,0.05555412593898925,5000,seed_x_question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,label5_recall,-0.03306782524740529,-0.06204995462727422,-0.004053237770845395,-0.033224828632075064,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,MAE,-0.013313237879929662,-0.03953226489809026,0.012337019272555908,-0.013495980654168101,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,QWK,0.03607189655046831,-0.014842955318845188,0.0878928563000895,0.036475965097707,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,Exact_Match,0.0026375282592313587,-0.01688363574718376,0.022939488960989563,0.002822392015829248,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,Kendall_tau,0.021500042321573282,-0.019968136348269112,0.06633348814896364,0.021883900379608787,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,Signed_Bias,-0.04270283848279327,-0.07330513514438268,-0.010255391600454062,-0.042463183956770754,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,abs_Signed_Bias,-0.04270283848279327,-0.07330513514438268,-0.010255391600454062,-0.042463183956770754,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,expected_score_MAE,0.015880226231503498,-0.005188454892996739,0.03579984779217469,0.015782010259817743,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,human_CE,-0.3459651608216257,-0.4933805901213403,-0.22820355194117758,-0.3457202211797766,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,human_Brier,-0.06777760140549184,-0.0880964894728429,-0.049955133767988553,-0.06778902400637266,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,human_RPS,-0.009924974636324439,-0.013240489355169045,-0.006874313730269085,-0.009931641462841574,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,Bin_Agreement,0.006028636021100227,-0.003461705202312118,0.01576248095983835,0.005971180517154708,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,low_to_high_rate,-0.04385964912280708,-0.14943361652507084,0.05129310344827574,-0.045165122468744164,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,high_to_low_rate,-0.0004297378599054578,-0.0019859639245315003,0.001155489374800245,-0.0004252526568148153,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,label1_recall,0.027777777777777776,-0.044444444444444446,0.17647058823529413,0.02892756685410838,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,label2_recall,-0.006410256410256411,-0.03571428571428571,0.0,-0.006556360077851866,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,label3_recall,0.0398406374501992,-0.014287766830870288,0.09838723134427975,0.03959556978032589,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,label4_recall,0.04404510218463701,0.012193116868863369,0.0754181371430481,0.0439282869041527,5000,seed_x_question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,label5_recall,-0.03258508327299059,-0.0674462170655064,0.0058083315591091755,-0.03208132021917536,5000,seed_x_question_key
