metric_canonical,language,target_label_5,target_count,error_types,notes
Error Identification & Correction Precision,zh,2,4,"[""factual_error"", ""reasoning_gap"", ""overconfident_wrong""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Error Identification & Correction Precision,zh,3,2,"[""factual_error"", ""reasoning_gap"", ""overconfident_wrong""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Error Identification & Correction Precision,zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Error Identification & Correction Precision,zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,en,1,4,"[""reasoning_gap"", ""superficial_fluency"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,en,2,4,"[""reasoning_gap"", ""superficial_fluency"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,en,3,2,"[""reasoning_gap"", ""superficial_fluency"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,zh,1,4,"[""reasoning_gap"", ""superficial_fluency"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,zh,2,4,"[""reasoning_gap"", ""superficial_fluency"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,zh,3,2,"[""reasoning_gap"", ""superficial_fluency"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Higher-Order Thinking & Skill Development,zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,en,1,4,"[""instruction_violation"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,en,2,4,"[""instruction_violation"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,en,3,2,"[""instruction_violation"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,zh,1,4,"[""instruction_violation"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,zh,2,4,"[""instruction_violation"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,zh,3,2,"[""instruction_violation"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Instruction Following & Task Completion,zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",en,1,4,"[""scenario_mismatch"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",en,2,4,"[""scenario_mismatch"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",en,3,2,"[""scenario_mismatch"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",zh,1,4,"[""scenario_mismatch"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",zh,2,4,"[""scenario_mismatch"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",zh,3,2,"[""scenario_mismatch"", ""rubric_violation"", ""superficial_fluency""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Motivation, Guidance & Positive Feedback",zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",en,1,4,"[""scenario_mismatch"", ""rubric_violation"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",en,2,4,"[""scenario_mismatch"", ""rubric_violation"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",en,3,2,"[""scenario_mismatch"", ""rubric_violation"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",zh,1,4,"[""scenario_mismatch"", ""rubric_violation"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",zh,2,4,"[""scenario_mismatch"", ""rubric_violation"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",zh,3,2,"[""scenario_mismatch"", ""rubric_violation"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
"Personalization, Adaptation & Learning Support",zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,en,1,4,"[""reasoning_gap"", ""overconfident_wrong"", ""factual_error""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,en,2,4,"[""reasoning_gap"", ""overconfident_wrong"", ""factual_error""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,en,3,2,"[""reasoning_gap"", ""overconfident_wrong"", ""factual_error""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,zh,1,4,"[""reasoning_gap"", ""overconfident_wrong"", ""factual_error""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,zh,2,4,"[""reasoning_gap"", ""overconfident_wrong"", ""factual_error""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,zh,3,2,"[""reasoning_gap"", ""overconfident_wrong"", ""factual_error""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Reasoning Process Rigor,zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,en,1,4,"[""scenario_mismatch"", ""superficial_fluency"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,en,2,4,"[""scenario_mismatch"", ""superficial_fluency"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,en,3,2,"[""scenario_mismatch"", ""superficial_fluency"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,zh,1,4,"[""scenario_mismatch"", ""superficial_fluency"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,zh,2,4,"[""scenario_mismatch"", ""superficial_fluency"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,zh,3,2,"[""scenario_mismatch"", ""superficial_fluency"", ""instruction_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Role & Tone Consistency,zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,en,1,4,"[""scenario_mismatch"", ""instruction_violation"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,en,2,4,"[""scenario_mismatch"", ""instruction_violation"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,en,3,2,"[""scenario_mismatch"", ""instruction_violation"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,en,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,en,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,zh,1,4,"[""scenario_mismatch"", ""instruction_violation"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,zh,2,4,"[""scenario_mismatch"", ""instruction_violation"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,zh,3,2,"[""scenario_mismatch"", ""instruction_violation"", ""rubric_violation""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,zh,4,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
Scenario Element Integration,zh,5,2,"[""high_quality_synthetic_placeholder""]",Optional D1/D4 synthetic-only diagnostic matrix; not part of the first low-score augmentation generation.
