synthetic_id,synthetic_plan_id,target_label_5,language,metric_canonical,error_type,decision,can_use_after_revision,review_mode,manual_notes
syn_050f1197e0ed6114,topup1_029,1,en,Error Identification & Correction Precision,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_1d94a18e300f3a56,topup1_030,3,zh,Instruction Following & Task Completion,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_4795f23bf4cda75a,topup1_031,2,en,Basic Factual Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_f62154057ce9daa5,topup1_033,2,en,Role & Tone Consistency,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_46fadf7e4cf30d84,topup1_034,1,zh,Content Relevance & Scope Control,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_543d0457a901d496,topup1_035,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_1407d548515cddb9,topup1_036,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_31b5aa72d1388d40,topup1_037,2,en,Reasoning Process Rigor,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_e332c576f92ec06f,topup1_038,1,zh,Scenario Element Integration,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_524181cd150d6a41,topup1_039,3,en,"Personalization, Adaptation & Learning Support",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_8ff9bf173c9e9619,topup1_040,2,zh,Higher-Order Thinking & Skill Development,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_dbc656bee3b3b86a,topup1_041,1,en,Error Identification & Correction Precision,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_202da735fadfd240,topup1_042,2,zh,Instruction Following & Task Completion,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_e075d6c5c4981b49,topup1_043,1,en,Basic Factual Accuracy,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_2ee975316e1e3eaa,topup1_044,2,zh,Domain Knowledge Accuracy,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_d243adb03796d854,topup1_045,1,en,Role & Tone Consistency,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_ddfbe8eed319cbe5,topup1_046,2,zh,Content Relevance & Scope Control,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_0401361450170d3b,topup1_047,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_a3fb7b65b271ad26,topup1_048,1,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_25e541b2fbb72a5a,topup1_049,3,en,Reasoning Process Rigor,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_2e2e9ac6da6046e3,topup1_050,2,zh,Scenario Element Integration,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_277c46c9ee11b850,topup1_051,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_1ee5c7fb35ad9889,topup1_052,2,zh,Higher-Order Thinking & Skill Development,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_9803a50c21839bd0,topup1_053,1,en,Error Identification & Correction Precision,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_2c01bf5baf9a8d80,topup1_054,2,zh,Instruction Following & Task Completion,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_496a848b89431acd,topup1_055,1,en,Basic Factual Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_f8ebd0a020225b05,topup1_056,2,zh,Domain Knowledge Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_d01604da0669f918,topup1_057,1,en,Role & Tone Consistency,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_72144f804060d630,topup1_058,3,zh,Content Relevance & Scope Control,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_dee1a27266d7a173,topup1_059,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_19e74c71cc5f3ac6,topup1_060,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_d95608ddea45995f,topup1_061,2,en,Reasoning Process Rigor,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_8217749fc7f55e28,topup1_062,1,zh,Scenario Element Integration,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_4e140abb76538d2d,topup1_063,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c10f061112a8b2f6,topup1_064,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_7807eec5382c9b13,topup1_065,2,en,Error Identification & Correction Precision,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_74cbd104e575be6c,topup1_066,1,zh,Instruction Following & Task Completion,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_1748747606f3d59b,topup1_067,3,en,Basic Factual Accuracy,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_4354779b73910577,topup1_068,2,zh,Domain Knowledge Accuracy,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_69be00709e60a312,topup1_069,1,en,Role & Tone Consistency,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_0e4fb276f6549533,topup1_070,2,zh,Content Relevance & Scope Control,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_70ee35113d633fc6,topup1_071,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3c976ea29f442398,topup1_072,1,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_567a761e18317b73,topup1_073,2,en,Reasoning Process Rigor,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_f1b773f8a34966fa,topup1_074,1,zh,Scenario Element Integration,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_06a521c1dec7baa5,topup1_075,2,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_060ee6ba751815be,topup1_076,1,zh,Higher-Order Thinking & Skill Development,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_b979c7cde2482062,topup1_077,3,en,Error Identification & Correction Precision,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_655e8624667e7cd0,topup1_078,2,zh,Instruction Following & Task Completion,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_80e9f3c5608a3c9a,topup1_079,1,en,Basic Factual Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c19e9013b11573d3,topup1_080,2,zh,Domain Knowledge Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_84dfb9d444f53ed6,topup1_081,1,en,Role & Tone Consistency,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_b93d5f4b70987ba5,topup1_082,2,zh,Content Relevance & Scope Control,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_2aa92f35c6d4e4d9,topup1_083,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_0aadf682cd9967c0,topup1_084,2,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_cd54f8829425fc91,topup1_085,1,en,Reasoning Process Rigor,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_1c006a2b55fc1d1f,topup1_086,3,zh,Scenario Element Integration,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_de6566693e70f908,topup1_087,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_45df6552f460cec0,topup1_088,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_7fa43c0ddcdf5a92,topup1_089,2,en,Error Identification & Correction Precision,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_2b389d9dc7aecc54,topup1_090,1,zh,Instruction Following & Task Completion,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_9b88007c7c9ab308,topup1_091,2,en,Basic Factual Accuracy,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_6e5d157783ce6350,topup1_092,1,zh,Domain Knowledge Accuracy,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_9061dc45a8abd973,topup1_093,1,en,Role & Tone Consistency,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_fd28e6c0e287d4fa,topup1_094,2,zh,Content Relevance & Scope Control,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_ff358a5bcbdd5623,topup1_095,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_4d908d520c669f2e,topup1_096,3,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_ce3ed4ea64b7904b,topup1_097,2,en,Reasoning Process Rigor,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_b08a50a2df3637a2,topup1_098,1,zh,Scenario Element Integration,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_14f49b19f2ec37db,topup1_099,2,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_dd07d90fad5824f2,topup1_100,1,zh,Higher-Order Thinking & Skill Development,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_b9b92f71f04a7a59,topup1_101,2,en,Error Identification & Correction Precision,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3ff61931a4da3572,topup1_102,1,zh,Instruction Following & Task Completion,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_080636c09000c716,topup1_104,1,zh,Domain Knowledge Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_e708c0abc0131b20,topup1_105,3,en,Role & Tone Consistency,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_646a3b9540298037,topup1_106,2,zh,Content Relevance & Scope Control,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_97e8576110d51872,topup1_107,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c95ea8ade169a2c7,topup1_108,2,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_ce63795e69aa7939,topup1_109,1,en,Reasoning Process Rigor,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_60ff86159778de39,topup1_110,2,zh,Scenario Element Integration,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3146472f89ebef09,topup1_111,1,en,"Personalization, Adaptation & Learning Support",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_8d105d714e64085b,topup1_112,2,zh,Higher-Order Thinking & Skill Development,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_4ea1aa799b6a57b8,topup1_113,1,en,Error Identification & Correction Precision,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3601b0af675bdec3,topup1_114,3,zh,Instruction Following & Task Completion,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_342e66192fe558d2,topup1_117,1,en,Role & Tone Consistency,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_0ec7fad9180c09bd,topup1_118,2,zh,Content Relevance & Scope Control,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_b7338bb50fe716e5,topup1_119,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_7c518277084403c0,topup1_120,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
