record_id,source_file,source_row_index,metric_canonical,scenario_canonical,subject_canonical,education_level_canonical,language,generator_model,human_1,human_2,human_3,human_1_raw,human_2_raw,human_3_raw,human_1_5,human_2_5,human_3_5,human_mean_raw,human_mean_5,label_5,original_is_test_set,triple_key,question_key,answer_key
6ba1d9fdc2898cfa44f877e7724b403d08eaac96,results_merge.jsonl,17,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Geography,Elementary School,en,qwen2.5-14b-instruct,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.333333333333333,4.333333333333333,4,True,6352d988b67714ffd9d748a3b41bd0747d94bd65,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,5924346be20f4abcab089626d53fcc1bdd09646c
eb284da4d05b5674af9f47a017caa8f1d9ab9dcf,results_merge.jsonl,18,Instruction Following & Task Completion,Personalized Content Creation,History,High School,en,qwen2.5-14b-instruct,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,False,a269e598a3109b6e7d209b9e60e23be21303b951,639f94d782b2c115eb52a4aae8b943c69735f697,ca0360009b3b6712198a041dfbad6bbbf8092546
0204872bcf4cd4b4d4937c12c2cd77f0171376ab,results_merge.jsonl,19,Scenario Element Integration,Personalized Content Creation,History,High School,en,qwen2.5-14b-instruct,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.666666666666667,4.666666666666667,5,False,9c4b38e7528b83add35b089756c243775f7a6bb1,639f94d782b2c115eb52a4aae8b943c69735f697,ca0360009b3b6712198a041dfbad6bbbf8092546
877ca91093f413ef2586e714ebe9b6ecb22c9fbb,results_merge.jsonl,20,"Personalization, Adaptation & Learning Support",Personalized Content Creation,History,High School,en,qwen2.5-14b-instruct,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.6666666666666665,3.6666666666666665,4,False,c8f6775164ef553b83800f40cf8230a2f33bed76,639f94d782b2c115eb52a4aae8b943c69735f697,ca0360009b3b6712198a041dfbad6bbbf8092546
bf19ea328afae37aa116eb7ffee1bea59330c821,results_merge.jsonl,21,Instruction Following & Task Completion,Personalized Content Creation,Biology,Undergraduate,en,qwen2.5-7b-instruct,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.333333333333333,4.333333333333333,4,True,2a91d78ad238cc46479a6b46b7927d1a8686bc40,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,795029ee67361d5c3ca74e0e1a1b086f1ff4c308
1bf1b0ebe13512c39a7f0573ceaedf2231646bac,results_merge.jsonl,22,Scenario Element Integration,Personalized Content Creation,Biology,Undergraduate,en,qwen2.5-7b-instruct,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,False,f081bae972a8eb3680a56058a05d9b0718ca6ba1,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,795029ee67361d5c3ca74e0e1a1b086f1ff4c308
b9d7fb4327404f427fe654c90978dc4844d0972d,results_merge.jsonl,23,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Biology,Undergraduate,en,qwen2.5-7b-instruct,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.333333333333333,4.333333333333333,4,False,1f73613cd4446b288dcb12bbfad190e85392015a,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,795029ee67361d5c3ca74e0e1a1b086f1ff4c308
33de79a5a3a27fc3cdd56ed42d5215aaec3fbe67,results_merge.jsonl,24,Instruction Following & Task Completion,Personalized Content Creation,Applied Economics,PhD,en,deepseek-v3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,True,7c4d1c3384eaeb4677061afc27db39dfb5ef091c,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,dbf4ea4f48b0bec8df10d2614fd15c489db13316
5b26cbf6ea42fc58b395d13eed217da190d3e2f0,results_merge.jsonl,25,Scenario Element Integration,Personalized Content Creation,Applied Economics,PhD,en,deepseek-v3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,True,4a9f58bc9889d009c85598ea0bb00fac3a58cfdf,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,dbf4ea4f48b0bec8df10d2614fd15c489db13316
14c1e87e4c8d5504c467f90857fbd01561d043fa,results_merge.jsonl,26,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Applied Economics,PhD,en,deepseek-v3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,False,abe1b950323c6751013ed28c41ae50454c8c969c,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,dbf4ea4f48b0bec8df10d2614fd15c489db13316
6884a393ed7c16124abf13a87b8d6772fd8c3a3c,results_merge.jsonl,27,Instruction Following & Task Completion,Personalized Content Creation,History,High School,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,e0d73666037d20601079d1f722f6e134d9a5db81,639f94d782b2c115eb52a4aae8b943c69735f697,198b8b43e09dcf05125de0d9a19d310d2935be98
e15bf6705e1f33693cf1794e140b8a72e17aaf03,results_merge.jsonl,28,Scenario Element Integration,Personalized Content Creation,History,High School,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,True,4bcc17592eb0ff1e08626fd488cec32d571ecb58,639f94d782b2c115eb52a4aae8b943c69735f697,198b8b43e09dcf05125de0d9a19d310d2935be98
2bb0ae497f69277c49b9ebefcb272292a7756d55,results_merge.jsonl,29,"Personalization, Adaptation & Learning Support",Personalized Content Creation,History,High School,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,75f282d93a17cfda76ae955d9f2f07516fc54901,639f94d782b2c115eb52a4aae8b943c69735f697,198b8b43e09dcf05125de0d9a19d310d2935be98
98f1afeaf0025a2422ad8e7aadd714c4017dd3fa,results_merge.jsonl,30,Instruction Following & Task Completion,Personalized Content Creation,Biology,Undergraduate,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,True,681a85109825923e77d2f5a1e59ff59b527021ab,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,8a733be5565612f1cf8d8f225784e93f0dde4f2c
6261bb31188aaf41dd1973a877736897ef115e23,results_merge.jsonl,31,Scenario Element Integration,Personalized Content Creation,Biology,Undergraduate,en,qwen-max,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,False,8b53f95f78a83fe108144b1836a460e5b9bcd19b,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,8a733be5565612f1cf8d8f225784e93f0dde4f2c
b4840c2ac6c8ddfcd7dd13061a59d1f332bcb901,results_merge.jsonl,32,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Biology,Undergraduate,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,True,170d1709ae5a8ab789b804c3a23f157e77f7b52f,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,8a733be5565612f1cf8d8f225784e93f0dde4f2c
3923b43a3e1586cb0bb5427024343e8da667f360,results_merge.jsonl,33,Instruction Following & Task Completion,Personalized Content Creation,Physics,High School,en,deepseek-v3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,True,50386e27f451c63ed4b0063fccba96a3f1f2797e,71e2133d3049be048126f45752ada952a3208a9f,e26406b3ef6d3697711675deac3ea947e3c1b2d7
38638126af3ed565fceb79316f2cd04de51d7af5,results_merge.jsonl,34,Scenario Element Integration,Personalized Content Creation,Physics,High School,en,deepseek-v3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,ed722032b8446489e178affbbbd03c87af77c0bc,71e2133d3049be048126f45752ada952a3208a9f,e26406b3ef6d3697711675deac3ea947e3c1b2d7
df7098bda7679c74c37ca5b76bf75913c679fc03,results_merge.jsonl,35,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Physics,High School,en,deepseek-v3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,e11ef854f2aece907957322c28b079d538e6f985,71e2133d3049be048126f45752ada952a3208a9f,e26406b3ef6d3697711675deac3ea947e3c1b2d7
56482e327fad5d766b7b04796be08239f87c4c07,results_merge.jsonl,36,Instruction Following & Task Completion,Personalized Content Creation,Geography,Elementary School,en,deepseek-v3,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.666666666666667,4.666666666666667,5,False,58a2c634bcf923f9a26d7ca83c1aa0fa5a08dc9d,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,afcfab51d7760bf6ee18734b202e1c1ccf26d1f0
27609c94a5bd2cd2dcacbd764f2d834df9d0bd83,results_merge.jsonl,37,Scenario Element Integration,Personalized Content Creation,Geography,Elementary School,en,deepseek-v3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,True,e23781c16f4ec7aa8285e2af654533c3572b502b,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,afcfab51d7760bf6ee18734b202e1c1ccf26d1f0
426a79b32e0b6b9a32abc8f2246ab9ebb83d7e01,results_merge.jsonl,38,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Geography,Elementary School,en,deepseek-v3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,False,b37dce27890b54d34709fc8cf87e71270acff6e5,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,afcfab51d7760bf6ee18734b202e1c1ccf26d1f0
4038f938838d985d7b7a10a86e8266a74b0a2c26,results_merge.jsonl,39,Instruction Following & Task Completion,Personalized Content Creation,Physics,High School,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,True,a5f52e43eccb12197231f1d8e71ed3979e4efa1d,71e2133d3049be048126f45752ada952a3208a9f,4fc81a7495644e004e3f5d597f23c107fceadc90
30b15d19d2fecdb8d2e412dd2e1a492b709f7f34,results_merge.jsonl,40,Scenario Element Integration,Personalized Content Creation,Physics,High School,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,7bbb067bab086df3a598682f6b18e8dbc26153c5,71e2133d3049be048126f45752ada952a3208a9f,4fc81a7495644e004e3f5d597f23c107fceadc90
7b950863725c3f977e3682aa14c3e210b705f035,results_merge.jsonl,41,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Physics,High School,en,qwen-max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,5ff21ead7c7171a883c06fdb0658a15d0ee10a69,71e2133d3049be048126f45752ada952a3208a9f,4fc81a7495644e004e3f5d597f23c107fceadc90
ad7eb95cae5590b7e0c4e26fd6aaf28a9c7092fb,results_merge.jsonl,42,Instruction Following & Task Completion,Personalized Content Creation,History,High School,en,qwen2.5-7b-instruct,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.6666666666666665,3.6666666666666665,4,True,0ed56e13ecea8898723b7ca6dff4ecca2270b664,639f94d782b2c115eb52a4aae8b943c69735f697,f4b4aa99fb9e043b37bc19222bf647af0826040f
43303f67b98c41d3781f0318c9e023da0c1186fe,results_merge.jsonl,43,Scenario Element Integration,Personalized Content Creation,History,High School,en,qwen2.5-7b-instruct,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.333333333333333,4.333333333333333,4,False,136c236914790751f7999f0651ad2fb8cb1dcde5,639f94d782b2c115eb52a4aae8b943c69735f697,f4b4aa99fb9e043b37bc19222bf647af0826040f
d5838f98752f0c4852522f35c4db829fe51c993f,results_merge.jsonl,44,"Personalization, Adaptation & Learning Support",Personalized Content Creation,History,High School,en,qwen2.5-7b-instruct,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.3333333333333335,3.3333333333333335,3,True,92693e0c3ad99aa98277cb5e880ec28afcde8649,639f94d782b2c115eb52a4aae8b943c69735f697,f4b4aa99fb9e043b37bc19222bf647af0826040f
5a7339369e02b0bf86476fd651b3f89bbde8699b,results_merge.jsonl,45,Instruction Following & Task Completion,Personalized Content Creation,Applied Economics,PhD,en,qwen-max,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,False,39f84bb3599033788c61ad0d4368d0310a8c6725,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,a53fca1f59bbf5292ff13f8d38850c90dd1f4938
7d1f21fc1e1cb3f4ac1595ba43dfa5f6d1534acf,results_merge.jsonl,46,Scenario Element Integration,Personalized Content Creation,Applied Economics,PhD,en,qwen-max,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,True,1ed80d4e1a91a44507accae819e72a93b0a531a8,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,a53fca1f59bbf5292ff13f8d38850c90dd1f4938
6de45511fdf671e1b2d1777402c095b753b16f45,results_merge.jsonl,47,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Applied Economics,PhD,en,qwen-max,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,True,7b6ffb72c08843421319d00bda8af3f91e5764a4,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,a53fca1f59bbf5292ff13f8d38850c90dd1f4938
7736a2e4b0fa501128a17b78219187d2239b032e,results_merge.jsonl,48,Instruction Following & Task Completion,Personalized Content Creation,Biology,Undergraduate,en,deepseek-v3,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.6666666666666665,3.6666666666666665,4,True,e69199b575b3345ed5695d078254a29493982325,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,377e99c4317d0ed003a7f57ce7dd5f365a79362d
fddec3208f52f54ecd7016ee5ad9466d0e9c8d0b,results_merge.jsonl,49,Scenario Element Integration,Personalized Content Creation,Biology,Undergraduate,en,deepseek-v3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,True,1589cb36359d57f5ad8d970abc53ac582bc9510e,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,377e99c4317d0ed003a7f57ce7dd5f365a79362d
b966b87c284f1074537ded5ff767608734561911,results_merge.jsonl,50,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Biology,Undergraduate,en,deepseek-v3,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.3333333333333335,3.3333333333333335,3,False,a617bad7903420378d0aa7c30dc8fa28fe3f89cc,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,377e99c4317d0ed003a7f57ce7dd5f365a79362d
d1ed7e4b2380d3d2591d6922034cd7e25ae6a810,results_merge.jsonl,51,Instruction Following & Task Completion,Personalized Content Creation,History,High School,en,deepseek-v3,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.666666666666667,4.666666666666667,5,False,4844193c9c675062066d135c6137ac96ab59f138,639f94d782b2c115eb52a4aae8b943c69735f697,d193f737678a536c350b24900521d6b8cd6bbd48
a37753ddd5309a428fbe97ca91367b9650d5cf41,results_merge.jsonl,52,Scenario Element Integration,Personalized Content Creation,History,High School,en,deepseek-v3,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.333333333333333,4.333333333333333,4,False,61f82d6b075069b669eb116a58500eff4c166734,639f94d782b2c115eb52a4aae8b943c69735f697,d193f737678a536c350b24900521d6b8cd6bbd48
bfa79a451124e92a28ed189db1d126bbe01a9177,results_merge.jsonl,53,"Personalization, Adaptation & Learning Support",Personalized Content Creation,History,High School,en,deepseek-v3,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.666666666666667,4.666666666666667,5,False,27784e2ca8f13bb6d50e568179d5d878be77257a,639f94d782b2c115eb52a4aae8b943c69735f697,d193f737678a536c350b24900521d6b8cd6bbd48
66ed54a9423fdc853c2d708828160ec51c93ca2e,results_merge.jsonl,54,Instruction Following & Task Completion,Personalized Content Creation,Geography,Elementary School,en,qwen-max,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,True,1a9d01c2db400058f91946c8ae0831242361406e,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,957ddc79fe20bb1965d40f09c08879e24a927c30
be99fc5c194acd065de431a73eab09f1d7e86947,results_merge.jsonl,55,Scenario Element Integration,Personalized Content Creation,Geography,Elementary School,en,qwen-max,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.333333333333333,4.333333333333333,4,False,d06d8499a0320b4db71c7a4b4ee54f853833f2ef,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,957ddc79fe20bb1965d40f09c08879e24a927c30
7175a2ca5335b82598f8cf6ff459922c22013bf1,results_merge.jsonl,56,"Personalization, Adaptation & Learning Support",Personalized Content Creation,Geography,Elementary School,en,qwen-max,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.333333333333333,4.333333333333333,4,False,d761536158848f1ce46a3d206310929049c14d6f,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,957ddc79fe20bb1965d40f09c08879e24a927c30
7496c90a96f6033c4bc474146bb6b1c1fe5f5c21,results_merge.jsonl,57,Instruction Following & Task Completion,Personalized Content Creation,History,High School,en,deepseek-r1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,f1ca86ef2d626148a196ee3bc94cee7edfb97b07,639f94d782b2c115eb52a4aae8b943c69735f697,dc833f5d42828997b8f18ec34aa310c405f1c75c
56882a55e9d1c5eb452992ad59af4de25e5ae6bb,results_merge.jsonl,58,Scenario Element Integration,Personalized Content Creation,History,High School,en,deepseek-r1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,9b164671b414cf759485973fc6a39b350b98d008,639f94d782b2c115eb52a4aae8b943c69735f697,dc833f5d42828997b8f18ec34aa310c405f1c75c
ac928704ee42f09cda816880d5004a8c95ed84e1,results_merge.jsonl,59,"Personalization, Adaptation & Learning Support",Personalized Content Creation,History,High School,en,deepseek-r1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,50e7891c09025d59aea15c16b976dad62031a43e,639f94d782b2c115eb52a4aae8b943c69735f697,dc833f5d42828997b8f18ec34aa310c405f1c75c
2fb2e7b662bd63032405fac81132e33579f49cab,results_merge.jsonl,60,Instruction Following & Task Completion,Personalized Content Creation,Applied Economics,PhD,en,deepseek-r1,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,False,24c089d7ecc8a2258b5b7c16bd120d985d26fcc8,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,713baaa5d883f3255aee26a7a0904297cc8f5f32
4cc41e1a0d99d94f46c9a2c53956793823aa434d,results_merge.jsonl,61,Scenario Element Integration,Personalized Content Creation,Applied Economics,PhD,en,deepseek-r1,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,5,True,4681c9b83c527aa8b5ba5e0fad8256de4ffe030b,8cdf1aba67fd11f6ef4d3de526d6c99b7ecebfd4,713baaa5d883f3255aee26a7a0904297cc8f5f32
