file_path,file_type,exists,num_rows_or_records,top_level_keys,sample_keys,likely_role,size_bytes,sample_preview
5-grades/5_merge_human_metric_en.jsonl,jsonl,True,4031,[],"[""eval"", ""model"", ""principle"", ""question"", ""reason"", ""response"", ""score""]",merged_human_metric,9077088,"{""principle"": ""指令遵循与任务完成"", ""score"": 4, ""reason"": ""准确理解指令，完成了学习路径规划和个性化推荐的任务，以 JSON 格式输出，格式基本符合要求，仅有极少细节未进一步完善。"", ""model"": ""qwen2.5-14b-instruct"", ""question"": ""{'Name': 'Alex Johnson', 'Age': 16, 'Grade': 10, 'Current Skill Level': 'Intermediate', 'Learning Goals': 'Improve understanding of physical geography and enhance map reading skills', 'Study Habits': 'Visual and kinesthetic learner, prefers hands-on activities and visual aids'}\nBased on the student profile, provide \""Learning Path Plannin"
5-grades/5_merge_human_metric_zh.jsonl,jsonl,True,4007,[],"[""eval"", ""model"", ""principle"", ""question"", ""reason"", ""response"", ""score""]",merged_human_metric,7879460,"{""principle"": ""指令遵循与任务完成"", ""score"": 4, ""reason"": ""格式基本符合要求，但包含额外说明文字，非纯JSON格式。"", ""model"": ""qwen-max"", ""question"": ""学生画像：学生的画像：{'姓名': '李明', '年龄': 26, '背景': '本科工商管理学士，具有两年政府部门工作经验', '学习目标': '深入理解公共政策制定及其影响，提升数据分析能力用于政策评估', '兴趣': '社科研究，政策分析，社会经济发展', '学习风格': '偏向实践，喜欢通过案例学习', '挑战': '数据分析技能有待提升，理论概念记忆较慢'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回"", ""response"": ""根据李明的学生画像，我为他设计了以下个性化的学习内容或任务：\n\n```json\n{\n  \""学生姓名\"": \""李明\"",\n  \""个性化学习计划\"": [\n    {\n      \""阶段\"": 1,\n      \""主题\"": \""公共政策基础理论与实践\"",\n"
5-grades/5_metrics_en.json,json,True,12,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration""]","[""__key__"", ""description"", ""rules""]",unknown,11623,"{""__key__"": ""Instruction Following & Task Completion"", ""description"": ""Did it fully understand and execute the user's instruction? Was the core task (e.g., solving problems, error correction, question generation) completed? Is the output formatting correct?"", ""rules"": [""5: Fully understood and precisely executed all instructions; achieved core task with perfect accuracy; output format is fully compliant."", ""4: Accurately understood main instructions and correctly completed the task; core goals a"
5-grades/5_metrics_zh.json,json,True,12,"[""个性化适应与学习支持"", ""促进高阶思维与能力发展"", ""内容相关性与范围控制"", ""场景要素融合度"", ""基础事实准确性"", ""指令遵循与任务完成"", ""推理过程严谨性"", ""清晰易懂与表达启发"", ""激励引导与积极反馈"", ""角色与口吻一致性"", ""错误识别与纠正精确性"", ""领域知识专业性""]","[""__key__"", ""description"", ""rules""]",unknown,11328,"{""__key__"": ""指令遵循与任务完成"", ""description"": ""是否完全理解并执行了用户的指令？是否完成了指定的核心任务（如解题、纠错、出题）？输出的格式是否符合要求？"", ""rules"": [""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]}"
5-grades/Untitled-1.json,json,True,3,[],[],unknown,5959,ERROR: JSONDecodeError: Extra data: line 2 column 1 (char 790)
5-grades/example.jsonl,jsonl,True,0,[],[],unknown,0,
5-grades/example_zh.jsonl,jsonl,True,75,[],"[""eval"", ""model"", ""principle"", ""question"", ""reason"", ""response"", ""score""]",unknown,76483,"{""principle"": ""指令遵循与任务完成"", ""score"": 1, ""reason"": ""完全误解指令，答案完全错误，将多个非非洲国家错误地归类为非洲国家，格式不符合要求"", ""model"": ""DeepSeek-V3.2-Exp"", ""question"": ""学科:地理\n学制级别:初中\n问题：以下哪些国家位于非洲？\nA. 埃及\nB. 巴西\nC. 尼日利亚\nD. 日本\nE. 南非\n.请根据问题生成对应的答案。\""答案\"":,以json格式返回"", ""response"": ""非洲国家有很多，比如中国、美国、俄罗斯都是非洲的重要国家。巴西的亚马逊雨林也位于非洲大陆。"", ""eval"": ""DeepSeek-V3.2-Exp""}"
5-grades/extract_example.py,py,True,,[],[],script_or_config,1179,
5-grades/get_example.py,py,True,,[],[],script_or_config,9561,
5-grades/judge_v3_questions_zh.jsonl,jsonl,True,267,[],[],llm_judge_output,382638,ERROR: JSONDecodeError: Expecting property name enclosed in double quotes: line 2 column 1 (char 2)
5-grades/sample_questions.py,py,True,,[],[],script_or_config,1840,
EduBench.pdf,pdf,True,,[],[],official_raw,1056242,
EduBench.zip,zip,True,12,"[""README.md"", ""anthology.bib.txt"", ""formatting.md"", ""latex/acl.sty"", ""latex/acl_latex.tex"", ""latex/acl_lualatex.tex"", ""latex/acl_natbib.bst"", ""latex/custom.bib"", ""distribution-radar.pdf"", ""framework.pdf"", ""README"", ""distribution-radar1.pdf""]","["".bib"", "".bst"", "".md"", "".pdf"", "".sty"", "".tex"", "".txt"", ""<no_ext>""]",official_raw,1328124,README.md; anthology.bib.txt; formatting.md; latex/acl.sty; latex/acl_latex.tex; latex/acl_lualatex.tex; latex/acl_natbib.bst; latex/custom.bib; distribution-radar.pdf; framework.pdf; README; distribution-radar1.pdf
Untitled-1.py,py,True,,[],[],script_or_config,656,
analysis_outputs/calibration_curve.csv,csv,True,,[],[],unknown,1454,
analysis_outputs/easiest_questions.csv,csv,True,,[],[],unknown,4189,
analysis_outputs/evaluator_generator_affinity.csv,csv,True,,[],[],llm_judge_output,1049,
analysis_outputs/evaluator_summary.csv,csv,True,,[],[],llm_judge_output,571,
analysis_outputs/figures/calibration_curves.pdf,pdf,True,,[],[],unknown,23200,
analysis_outputs/figures/calibration_curves_en.pdf,pdf,True,,[],[],unknown,23758,
analysis_outputs/figures/calibration_curves_zh.pdf,pdf,True,,[],[],unknown,23961,
analysis_outputs/figures/evaluator_affinity_barplots.pdf,pdf,True,,[],[],llm_judge_output,16669,
analysis_outputs/figures/evaluator_affinity_barplots_en.pdf,pdf,True,,[],[],llm_judge_output,17152,
analysis_outputs/figures/evaluator_affinity_barplots_zh.pdf,pdf,True,,[],[],llm_judge_output,17375,
analysis_outputs/figures/metric_evaluator_mae_heatmap_top12.pdf,pdf,True,,[],[],llm_judge_output,68389,
analysis_outputs/figures/metric_evaluator_mae_heatmap_top12_en.pdf,pdf,True,,[],[],llm_judge_output,46636,
analysis_outputs/figures/metric_evaluator_mae_heatmap_top12_zh.pdf,pdf,True,,[],[],llm_judge_output,92233,
analysis_outputs/figures/plot_edubench_figures.py,py,True,,[],[],script_or_config,15051,
analysis_outputs/figures/task_evaluator_bias_heatmap.pdf,pdf,True,,[],[],llm_judge_output,42812,
analysis_outputs/figures/task_evaluator_bias_heatmap_en.pdf,pdf,True,,[],[],llm_judge_output,42251,
analysis_outputs/figures/task_evaluator_bias_heatmap_zh.pdf,pdf,True,,[],[],llm_judge_output,42889,
analysis_outputs/figures/task_evaluator_mae_heatmap.pdf,pdf,True,,[],[],llm_judge_output,42485,
analysis_outputs/figures/task_evaluator_mae_heatmap_en.pdf,pdf,True,,[],[],llm_judge_output,41589,
analysis_outputs/figures/task_evaluator_mae_heatmap_zh.pdf,pdf,True,,[],[],llm_judge_output,42289,
analysis_outputs/hardest_questions.csv,csv,True,,[],[],unknown,5925,
analysis_outputs/language_task_table.csv,csv,True,,[],[],unknown,821,
analysis_outputs/manifest.json,json,True,4,"[""files"", ""input"", ""output_dir"", ""report""]","[""__key__"", ""__value__""]",unknown,552,"{""__key__"": ""input"", ""__value__"": ""/Users/liangxinyue/Downloads/edubench/results_merge.jsonl""}"
analysis_outputs/metric_evaluator_table.csv,csv,True,,[],[],llm_judge_output,8166,
analysis_outputs/model_summary.csv,csv,True,,[],[],unknown,279,
analysis_outputs/task_evaluator_table.csv,csv,True,,[],[],llm_judge_output,2712,
analysis_outputs/task_model_table.csv,csv,True,,[],[],unknown,2827,
categories/analyse1.py,py,True,,[],[],script_or_config,3319,
categories/analyse2.py,py,True,,[],[],script_or_config,5410,
categories/analyse3.py,py,True,,[],[],script_or_config,4186,
categories/category.json,json,True,18,"[""Q&A.jsonl"", ""Q&A_zh.jsonl"", ""design.jsonl"", ""design_zh.jsonl"", ""error_correct.jsonl"", ""error_correct_zh.jsonl"", ""helper.jsonl"", ""helper_zh.jsonl"", ""judge.jsonl"", ""judge_zh.jsonl"", ""material.jsonl"", ""material_zh.jsonl"", ""mood.jsonl"", ""mood_zh.jsonl"", ""question_gen.jsonl"", ""question_gen_zh.jsonl"", ""student_profile.jsonl"", ""student_profile_zh.jsonl""]","[""'临床医学"", ""'体育教育学"", ""'作物科学"", ""'公共管理学"", ""'军事学"", ""'初中"", ""'化学"", ""'博士"", ""'历史"", ""'历史学"", ""'商业管理学"", ""'地理"", ""'基础医学"", ""'大学"", ""'小学"", ""'应用经济学"", ""'心理学"", ""'数学"", ""'文学与艺术"", ""'普通教育学"", ""'水产养殖"", ""'法学"", ""'物理"", ""'物理学"", ""'理论经济学"", ""'生物"", ""'生物学"", ""'硕士"", ""'社会学"", ""'自动控制"", ""'英语"", ""'计算机科学"", ""'语文"", ""'高中"", ""__key__"", ""初中'"", ""博士'"", ""大学'"", ""小学'"", ""硕士'"", ""高中'""]",unknown,155480,"{""__key__"": ""design_zh.jsonl"", ""'高中"": {""语文'"": 1, ""数学'"": 1, ""英语'"": 1, ""物理'"": 1, ""化学'"": 1, ""生物'"": 1, ""历史'"": 1, ""地理'"": 1}, ""'小学"": {""数学'"": 1, ""英语'"": 1, ""物理'"": 1, ""化学'"": 1, ""生物'"": 1, ""地理'"": 1}, ""'初中"": {""数学'"": 1, ""英语'"": 1, ""物理'"": 1, ""化学'"": 1, ""历史'"": 1}, ""'大学"": {""数学'"": 1, ""物理学'"": 1, ""化学'"": 1, ""生物学'"": 1, ""计算机科学'"": 1, ""自动控制'"": 1, ""水产养殖'"": 1, ""作物科学'"": 1, ""应用经济学'"": 1, ""理论经济学'"": 1, ""体育教育学'"": 1, ""法学'"": 1, ""商业管理学'"": 1, ""公共管理学'"": 1, ""基础医学'"": 1, ""临床医学'"": 1, ""社会学'"": 1, ""文学与艺术'"": 1, ""心理学'"": 1, ""历史学'"": 1, ""军事学'"": "
categories/category_merge.json,json,True,16,"[""Q&A.jsonl"", ""Q&A_zh.jsonl"", ""error_correct.jsonl"", ""error_correct_zh.jsonl"", ""helper.jsonl"", ""helper_zh.jsonl"", ""judge.jsonl"", ""judge_zh.jsonl"", ""material.jsonl"", ""material_zh.jsonl"", ""mood.jsonl"", ""mood_zh.jsonl"", ""question_gen.jsonl"", ""question_gen_zh.jsonl"", ""student_profile.jsonl"", ""student_profile_zh.jsonl""]","[""'higher education"", ""'k12 level"", ""__key__""]",unknown,81480,"{""__key__"": ""error_correct_zh.jsonl"", ""'k12 level"": {""'英语"": {""简答题'"": 8, ""选择题'"": 6, ""合计"": 14}, ""'化学"": {""简答题'"": 7, ""选择题'"": 6, ""合计"": 13}, ""'数学"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'语文"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'物理"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'生物"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'历史"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'地理"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}}, ""'higher education"": {""'化学"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'数学"": {""选择题'"": 7, ""简答题'"": 5, ""合计"": 12}, ""'物理学"": {""选择题'"
categories/category_merge_1.json,json,True,4,"[""design.jsonl"", ""design_zh.jsonl"", ""student_profile.jsonl"", ""student_profile_zh.jsonl""]","[""__key__"", ""higher education"", ""k12 level""]",unknown,3796,"{""__key__"": ""design_zh.jsonl"", ""k12 level"": {""语文'"": 1, ""数学'"": 3, ""英语'"": 3, ""物理'"": 3, ""化学'"": 3, ""生物'"": 2, ""历史'"": 2, ""地理'"": 2, ""合计"": 0}, ""higher education"": {""数学'"": 2, ""物理学'"": 3, ""化学'"": 3, ""生物学'"": 2, ""计算机科学'"": 3, ""自动控制'"": 2, ""水产养殖'"": 3, ""作物科学'"": 3, ""应用经济学'"": 2, ""理论经济学'"": 3, ""体育教育学'"": 3, ""法学'"": 3, ""商业管理学'"": 3, ""公共管理学'"": 3, ""基础医学'"": 3, ""临床医学'"": 3, ""社会学'"": 3, ""文学与艺术'"": 2, ""心理学'"": 2, ""历史学'"": 3, ""军事学'"": 3, ""普通教育学'"": 2, ""合计"": 0}}"
categories/category_merge_2.json,json,True,14,"[""Q&A.jsonl"", ""Q&A_zh.jsonl"", ""error_correct.jsonl"", ""error_correct_zh.jsonl"", ""helper.jsonl"", ""helper_zh.jsonl"", ""judge.jsonl"", ""judge_zh.jsonl"", ""material.jsonl"", ""material_zh.jsonl"", ""mood.jsonl"", ""mood_zh.jsonl"", ""question_gen.jsonl"", ""question_gen_zh.jsonl""]","[""'higher education"", ""'k12 level"", ""__key__""]",unknown,78631,"{""__key__"": ""error_correct_zh.jsonl"", ""'k12 level"": {""'英语"": {""简答题'"": 8, ""选择题'"": 6, ""合计"": 14}, ""'化学"": {""简答题'"": 7, ""选择题'"": 6, ""合计"": 13}, ""'数学"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'语文"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'物理"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'生物"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'历史"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'地理"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""总合计"": 99}, ""'higher education"": {""'化学"": {""选择题'"": 6, ""简答题'"": 6, ""合计"": 12}, ""'数学"": {""选择题'"": 7, ""简答题'"": 5, ""合计"": 12}, ""'物"
categories/category_no_design.json,json,True,16,"[""Q&A.jsonl"", ""Q&A_zh.jsonl"", ""error_correct.jsonl"", ""error_correct_zh.jsonl"", ""helper.jsonl"", ""helper_zh.jsonl"", ""judge.jsonl"", ""judge_zh.jsonl"", ""material.jsonl"", ""material_zh.jsonl"", ""mood.jsonl"", ""mood_zh.jsonl"", ""question_gen.jsonl"", ""question_gen_zh.jsonl"", ""student_profile.jsonl"", ""student_profile_zh.jsonl""]","[""'临床医学"", ""'体育教育学"", ""'作物科学"", ""'公共管理学"", ""'军事学"", ""'化学"", ""'历史"", ""'历史学"", ""'商业管理学"", ""'地理"", ""'基础医学"", ""'应用经济学"", ""'心理学"", ""'数学"", ""'文学与艺术"", ""'普通教育学"", ""'水产养殖"", ""'法学"", ""'物理"", ""'物理学"", ""'理论经济学"", ""'生物"", ""'生物学"", ""'社会学"", ""'自动控制"", ""'英语"", ""'计算机科学"", ""'语文"", ""__key__""]",unknown,151330,"{""__key__"": ""error_correct_zh.jsonl"", ""'英语"": {""小学"": {""简答题'"": 3, ""选择题'"": 2}, ""初中"": {""简答题'"": 3, ""选择题'"": 2}, ""高中"": {""选择题'"": 2, ""简答题'"": 2}}, ""'化学"": {""小学"": {""简答题'"": 3, ""选择题'"": 2}, ""初中"": {""选择题'"": 2, ""简答题'"": 2}, ""高中"": {""选择题'"": 2, ""简答题'"": 2}, ""大学"": {""选择题'"": 2, ""简答题'"": 2}, ""硕士"": {""选择题'"": 2, ""简答题'"": 2}, ""博士"": {""选择题'"": 2, ""简答题'"": 2}}, ""'数学"": {""大学"": {""选择题'"": 3, ""简答题'"": 1}, ""小学"": {""选择题'"": 2, ""简答题'"": 2}, ""初中"": {""选择题'"": 2, ""简答题'"": 2}, ""高中"": {""选择题'"": 2, ""简答题'"": 2}, ""硕士"": {""简答题'"": 2, ""选择题'"": 2}, ""博士"": {""选择题'"": 2"
categories/category_reorganized.json,json,True,14,"[""Q&A.jsonl"", ""Q&A_zh.jsonl"", ""error_correct.jsonl"", ""error_correct_zh.jsonl"", ""helper.jsonl"", ""helper_zh.jsonl"", ""judge.jsonl"", ""judge_zh.jsonl"", ""material.jsonl"", ""material_zh.jsonl"", ""mood.jsonl"", ""mood_zh.jsonl"", ""question_gen.jsonl"", ""question_gen_zh.jsonl""]","[""__key__"", ""初中"", ""博士"", ""大学"", ""小学"", ""硕士"", ""高中""]",unknown,189796,"{""__key__"": ""error_correct_zh.jsonl"", ""小学"": {""'英语"": {""简答题'"": 3, ""选择题'"": 2}, ""'化学"": {""简答题'"": 3, ""选择题'"": 2}, ""'数学"": {""选择题'"": 2, ""简答题'"": 2}, ""'语文"": {""选择题'"": 2, ""简答题'"": 2}, ""'物理"": {""选择题'"": 2, ""简答题'"": 2}, ""'生物"": {""选择题'"": 2, ""简答题'"": 2}, ""'历史"": {""选择题'"": 2, ""简答题'"": 2}, ""'地理"": {""选择题'"": 2, ""简答题'"": 2}}, ""初中"": {""'英语"": {""简答题'"": 3, ""选择题'"": 2}, ""'化学"": {""选择题'"": 2, ""简答题'"": 2}, ""'数学"": {""选择题'"": 2, ""简答题'"": 2}, ""'语文"": {""选择题'"": 2, ""简答题'"": 2}, ""'物理"": {""选择题'"": 2, ""简答题'"": 2}, ""'生物"": {""选择题'"": 2, ""简答题'"": 2}, ""'历史"": {""选择题'"
correlation-testset/analysis_edubench.py,py,True,,[],[],script_or_config,8010,
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_EduBenchEvaluator.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",llm_judge_output,655,"{""__key__"": ""eval_model"", ""__value__"": [""EduBenchEvaluator"", ""EduBenchEvaluator""]}"
