seed,left_variant,right_variant,effect,metric,difference_definition,point_difference,ci_low_95,ci_high_95,bootstrap_resamples,cluster_unit
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_rate,right_minus_left,-0.05263157894736836,-0.11111111111111105,0.0,2000,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_count,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_rate,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label1_recall,right_minus_left,0.0,0.0,0.0,1997,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label3_recall,right_minus_left,0.06666666666666665,-0.021052631578947323,0.17895481628599796,2000,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label4_recall,right_minus_left,0.005141388174807138,-0.038358798735511124,0.046448254439055724,2000,question_key
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label5_recall,right_minus_left,-0.03417266187050361,-0.06433823529411764,-0.005586073942019723,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_argmax,right_minus_left,-0.00903342366757004,-0.04144399371276366,0.023454088952654217,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Exact_Match,right_minus_left,0.02168021680216803,-0.007774570600954702,0.05174615590602232,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Kendall_tau,right_minus_left,0.043906306524484906,0.00996376228671706,0.08221282337603665,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Bin_Agreement,right_minus_left,-0.0027100271002709064,-0.014617565364742588,0.007470530426054068,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,QWK,right_minus_left,-0.01625577101918463,-0.048117634927052344,0.02150982274687802,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_count,right_minus_left,4.0,0.0,9.0,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_rate,right_minus_left,0.07017543859649122,0.0,0.15384615384615385,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_count,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_rate,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label1_recall,right_minus_left,-0.052631578947368474,-0.1875,0.0,1997,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label3_recall,right_minus_left,-0.09523809523809523,-0.19009248327430142,-0.010749828414550466,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label4_recall,right_minus_left,-0.09768637532133673,-0.1685393258426966,-0.03738875288842125,2000,question_key
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label5_recall,right_minus_left,0.13129496402877694,0.09490923678668144,0.16846463705592052,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_argmax,right_minus_left,0.0027100271002710175,-0.014707579707783395,0.019786406647040067,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Exact_Match,right_minus_left,-0.0018066847335140857,-0.015124891859945538,0.011122183902897818,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Kendall_tau,right_minus_left,0.010064501410344429,-0.011237508066218815,0.033347349956325774,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Bin_Agreement,right_minus_left,0.0036133694670280603,-0.002876387322116411,0.011206732910366527,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,QWK,right_minus_left,-0.0024800976198877667,-0.030629068882295114,0.03112545888867801,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_count,right_minus_left,1.0,0.0,3.0,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_rate,right_minus_left,0.01754385964912286,0.0,0.08698849104859317,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_count,right_minus_left,-1.0,-3.0,0.0,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_rate,right_minus_left,-0.0010582010582010583,-0.003575685339690107,0.0,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label1_recall,right_minus_left,-0.052631578947368474,-0.1875,0.0,1997,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label3_recall,right_minus_left,0.0380952380952381,-0.01870048954161103,0.10606060606060605,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label4_recall,right_minus_left,-0.07197943444730082,-0.10423602645830413,-0.04199344701117659,2000,question_key
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label5_recall,right_minus_left,0.04136690647482011,0.022179937294748105,0.0628482635786072,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_argmax,right_minus_left,-0.0009033423667569873,-0.027127405784920504,0.025284792432500435,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Exact_Match,right_minus_left,0.006323396567298967,-0.015538163428491455,0.029839652965694696,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Kendall_tau,right_minus_left,0.015421034114739718,-0.015749275166884163,0.04765986131551719,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Bin_Agreement,right_minus_left,0.0018066847335139746,-0.010140844768255091,0.01408516953082568,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,QWK,right_minus_left,-0.015655906717308654,-0.04253314162869881,0.010285203005936586,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_count,right_minus_left,4.0,0.0,11.0,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_rate,right_minus_left,0.07017543859649122,0.0,0.1267733674775928,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_count,right_minus_left,2.0,0.0,6.0,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_rate,right_minus_left,0.0021164021164021165,0.0,0.006742143065249608,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label1_recall,right_minus_left,0.0,0.0,0.0,1998,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label3_recall,right_minus_left,-0.09523809523809525,-0.17001136363636365,-0.02173328658251521,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label4_recall,right_minus_left,-0.007712082262210873,-0.06571899304134263,0.04841368309110226,2000,question_key
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label5_recall,right_minus_left,0.03597122302158273,0.008875889544314368,0.065101393785716,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_argmax,right_minus_left,0.009936766034326971,-0.016881538426701686,0.0382537840321099,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Exact_Match,right_minus_left,-0.009936766034327027,-0.03420892003141791,0.01224250223155825,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Kendall_tau,right_minus_left,-0.023555319719478163,-0.058309052166167434,0.006516719362361135,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Bin_Agreement,right_minus_left,-0.009033423667569984,-0.022873875331981035,0.004212136569868966,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,QWK,right_minus_left,-0.0016792464315554811,-0.046088259855796336,0.03417497365836046,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_count,right_minus_left,0.0,-8.0,7.0,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_rate,right_minus_left,0.0,-0.08453722334004024,0.19999999999999996,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_count,right_minus_left,-2.0,-6.0,0.0,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_rate,right_minus_left,-0.0021164021164021165,-0.00674214306524961,0.0,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label1_recall,right_minus_left,-0.052631578947368474,-0.19999999999999996,0.0,1998,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label2_recall,right_minus_left,0.02631578947368421,0.0,0.13043478260869565,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label3_recall,right_minus_left,0.09523809523809525,0.018687262028383524,0.18401165048543683,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label4_recall,right_minus_left,0.03084832904884327,-0.01950133813971264,0.08157894736842108,2000,question_key
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label5_recall,right_minus_left,-0.059352517985611475,-0.08906626422617894,-0.030193972276234136,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_argmax,right_minus_left,-0.004516711833784992,-0.025889917407959966,0.01819925722040101,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Exact_Match,right_minus_left,0.0036133694670280603,-0.013551056026864688,0.020779589031006806,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Kendall_tau,right_minus_left,-0.0013592192112416024,-0.03581499003633197,0.0322329262073231,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Bin_Agreement,right_minus_left,0.009936766034327027,-0.0033713572275985842,0.02392535885167464,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,QWK,right_minus_left,0.004816265365878314,-0.026713404759887024,0.04123501832439903,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_count,right_minus_left,-1.0,-3.0,0.0,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_rate,right_minus_left,-0.01754385964912286,-0.09090909090909094,0.0,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_count,right_minus_left,1.0,0.0,3.0,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_rate,right_minus_left,0.0010582010582010583,0.0,0.003371071532624804,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label1_recall,right_minus_left,0.052631578947368474,0.0,0.19999999999999996,1998,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label2_recall,right_minus_left,0.05263157894736842,0.0,0.3333333333333333,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label3_recall,right_minus_left,-0.06666666666666668,-0.13764653414882774,0.0,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label4_recall,right_minus_left,-0.007712082262210873,-0.056142151982744325,0.04031976727506406,2000,question_key
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label5_recall,right_minus_left,0.01978417266187049,-0.01298807056136036,0.05263157894736836,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_argmax,right_minus_left,0.004516711833784992,-0.02003642987249543,0.0309821179905307,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Exact_Match,right_minus_left,0.0,-0.02316774836882082,0.022770129583519223,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Kendall_tau,right_minus_left,-0.009493504815980047,-0.047602072829663826,0.024309391145863887,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Bin_Agreement,right_minus_left,0.0027100271002710175,-0.009221228120018906,0.015194335835263983,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,QWK,right_minus_left,-0.012518887782985821,-0.04341307786610603,0.011051205548296845,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_count,right_minus_left,3.0,0.0,8.0,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_rate,right_minus_left,0.05263157894736836,0.0,0.2222222222222222,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_count,right_minus_left,1.0,0.0,3.0,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_rate,right_minus_left,0.0010582010582010583,0.0,0.003371071532624804,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label1_recall,right_minus_left,0.0,0.0,0.0,1998,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label2_recall,right_minus_left,0.07894736842105263,0.0,0.36858552631578856,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label3_recall,right_minus_left,-0.06666666666666668,-0.12281061259706645,0.0,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label4_recall,right_minus_left,0.015424164524421524,-0.04500040192926049,0.0697739560940655,2000,question_key
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label5_recall,right_minus_left,-0.003597122302158251,-0.030036960658023793,0.024393695352047863,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_argmax,right_minus_left,0.010840108401084014,-0.023569099883696442,0.04920020997583293,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Exact_Match,right_minus_left,-0.0009033423667570428,-0.026573366667112002,0.025759439844628463,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Kendall_tau,right_minus_left,-0.006295415576522356,-0.060921620375434214,0.04064627661800767,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Bin_Agreement,right_minus_left,0.008130081300812941,-0.0044926665209683745,0.020336924067677564,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,QWK,right_minus_left,-0.009700469017087654,-0.07843765338229775,0.0653074092154475,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_count,right_minus_left,-1.0,-14.0,13.0,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_rate,right_minus_left,-0.01754385964912286,-0.4091200466200466,0.15217391304347827,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_count,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_rate,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label1_recall,right_minus_left,0.10526315789473684,0.0,0.39999999999999997,1996,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label3_recall,right_minus_left,-0.02857142857142858,-0.10679611650485438,0.043478260869565216,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label4_recall,right_minus_left,-0.20822622107969158,-0.2942737087473929,-0.13189013305484654,2000,question_key
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label5_recall,right_minus_left,0.14568345323741005,0.1028854776242858,0.1967579795899064,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_argmax,right_minus_left,-0.005420054200542035,-0.04162732897849465,0.02946343525957042,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Exact_Match,right_minus_left,-0.0018066847335139746,-0.033679173554425006,0.025780077311923874,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Kendall_tau,right_minus_left,-0.0076229361378140625,-0.05061908727184919,0.03406088423729905,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Bin_Agreement,right_minus_left,-0.012646793134598044,-0.031166630782722596,0.0026180302766341495,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,QWK,right_minus_left,0.009256240574662566,-0.03647080023787235,0.04689639077867056,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_count,right_minus_left,-1.0,-7.0,5.0,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_rate,right_minus_left,-0.01754385964912275,-0.09450693663292094,0.15384615384615385,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_count,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_rate,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label1_recall,right_minus_left,0.0,0.0,0.0,1996,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label3_recall,right_minus_left,0.019047619047619063,-0.027777777777777776,0.06542738249539529,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label4_recall,right_minus_left,0.17737789203084842,0.10608529506610768,0.2651316112384919,2000,question_key
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label5_recall,right_minus_left,-0.13129496402877694,-0.18182244584683616,-0.08756524835260694,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_argmax,right_minus_left,-0.0036133694670280048,-0.02756687820521493,0.02634675631440783,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Exact_Match,right_minus_left,0.0009033423667570428,-0.018468503129167993,0.01883898076994469,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Kendall_tau,right_minus_left,0.005802082688399879,-0.021402257718113712,0.031021388553165767,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Bin_Agreement,right_minus_left,0.009936766034327027,-0.004677377961832157,0.024456585647674802,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,QWK,right_minus_left,-0.01191410220777478,-0.08516424518963976,0.03499401092741643,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_count,right_minus_left,1.0,-6.0,9.0,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_rate,right_minus_left,0.01754385964912275,-0.059701492537313494,0.26490641711229845,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_count,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_rate,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label1_recall,right_minus_left,-0.1578947368421053,-0.6,0.0,1996,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label3_recall,right_minus_left,0.028571428571428553,-0.03449788263762857,0.10345466155810981,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label4_recall,right_minus_left,0.04370179948586117,0.0202007480345012,0.06952204219543995,2000,question_key
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label5_recall,right_minus_left,-0.02877697841726623,-0.047453902446051445,-0.012215872813178392,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_argmax,right_minus_left,0.0018066847335139746,-0.0202495312564036,0.02917626765157149,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Exact_Match,right_minus_left,-0.0018066847335139746,-0.02578343703453307,0.01917312946315743,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Kendall_tau,right_minus_left,-0.00811626902593654,-0.04802150666331974,0.02669923136190314,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Bin_Agreement,right_minus_left,0.005420054200541924,-0.000991129487049544,0.011776432806324103,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,QWK,right_minus_left,-0.012358330650199867,-0.055724867710884994,0.03258452445800838,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_count,right_minus_left,-1.0,-12.0,7.0,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_rate,right_minus_left,-0.01754385964912286,-0.285978835978836,0.14599184782608607,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_count,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_rate,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label1_recall,right_minus_left,-0.052631578947368474,-0.19999999999999996,0.0,1996,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label2_recall,right_minus_left,0.0,0.0,0.0,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label3_recall,right_minus_left,0.019047619047619035,-0.038461538461538464,0.06666666666666665,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label4_recall,right_minus_left,0.01285347043701801,-0.02649367413370099,0.054945774121166815,2000,question_key
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label5_recall,right_minus_left,-0.014388489208633115,-0.0577669648930048,0.028691932317981856,2000,question_key
