synthetic_id,synthetic_plan_id,passed_filter,filter_reasons,filter_stage,filter_status,failure_reasons,label_plausibility_status,error_type_alignment_status,rubric_failure_visibility,too_good_for_target_label,artifact_phrase_status,manual_review_required,hardened_filter_reasons,notes
syn_f6aa1ad7fcd811b9,b96_016,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_47ae529de464a185,b96_017,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_00da6f839dfb0de7,b96_018,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_e7ae50ef755e55c9,b96_019,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_af7996a071bf4b15,b96_020,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c8c307bb996ffe32,b96_021,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_0a7492bf081b6d27,b96_022,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_f14aa5019e1dfc84,b96_023,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_6ecac000b63bd677,b96_024,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_a6800b496cebf41c,b96_025,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_47af61777670fce4,b96_026,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_914b7d75f45a1c1c,b96_027,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_7ffe1cedf9b1813c,b96_028,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_5837603a133b05aa,b96_029,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_de784e86b8e6ca84,b96_030,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_aada98c9562b9f14,b96_031,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_b1759362541f05a8,b96_032,False,artifact_phrase,batch96_required_plus_hardened_filters,fail,artifact_phrase,pass,pass,boundary_or_visible,not_detected,fail,yes,artifact_phrase,Exp6-6 batch96 hardened filter
syn_dd9d06726026262f,b96_033,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_e4307bc922048a0e,b96_034,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_2ffbb3f250a5d3f3,b96_035,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c4e5618b2463217b,b96_036,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c68870f6a0dea120,b96_037,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_29aa177dc9510d2c,b96_038,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_34df3738729dd7ae,b96_039,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_143a982b06aae8c2,b96_040,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_19182a8d6acc576d,b96_041,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_e44d7c02e2515dfd,b96_042,False,length_out_of_range,batch96_required_plus_hardened_filters,fail,length_out_of_range,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_d6a55739d0144b37,b96_043,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_dac8f55e98bc7bf3,b96_044,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c307d2558829752a,b96_045,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_bf20a8ca78489d19,b96_046,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_9c77ea1a83bfc328,b96_047,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_d8cdfb77f3898357,b96_048,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c1fca5b92cf0bc21,b96_049,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_86e2a6c00f13f84a,b96_050,False,artifact_phrase,batch96_required_plus_hardened_filters,fail,artifact_phrase,pass,pass,clear,not_detected,fail,yes,artifact_phrase,Exp6-6 batch96 hardened filter
syn_84a3f0d934ccc9bd,b96_051,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c8086d89e3d91986,b96_052,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_66d28e845b747946,b96_053,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_b4d2170e929f70c0,b96_054,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_9669bf7ed0f2d2b8,b96_055,False,length_out_of_range,batch96_required_plus_hardened_filters,fail,length_out_of_range,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_504611b977350699,b96_056,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_afae2bcd82728031,b96_057,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_b21164107c163c3e,b96_058,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_09253e14970139e6,b96_059,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_eab74509411ddb5f,b96_060,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_0cefcfbf9c371f9f,b96_061,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_2e332d4542524c50,b96_062,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_3187b2c67a067d7d,b96_063,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_bc3a83cb8d92dfc0,b96_064,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_2b02067d6cd76e78,b96_065,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_1f3f4bf3d1e4288c,b96_066,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_7e6b2147dbaab22d,b96_067,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_b2bf125c90b74cad,b96_068,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_fb3da1fd660fa0d1,b96_069,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_c1f7b5b3307f6537,b96_070,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_278f26f7426bc862,b96_071,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_28784ba134533fec,b96_072,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_beedb805961c16f3,b96_073,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_8c48afe220a3da6a,b96_074,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_6f75c3f1a4ee114f,b96_075,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_942f8d9a1452adf5,b96_076,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_42c59111c5532284,b96_077,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_ef5440a1929006b7,b96_078,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_b2fc302bafa59ac9,b96_079,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_6804d8697be845c8,b96_080,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_be0c55c2a79384de,b96_081,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_00d4c1537cfb3ded,b96_082,False,artifact_phrase,batch96_required_plus_hardened_filters,fail,artifact_phrase,pass,pass,clear,not_detected,fail,yes,artifact_phrase,Exp6-6 batch96 hardened filter
syn_c462648918e4b258,b96_083,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_1a59f7c638953632,b96_084,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_3cf5ef0e78eb8502,b96_085,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_a017739a74f0f6fc,b96_086,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_f77737026c871c7a,b96_087,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_bf28699b3ae3fd73,b96_088,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_d721f90674792944,b96_089,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_beef4b0077943495,b96_090,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_297c58f91f599858,b96_091,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_7249df2a7777cfce,b96_092,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_45410ad18a9c3687,b96_093,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_a8d5bf87c88e086d,b96_094,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,clear,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_585b595943a9f19c,b96_095,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
syn_bc42d317803956c0,b96_096,True,,batch96_required_plus_hardened_filters,pass,,pass,pass,boundary_or_visible,not_detected,pass,no,,Exp6-6 batch96 hardened filter
