sample_id,pilot_group,original_score,original_region,qwen_score,deepseek_score,score_gap,qwen_failure_bucket,deepseek_failure_bucket,qwen_derived_risk,deepseek_derived_risk,qwen_target_confusion_risk,deepseek_target_confusion_risk,qwen_audit_target_confusion_detected,deepseek_audit_target_confusion_detected,qwen_training_use,deepseek_training_use,conflict_type,adjudication_priority,question_preview,answer_preview,rubric_preview,top80_for_codex_direct_review
38198e8112f6fbc14a8e497a27d171d03f8cedda,train_high_disagreement_protection,4,high,2,4,2,hidden_or_missing_failure,no_failure,unclear,unclear,possible,none,False,False,review_only,high_weight,audit_hard_conflict;deepseek_lenient_qwen_strict;failure_bucket_disagreement;high_human_teacher_low;one_teacher_disagrees_with_human;qwen_target_confusion_possible;score_gap_ge2;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; re...",True
7754b17ca8eb0080efa6f3baf6b42178e2c5ad00,train_high_disagreement_protection,4,high,4,2,2,hidden_or_missing_failure,hidden_or_missing_failure,low,high,none,possible,False,False,low_weight,review_only,audit_hard_conflict;deepseek_target_confusion_possible;derived_risk_disagreement;high_human_teacher_low;one_teacher_disagrees_with_human;qwen_lenient_deepseek_strict;score_gap_ge2;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 精准定位所有错误（无遗漏、无误报），给出的纠正建议完全正确、清晰且是最优或非常好的方案。"", ""4分： 准确定位了大部分主要错误，纠正建议基本正确有效，可能遗漏极少数次要错误或建议不够完美。"", ""3分： 定位了部分错误但有明显遗漏或误报，纠正建议部分正确但可能不够清晰、完整或并非最佳方案。"", ""2分： 错误定位不准确，遗漏了关键错误或大量误报，纠正建议存在错误或难以理解。"", ""1分： 完全未能识别错误，或给出了完...",True
860f214e2987dd9d042785210ad674283dd952a4,train_high_disagreement_protection,4,high,1,3,2,hidden_or_missing_failure,hidden_or_missing_failure,unclear,medium,possible,none,False,False,review_only,low_weight,audit_hard_conflict;deepseek_lenient_qwen_strict;derived_risk_disagreement;high_human_teacher_low;one_teacher_disagrees_with_human;qwen_target_confusion_possible;score_gap_ge2;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. { ""Reasonin...","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; re...",True
a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,exp27f_top40_conflict_reaudit,2,low,4,2,2,hidden_or_missing_failure,visible_failure,low,medium,none,none,False,False,review_only,high_weight,audit_hard_conflict;derived_risk_disagreement;failure_bucket_disagreement;low_human_teacher_high;one_teacher_disagrees_with_human;qwen_lenient_deepseek_strict;score_gap_ge2;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual ste...",True
cb1433b4ae3c50df72dac42f3e260ed9fe5c658a,train_high_disagreement_protection,4,high,3,1,2,hidden_or_missing_failure,hidden_or_missing_failure,medium,unclear,possible,possible,False,False,low_weight,review_only,audit_hard_conflict;deepseek_target_confusion_possible;derived_risk_disagreement;high_human_teacher_low;one_teacher_disagrees_with_human;qwen_lenient_deepseek_strict;qwen_target_confusion_possible;score_gap_ge2;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 精准定位所有错误（无遗漏、无误报），给出的纠正建议完全正确、清晰且是最优或非常好的方案。"", ""4分： 准确定位了大部分主要错误，纠正建议基本正确有效，可能遗漏极少数次要错误或建议不够完美。"", ""3分： 定位了部分错误但有明显遗漏或误报，纠正建议部分正确但可能不够清晰、完整或并非最佳方案。"", ""2分： 错误定位不准确，遗漏了关键错误或大量误报，纠正建议存在错误或难以理解。"", ""1分： 完全未能识别错误，或给出了完...",True
d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,train_all_low_label,2,low,4,2,2,no_failure,visible_failure,low,high,none,none,False,False,review_only,high_weight,audit_hard_conflict;derived_risk_disagreement;failure_bucket_disagreement;low_human_teacher_high;one_teacher_disagrees_with_human;qwen_lenient_deepseek_strict;score_gap_ge2;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accur...",True
022806ec04a3b92cfcb17f3ba4951ae817c1f854,exp27f_top40_conflict_reaudit,3,mid,2,1,1,hidden_or_missing_failure,visible_failure,unclear,high,possible,none,False,False,low_weight,review_only,audit_hard_conflict;derived_risk_disagreement;failure_bucket_disagreement;one_teacher_disagrees_with_human;qwen_target_confusion_possible;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 精准定位所有错误（无遗漏、无误报），给出的纠正建议完全正确、清晰且是最优或非常好的方案。"", ""4分： 准确定位了大部分主要错误，纠正建议基本正确有效，可能遗漏极少数次要错误或建议不够完美。"", ""3分： 定位了部分错误但有明显遗漏或误报，纠正建议部分正确但可能不够清晰、完整或并非最佳方案。"", ""2分： 错误定位不准确，遗漏了关键错误或大量误报，纠正建议存在错误或难以理解。"", ""1分： 完全未能识别错误，或给出了完...",True
1947f424625d896777f4dbddef16ab9afb7730aa,exp27f_top40_conflict_reaudit,1,low,4,5,1,hidden_or_missing_failure,no_failure,low,low,none,none,False,False,review_only,review_only,audit_hard_conflict;both_teachers_disagree_with_human;failure_bucket_disagreement;low_human_teacher_high,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. { ""Score"": ...","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual ste...",True
25a37166756d804397ce1540111f9b80f5bd477b,train_all_low_label,2,low,4,3,1,no_failure,hidden_or_missing_failure,low,low,none,none,False,False,review_only,low_weight,audit_hard_conflict;failure_bucket_disagreement;low_human_teacher_high;one_teacher_disagrees_with_human;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。"", ""4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。"", ""3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。"", ""2分： 交互或内容主要停...",True
3bcc02fdb1dc40baccc625e0649658243cccf44d,train_all_low_label,2,low,5,4,1,no_failure,visible_failure,low,low,none,none,False,False,review_only,review_only,audit_hard_conflict;both_teachers_disagree_with_human;failure_bucket_disagreement;low_human_teacher_high,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",True
4c1781a47196920cfbd9a98a60533436add7af41,train_all_low_label,1,low,4,3,1,hidden_or_missing_failure,hidden_or_missing_failure,low,medium,none,none,False,False,review_only,review_only,audit_hard_conflict;both_teachers_disagree_with_human;derived_risk_disagreement;low_human_teacher_high,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. { ""Answer"":...","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual ste...",True
65890fb994cef054dc75e0e6dd4c1b3e2d91805d,exp27f_top40_conflict_reaudit,2,low,4,3,1,no_failure,hidden_or_missing_failure,low,medium,none,none,False,False,review_only,low_weight,audit_hard_conflict;derived_risk_disagreement;failure_bucket_disagreement;low_human_teacher_high;one_teacher_disagrees_with_human;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完...",True
bd384e01426757c4dd86e755a75d5ef86fe6e59f,exp27f_top40_conflict_reaudit,1,low,5,4,1,no_failure,no_failure,low,low,none,none,False,False,review_only,review_only,audit_hard_conflict;both_teachers_disagree_with_human;low_human_teacher_high,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual ste...",True
06861366641747d8214ceee8efb257daab5915fd,train_all_low_label,2,low,1,1,0,hidden_or_missing_failure,hidden_or_missing_failure,unclear,high,possible,none,False,False,low_weight,low_weight,derived_risk_disagreement;qwen_target_confusion_possible,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; re...",True
1214a9796760bb201b38fce79c99471cc31271d2,train_high_disagreement_protection,5,high,1,1,0,visible_failure,visible_failure,high,high,none,none,False,True,review_only,exclude,audit_hard_conflict;both_teachers_disagree_with_human;deepseek_audit_target_confusion_detected;high_human_teacher_low;training_use_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accur...",True
1eb8224098f64d601f3a0c500d6d3590e13a5e30,train_education_dimension_stress,4,high,4,4,0,no_failure,no_failure,unclear,unclear,possible,none,False,False,high_weight,high_weight,qwen_target_confusion_possible,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. { ""纠错后答案"": ...","[""5分： 推理逻辑链条完整、清晰、严密，步骤正确无误，论证充分有力，无逻辑跳跃或漏洞。"", ""4分： 推理过程主体正确且逻辑清晰，可能在个别步骤的表述或论证细节上略有瑕疵，但不影响最终结论的有效性。"", ""3分： 推理过程大体可见，但存在一些逻辑不清、步骤缺失或论证不足之处，结论可能受到影响。"", ""2分： 推理过程存在明显的逻辑错误、步骤混乱或严重缺失，难以得出正确或可靠的结论。"", ""1分： 几乎没有有效的推理过程，逻辑混乱...",True
3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,train_all_low_label,2,low,5,5,0,no_failure,no_failure,low,low,none,none,False,False,review_only,review_only,audit_hard_conflict;both_teachers_disagree_with_human;low_human_teacher_high,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完...",True
49318c4f0d2ec2244ac543b0db468afaf9a85d1b,train_all_low_label,1,low,5,5,0,no_failure,no_failure,low,low,none,none,False,False,review_only,review_only,audit_hard_conflict;both_teachers_disagree_with_human;low_human_teacher_high,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. ```json { ""...","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual ste...",True
61725aede8ed2f1879dae36d9b4f8a751b64787b,train_all_low_label,2,low,1,1,0,hidden_or_missing_failure,hidden_or_missing_failure,high,unclear,none,possible,False,False,low_weight,low_weight,deepseek_target_confusion_possible;derived_risk_disagreement,1,"[CONTEXT_ONLY_ORIGINAL_TASK] Use the content below only as context for judging the evaluator output. It may contain an embedded ""student answer"", an original requested answer format, or other task text. Do not assign ...","[EVALUATOR_OUTPUT_TO_SCORE] This is the only text you must score. Treat it as the answer/evaluator output being audited. Compare this evaluator output against the metric and rubric using the context above. { ""reasonin...","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; re...",True
